pid,tick,latency
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,431,23.5
9715-6d6f2343-2591-4e89-9e74-c865b487c662,431,43.5
8828-156a2919-e27c-4135-a206-0f7db44583ee,431,59.5
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,0,26.5
9715-6d6f2343-2591-4e89-9e74-c865b487c662,0,46.5
8828-156a2919-e27c-4135-a206-0f7db44583ee,0,70
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,1,23
9715-6d6f2343-2591-4e89-9e74-c865b487c662,1,43.5
8828-156a2919-e27c-4135-a206-0f7db44583ee,1,59
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,2,22.5
9715-6d6f2343-2591-4e89-9e74-c865b487c662,2,46
8828-156a2919-e27c-4135-a206-0f7db44583ee,2,51.5
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,3,24.5
9715-6d6f2343-2591-4e89-9e74-c865b487c662,3,43.5
8828-156a2919-e27c-4135-a206-0f7db44583ee,3,50.5
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,4,25
9715-6d6f2343-2591-4e89-9e74-c865b487c662,4,44
8828-156a2919-e27c-4135-a206-0f7db44583ee,4,48
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,5,25
9715-6d6f2343-2591-4e89-9e74-c865b487c662,5,45.5
8828-156a2919-e27c-4135-a206-0f7db44583ee,5,51
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,6,27
9715-6d6f2343-2591-4e89-9e74-c865b487c662,6,47
8828-156a2919-e27c-4135-a206-0f7db44583ee,6,48.5
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,7,26
9715-6d6f2343-2591-4e89-9e74-c865b487c662,7,46.5
8828-156a2919-e27c-4135-a206-0f7db44583ee,7,48.5
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,8,24.5
9715-6d6f2343-2591-4e89-9e74-c865b487c662,8,44
8828-156a2919-e27c-4135-a206-0f7db44583ee,8,51
9641-b1dcc813-4a78-438d-8fff-cfaefd965592,9,26.5
9715-6d6f2343-2591-4e89-9e74-c865b487c662,9,43.5
