pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,18,visible,287.178,250.234,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,19,visible,289.24,249.72,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,20,visible,291.302,249.206,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,21,visible,293.364,248.692,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,22,visible,295.426,248.178,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,0,visible,297.488,247.664,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,1,visible,299.55,247.15,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,2,visible,301.612,246.636,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,3,visible,303.674,246.122,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,4,visible,305.736,245.608,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,5,visible,307.798,245.094,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,6,visible,309.86,244.58,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,7,visible,311.922,244.066,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,8,visible,313.984,243.552,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,9,visible,316.046,243.038,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,10,visible,318.108,242.524,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,11,visible,320.17,242.01,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,12,visible,322.232,241.496,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,13,visible,324.294,240.982,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,14,visible,326.356,240.468,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,15,visible,328.418,239.954,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,16,visible,330.48,239.44,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,17,visible,332.542,238.926,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,18,visible,334.604,238.412,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,19,visible,336.666,237.898,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,20,visible,338.728,237.384,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,21,visible,340.79,236.87,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,22,visible,342.852,236.356,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,23,visible,344.914,235.842,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,24,visible,346.976,235.328,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,25,visible,349.038,234.814,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,26,visible,351.1,234.3,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,27,visible,353.162,233.786,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,28,visible,355.224,233.272,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,29,visible,357.286,232.758,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,30,visible,359.348,232.244,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,31,visible,361.41,231.73,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,32,visible,363.472,231.216,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,33,visible,365.534,230.702,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,34,visible,367.596,230.188,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,35,visible,369.658,229.674,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,36,visible,371.72,229.16,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,37,visible,373.782,228.646,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,38,visible,375.844,228.132,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,39,visible,377.906,227.618,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,40,visible,379.968,227.104,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,41,visible,382.03,226.59,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,42,visible,384.092,226.076,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,43,visible,386.154,225.562,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,44,visible,388.216,225.048,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,45,visible,390.278,224.534,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,46,visible,392.34,224.02,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,47,visible,394.402,223.506,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,48,visible,396.464,222.992,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,49,visible,398.526,222.478,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,50,visible,400.588,221.964,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,51,visible,402.65,221.45,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,52,visible,404.712,220.936,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,53,visible,406.774,220.422,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,54,visible,408.836,219.908,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,55,visible,410.898,219.394,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,56,visible,412.96,218.88,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,57,visible,415.022,218.366,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,58,visible,417.084,217.852,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,59,visible,419.146,217.338,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,60,visible,421.208,216.824,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,61,visible,423.27,216.31,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,62,visible,425.332,215.796,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,63,visible,427.394,215.282,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,64,visible,429.456,214.768,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,65,visible,431.518,214.254,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,66,visible,433.58,213.74,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,67,visible,435.642,213.226,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,68,visible,437.704,212.712,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,69,visible,439.766,212.198,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,70,visible,441.828,211.684,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,71,visible,443.89,211.17,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,72,visible,445.952,210.656,2.125,76,0.1,0,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,73,visible,448.014,210.142,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,74,visible,450.076,209.628,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,75,visible,452.138,209.114,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,76,visible,454.2,208.6,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,77,visible,456.262,208.086,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,78,visible,458.324,207.572,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,79,visible,460.386,207.058,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,80,visible,462.448,206.544,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,81,visible,464.51,206.03,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,82,visible,466.572,205.516,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,83,visible,468.634,205.002,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,84,visible,470.696,204.488,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,85,visible,472.758,203.974,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,86,visible,474.82,203.46,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,87,visible,476.882,202.946,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,88,visible,478.944,202.432,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,89,visible,481.006,201.918,2.125,76,0.1,0.01,0.1,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,90,visible,482.5,201.404,2.125,76,0,0.01,0,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,91,visible,482.5,200.89,2.125,76,0,0.01,0,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,92,visible,482.5,200.376,2.125,76,0,0.01,0,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,93,visible,482.5,199.862,2.125,76,0,0.01,0,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,94,visible,482.5,199.348,2.125,76,0,0.01,0,248,260
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,95,visible,482.5,198.834,2.125,76,0,0.01,0,248,260
