pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,0,visible,327.938,127.84,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,1,visible,326.875,129.68,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,2,visible,325.813,131.52,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,3,visible,324.75,133.36,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,4,visible,323.688,135.2,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,5,visible,322.625,137.04,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,6,visible,321.563,138.88,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,7,visible,320.5,140.72,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,8,visible,319.438,142.56,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,9,visible,318.375,144.4,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,10,visible,317.313,146.24,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,11,visible,316.25,148.08,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,12,visible,315.188,149.92,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,13,visible,314.125,151.76,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,14,visible,313.063,153.6,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,15,visible,312,155.44,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,16,visible,310.938,157.28,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,17,visible,309.875,159.12,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,18,visible,308.813,160.96,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,19,visible,307.75,162.8,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,20,visible,306.688,164.64,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,21,visible,305.625,166.48,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,22,visible,304.563,168.32,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,0,visible,303.5,170.16,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,1,visible,302.438,172,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,2,visible,301.375,173.84,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,3,visible,300.313,175.68,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,4,visible,299.25,177.52,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,5,visible,298.188,179.36,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,6,visible,297.125,181.2,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,7,visible,296.063,183.04,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,8,visible,295,184.88,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,9,visible,293.938,186.72,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,10,visible,292.875,188.56,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,11,visible,291.813,190.4,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,12,visible,290.75,192.24,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,13,visible,289.688,194.08,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,14,visible,288.625,195.92,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,15,visible,287.563,197.76,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,16,visible,286.5,199.6,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,17,visible,285.438,201.44,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,18,visible,284.375,203.28,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,19,visible,283.313,205.12,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,20,visible,282.25,206.96,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,21,visible,281.188,208.8,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,22,visible,280.125,210.64,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,23,visible,279.063,212.48,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,24,visible,278,214.32,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,25,visible,276.938,216.16,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,26,visible,275.875,218,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,27,visible,274.813,219.84,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,28,visible,273.75,221.68,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,29,visible,272.688,223.52,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,30,visible,271.625,225.36,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,31,visible,270.563,227.2,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,32,visible,269.5,229.04,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,33,visible,268.438,230.88,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,34,visible,267.375,232.72,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,35,visible,266.313,234.56,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,36,visible,265.25,236.4,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,37,visible,264.188,238.24,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,38,visible,263.125,240.08,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,39,visible,262.063,241.92,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,40,visible,261,243.76,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,41,visible,259.938,245.6,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,42,visible,258.875,247.44,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,43,visible,257.813,249.28,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,44,visible,256.75,251.12,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,45,visible,255.688,252.96,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,46,visible,254.625,254.8,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,47,visible,253.563,256.64,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,48,visible,252.5,258.48,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,49,visible,251.438,260.32,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,50,visible,250.375,262.16,2.125,210,0.1,0,0.1,329,126
8443-271d0417-6a74-4600-b9ff-7e100bceb563,8443-271d0417-6a74-4600-b9ff-7e100bceb563,51,visible,249.313,264,2.125,210,0.1,0,0.1,329,126
