pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,0,visible,147.906,48.821,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,1,visible,146.812,50.642,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,2,visible,145.718,52.463,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,3,visible,144.624,54.284,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,4,visible,143.53,56.105,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,5,visible,142.436,57.926,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,6,visible,141.342,59.747,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,7,visible,140.248,61.568,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,8,visible,139.154,63.389,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,9,visible,138.06,65.21,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,10,visible,136.966,67.031,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,11,visible,135.872,68.852,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,12,visible,134.778,70.673,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,13,visible,133.684,72.494,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,14,visible,132.59,74.315,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,15,visible,131.496,76.136,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,16,visible,130.402,77.957,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,17,visible,129.308,79.778,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,18,visible,128.214,81.599,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,19,visible,127.12,83.42,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,20,visible,126.026,85.241,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,21,visible,124.932,87.062,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,22,visible,123.838,88.883,2.125,211,0.5,0,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,23,visible,122.744,90.704,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,0,visible,121.65,92.525,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,1,visible,120.556,94.346,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,2,visible,119.462,96.167,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,3,visible,118.368,97.988,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,4,visible,117.274,99.809,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,5,visible,116.18,101.63,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,6,visible,115.086,103.451,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,7,visible,113.992,105.272,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,8,visible,112.898,107.093,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,9,visible,111.804,108.914,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,10,visible,110.71,110.735,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,11,visible,109.616,112.556,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,12,visible,108.522,114.377,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,13,visible,107.428,116.198,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,14,visible,106.334,118.019,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,15,visible,105.24,119.84,2.125,211,0.5,0.01,0.5,149,47
0768-8292a8cf-8a90-45b9-bf7a-73a0704a6421,16,visible,104.146,121.661,2.125,211,0.5,0.01,0.5,149,47
