pid,tick,latency
0967-567554e2-599c-47e4-9098-7985c06963c3,0,191.5
0967-567554e2-599c-47e4-9098-7985c06963c3,1,195.5
0967-567554e2-599c-47e4-9098-7985c06963c3,2,132
0967-567554e2-599c-47e4-9098-7985c06963c3,3,69
0967-567554e2-599c-47e4-9098-7985c06963c3,4,25.5
0967-567554e2-599c-47e4-9098-7985c06963c3,5,27
0967-567554e2-599c-47e4-9098-7985c06963c3,6,27.5
0967-567554e2-599c-47e4-9098-7985c06963c3,7,24
0967-567554e2-599c-47e4-9098-7985c06963c3,8,31
0967-567554e2-599c-47e4-9098-7985c06963c3,9,22.5
0967-567554e2-599c-47e4-9098-7985c06963c3,10,25
0967-567554e2-599c-47e4-9098-7985c06963c3,11,22
0967-567554e2-599c-47e4-9098-7985c06963c3,12,22.5
0967-567554e2-599c-47e4-9098-7985c06963c3,13,20.5
0967-567554e2-599c-47e4-9098-7985c06963c3,14,22
0967-567554e2-599c-47e4-9098-7985c06963c3,15,26
0967-567554e2-599c-47e4-9098-7985c06963c3,16,21.5
0967-567554e2-599c-47e4-9098-7985c06963c3,17,38.5
0967-567554e2-599c-47e4-9098-7985c06963c3,18,26.5
0967-567554e2-599c-47e4-9098-7985c06963c3,19,27.5
0967-567554e2-599c-47e4-9098-7985c06963c3,20,23
0967-567554e2-599c-47e4-9098-7985c06963c3,21,20.5
0967-567554e2-599c-47e4-9098-7985c06963c3,22,23
