pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,0,hidden,292.208,247.008,2.125,214,0.32999999999999996,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,0,visible,140.73,178.485,2.125,167,0.51,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,0,visible,255.775,131.85,2.125,223,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,1,hidden,291.02,248.77,2.125,214,0.31999999999999995,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,1,visible,141.208,180.556,2.125,167,0.52,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,1,visible,254.196,133.272,2.125,228,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,2,hidden,289.832,250.532,2.125,214,0.30000000000000004,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,2,visible,141.686,182.627,2.125,167,0.5,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,2,visible,252.072,133.346,2.125,268,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,3,hidden,288.644,252.294,2.125,214,0.29000000000000004,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,3,visible,142.164,184.698,2.125,167,0.49,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,3,visible,250.29,132.189,2.125,303,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,4,hidden,287.456,254.056,2.125,214,0.28,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,4,visible,142.642,186.769,2.125,167,0.47,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,4,visible,249.494,130.219,2.125,338,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,5,hidden,286.268,255.818,2.125,214,0.29000000000000004,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,5,visible,143.12,188.84,2.125,167,0.45999999999999996,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,5,visible,250.151,128.198,2.125,18,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,6,hidden,285.08,257.58,2.125,214,0.28,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,6,visible,143.598,190.911,2.125,167,0.44999999999999996,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,6,visible,251.73,126.776,2.125,48,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,7,hidden,283.892,259.342,2.125,214,0.27,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,7,visible,144.076,192.982,2.125,167,0.44999999999999996,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,7,visible,253.309,125.354,2.125,48,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,8,hidden,282.704,261.104,2.125,214,0.27,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,8,visible,144.554,195.053,2.125,167,0.43000000000000005,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,8,visible,254.758,123.8,2.125,43,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,9,hidden,281.516,262.866,2.125,214,0.28,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,9,visible,145.032,197.124,2.125,167,0.42000000000000004,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,9,visible,254.869,121.678,2.125,3,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,10,hidden,280.328,264.628,2.125,214,0.28,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,10,visible,145.51,199.195,2.125,167,0.41000000000000003,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,10,visible,253.904,119.785,2.125,333,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,11,hidden,279.14,266.39,2.125,214,0.29000000000000004,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,11,visible,145.988,201.266,2.125,167,0.41000000000000003,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,11,visible,252.939,117.892,2.125,333,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,12,hidden,277.952,268.152,2.125,214,0.27,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,12,visible,146.466,203.337,2.125,167,0.39,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,12,visible,250.983,117.062,2.125,293,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,13,hidden,276.764,269.914,2.125,214,0.27,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,13,visible,146.944,205.408,2.125,167,0.39,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,13,visible,249.429,115.613,2.125,313,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,14,hidden,275.576,271.676,2.125,214,0.26,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,14,visible,147.422,207.479,2.125,167,0.39,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,14,visible,247.754,114.305,2.125,308,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,15,hidden,274.388,273.438,2.125,214,0.24,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,15,visible,147.9,209.55,2.125,167,0.37,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,15,visible,245.683,113.827,2.125,283,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,16,hidden,273.2,275.2,2.125,214,0.24,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,16,visible,148.378,211.621,2.125,167,0.36,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,16,visible,238.741,112.224,7.125,283,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,17,hidden,272.012,276.962,2.125,214,0.21999999999999997,0.02
6510-4a06e0af-329d-470b-826a-e5be3af0df3d,17,visible,148.856,213.692,2.125,167,0.36,0.01
3827-840de481-d335-4107-bcfb-732cc242be34,17,visible,231.799,110.621,7.125,283,1,0.01
6780-21f3fec9-7d3d-4f62-af8d-61cf0559088e,18,hidden,270.824,277.5,2.125,214,0,0.02
