pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,0,visible,145.125,124.133,2.125,212,0.22999999999999998,0.48
5227-c3a90911-0c13-4be9-b900-525ca43b3537,0,visible,121.55,220.049,2.125,342,0.26,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,1,visible,144.683,126.212,2.125,192,0.22999999999999998,0.48
5227-c3a90911-0c13-4be9-b900-525ca43b3537,1,visible,120.893,218.028,2.125,342,0.26,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,2,visible,144.979,128.316,2.125,172,0.21999999999999997,0.48
5227-c3a90911-0c13-4be9-b900-525ca43b3537,2,visible,120.236,216.007,2.125,342,0.26,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,3,visible,145.977,130.192,2.125,152,0.19999999999999996,0.48
5227-c3a90911-0c13-4be9-b900-525ca43b3537,3,visible,119.579,213.986,2.125,342,0.27,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,4,visible,147.556,131.614,2.125,132,0.19999999999999996,0.49
5227-c3a90911-0c13-4be9-b900-525ca43b3537,4,visible,118.922,211.965,2.125,342,0.27,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,5,visible,149.449,132.579,2.125,117,0.24,0.49
5227-c3a90911-0c13-4be9-b900-525ca43b3537,5,visible,118.265,209.944,2.125,342,0.29000000000000004,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,6,visible,151.558,132.838,2.125,97,0.24,0.49
5227-c3a90911-0c13-4be9-b900-525ca43b3537,6,visible,117.608,207.923,2.125,342,0.30000000000000004,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,7,visible,153.629,132.36,2.125,77,0.26,0.49
5227-c3a90911-0c13-4be9-b900-525ca43b3537,7,visible,115.406,201.147,7.125,342,0.30000000000000004,0.31
6580-4b510464-c6d7-4c1e-ba48-084005f4dc53,8,visible,155.411,131.203,2.125,57,0.26,0.49
