pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,0,visible,277.723,176.527,2.125,301,0.28,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,0,visible,196.229,92.96,2.125,13,0.77,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,1,visible,275.902,175.433,2.125,301,0.29000000000000004,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,1,visible,196.707,90.889,2.125,13,0.77,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,2,visible,274.081,174.339,2.125,301,0.29000000000000004,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,2,visible,197.185,88.818,2.125,13,0.77,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,3,visible,272.26,173.245,2.125,301,0.29000000000000004,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,3,visible,198.493,87.143,2.125,38,0.76,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,4,visible,270.439,172.151,2.125,301,0.29000000000000004,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,4,visible,200.072,85.721,2.125,48,0.78,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,5,visible,268.618,171.057,2.125,301,0.30000000000000004,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,5,visible,201.965,84.756,2.125,63,0.78,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,6,visible,266.797,169.963,2.125,301,0.31000000000000005,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,6,visible,204.044,84.314,2.125,78,0.76,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,7,visible,264.976,168.869,2.125,301,0.32999999999999996,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,7,visible,206.148,84.61,2.125,98,0.75,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,8,visible,263.155,167.775,2.125,301,0.35,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,8,visible,208.252,84.906,2.125,98,0.74,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,9,visible,261.334,166.681,2.125,301,0.37,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,9,visible,210.356,85.202,2.125,98,0.71,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,10,visible,259.513,165.587,2.125,301,0.37,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,10,visible,212.232,86.2,2.125,118,0.7,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,11,visible,257.692,164.493,2.125,301,0.38,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,11,visible,214.108,87.198,2.125,118,0.69,0.4
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,12,visible,255.579,164.271,2.125,276,0.4,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,12,visible,217.884,93.24,7.125,148,0.69,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,13,visible,253.466,164.049,2.125,276,0.43000000000000005,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,13,visible,219.01,95.042,2.125,148,0.6799999999999999,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,14,visible,251.353,163.827,2.125,276,0.43000000000000005,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,14,visible,220.136,96.844,2.125,148,0.69,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,15,visible,249.24,163.605,2.125,276,0.43999999999999995,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,15,visible,220.932,98.814,2.125,158,0.7,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,16,visible,247.127,163.383,2.125,276,0.44999999999999996,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,16,visible,221.728,100.784,2.125,158,0.7,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,17,visible,245.014,163.161,2.125,276,0.48,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,17,visible,222.524,102.754,2.125,158,0.71,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,18,visible,242.901,162.939,2.125,276,0.49,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,18,visible,224.199,104.062,2.125,128,0.69,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,19,visible,240.788,162.717,2.125,276,0.5,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,19,visible,225.874,105.37,2.125,128,0.6699999999999999,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,20,visible,238.675,162.495,2.125,276,0.51,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,20,visible,227.978,105.666,2.125,98,0.65,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,21,visible,236.562,162.273,2.125,276,0.53,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,21,visible,230.102,105.592,2.125,88,0.63,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,22,visible,234.449,162.051,2.125,276,0.5,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,22,visible,232.072,104.796,2.125,68,0.63,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,23,visible,232.336,161.829,2.125,276,0.51,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,23,visible,233.38,103.121,2.125,38,0.63,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,24,visible,230.223,161.607,2.125,276,0.52,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,24,visible,234.537,101.339,2.125,33,0.62,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,25,visible,228.11,161.385,2.125,276,0.53,0.61
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,25,visible,235.194,99.318,2.125,18,0.61,0.41
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,26,visible,225.997,161.163,2.125,276,0.54,0.61
