pid,tick,latency
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,0,174.5
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,1,365
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,2,302
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,3,239
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,4,176
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,5,222
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,6,160
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,7,193.5
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,8,131.5
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,9,109
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,10,115
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,11,110.5
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,12,111
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,13,109
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,14,110
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,15,109.5
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,16,114
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,17,109
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,18,110.5
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,19,111
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,20,117.5
