pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-5918-781a56d3-5962-432c-ba44-6242e1f21b8a,facing-5918-781a56d3-5962-432c-ba44-6242e1f21b8a,copying-5918-781a56d3-5962-432c-ba44-6242e1f21b8a,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,812,visible,268.319,125.198,2.125,23,0.9,0.24,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,813,visible,269.149,123.242,2.125,23,0.91,0.24,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,814,visible,269.97900000000004,121.286,2.125,23,0.92,0.24,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,815,visible,270.809,119.33,2.125,23,0.92,0.24,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,816,visible,271.639,117.374,2.125,23,0.93,0.24,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,817,visible,273.441,116.24799999999999,2.125,58,0.93,0.24,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,818,visible,275.243,115.12200000000001,2.125,58,0.96,0.24,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,819,visible,277.045,113.99600000000001,2.125,58,0.98,0.25,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,820,visible,278.847,112.87,2.125,58,1.0,0.25,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,821,visible,280.649,111.744,2.125,58,1.0,0.25,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,822,visible,282.45099999999996,110.618,2.125,58,1.0,0.25,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,823,visible,284.253,109.492,2.125,58,1.0,0.25,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,824,visible,286.055,108.366,2.125,58,1.0,0.25,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,825,visible,287.504,106.81200000000001,2.125,43,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,826,visible,288.953,105.258,2.125,43,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,827,visible,290.402,103.704,2.125,43,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,828,visible,290.88,101.633,2.125,13,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,829,visible,291.358,99.56200000000001,2.125,13,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,830,visible,291.099,97.45299999999999,2.125,353,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,831,visible,290.134,95.56,2.125,333,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,832,visible,288.58,94.111,2.125,313,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,833,visible,287.026,92.662,2.125,313,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,834,visible,285.005,92.005,2.125,288,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,835,visible,282.883,91.89399999999999,2.125,273,1.0,0.25,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,836,visible,280.76099999999997,91.78299999999999,2.125,273,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,837,visible,278.791,92.579,2.125,248,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,838,visible,277.212,94.001,2.125,228,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,839,visible,276.055,95.78299999999999,2.125,213,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,840,visible,274.89799999999997,97.565,2.125,213,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,841,visible,274.42,99.63600000000001,2.125,193,1.0,0.25,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,842,visible,274.67900000000003,101.745,2.125,173,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,843,visible,275.805,103.54700000000001,2.125,148,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,844,visible,276.931,105.34899999999999,2.125,148,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,845,visible,278.71299999999997,106.506,2.125,123,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,846,visible,280.817,106.802,2.125,98,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,847,visible,282.849,106.181,2.125,73,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,848,visible,284.881,105.56,2.125,73,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,849,visible,286.46,104.13799999999999,2.125,48,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,850,visible,287.29,102.182,2.125,23,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,851,visible,287.401,100.06,2.125,3,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,852,visible,287.512,97.93799999999999,2.125,3,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,853,visible,286.89099999999996,95.906,2.125,343,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,854,visible,285.612,94.209,2.125,323,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,855,visible,283.83,93.052,2.125,303,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,856,visible,282.048,91.895,2.125,303,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,857,visible,280.027,91.238,2.125,288,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,858,visible,277.918,91.49700000000001,2.125,263,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,859,visible,275.839,91.939,2.125,258,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,860,visible,274.03700000000003,93.065,2.125,238,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,861,visible,272.72900000000004,94.74,2.125,218,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,862,visible,272.251,96.811,2.125,193,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,863,visible,271.77299999999997,98.882,2.125,193,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,864,visible,272.215,100.961,2.125,168,1.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,865,visible,273.494,102.65799999999999,2.125,143,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,866,visible,275.048,104.10700000000001,2.125,133,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,867,visible,277.004,104.93700000000001,2.125,113,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,868,visible,279.113,104.678,2.125,83,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,869,visible,280.81,103.399,2.125,53,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,870,visible,282.389,101.977,2.125,48,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,871,visible,283.046,99.956,2.125,18,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,872,visible,282.60400000000004,97.87700000000001,2.125,348,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,873,visible,281.983,95.845,2.125,343,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,874,visible,280.704,94.148,2.125,323,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,875,visible,278.748,93.318,2.125,293,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,876,visible,276.624,93.39200000000001,2.125,268,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,877,visible,274.5,93.46600000000001,2.125,268,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,878,visible,272.607,94.431,2.125,243,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,879,visible,271.45,96.213,2.125,213,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,880,visible,270.452,98.089,2.125,208,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,881,visible,269.974,100.16,2.125,193,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,882,visible,270.416,102.23899999999999,2.125,168,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,883,visible,271.381,104.132,2.125,153,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,884,visible,272.803,105.711,2.125,138,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,885,visible,274.759,106.541,2.125,113,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,886,visible,276.883,106.46700000000001,2.125,88,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,887,visible,278.962,106.025,2.125,78,1.0,0.27,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,888,visible,280.932,105.229,2.125,68,1.0,0.28,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,889,visible,282.902,104.43299999999999,2.125,68,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,890,visible,284.872,103.637,2.125,68,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,891,visible,286.842,102.84100000000001,2.125,68,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,892,visible,288.812,102.045,2.125,68,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,893,visible,290.782,101.249,2.125,68,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,894,visible,292.752,100.45299999999999,2.125,68,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,895,visible,294.722,99.65700000000001,2.125,68,0.99,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,896,visible,296.692,98.861,2.125,68,0.97,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,897,visible,298.66200000000003,98.065,2.125,68,0.95,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,898,visible,297.832,100.021,2.125,203,0.92,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,899,visible,298.274,102.1,2.125,168,0.92,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,900,visible,300.39599999999996,102.211,2.125,93,0.92,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,901,visible,302.518,102.322,2.125,93,0.89,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,902,visible,304.488,101.52600000000001,2.125,68,0.86,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,903,visible,306.45799999999997,100.73,2.125,68,0.84,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,904,visible,307.907,99.176,2.125,43,0.8200000000000001,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,905,visible,308.564,97.155,2.125,18,0.81,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,906,visible,309.221,95.134,2.125,18,0.79,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,907,visible,308.6,93.102,2.125,343,0.77,0.28,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,908,visible,307.97900000000004,91.07,2.125,343,0.77,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,909,visible,306.30400000000003,89.762,2.125,308,0.75,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,910,visible,304.182,89.65100000000001,2.125,273,0.76,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,911,visible,302.485,90.93,2.125,233,0.76,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,912,visible,301.828,92.95100000000001,2.125,198,0.79,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,913,visible,303.382,94.4,2.125,133,0.78,0.28,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,914,visible,304.936,95.84899999999999,2.125,133,0.76,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,915,visible,306.49,97.29799999999999,2.125,133,0.74,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,916,visible,308.04400000000004,98.74700000000001,2.125,133,0.71,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,917,visible,310.14799999999997,99.04299999999999,2.125,98,0.69,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,918,visible,312.252,99.339,2.125,98,0.6799999999999999,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,919,visible,314.356,99.635,2.125,98,0.65,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,920,visible,316.46,99.931,2.125,98,0.64,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,921,visible,318.564,100.227,2.125,98,0.5900000000000001,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,922,visible,319.843,101.92399999999999,2.125,143,0.55,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,923,visible,320.464,103.956,2.125,163,0.52,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,924,visible,321.085,105.988,2.125,163,0.52,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,925,visible,320.607,108.059,2.125,193,0.5,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,926,visible,319.29900000000004,109.734,2.125,218,0.49,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,927,visible,317.991,111.40899999999999,2.125,218,0.51,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,928,visible,316.683,113.084,2.125,218,0.52,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,929,visible,315.375,114.759,2.125,218,0.5,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,930,visible,314.067,116.434,2.125,218,0.52,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,931,visible,312.759,118.109,2.125,218,0.52,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,932,visible,312.46299999999997,120.213,2.125,188,0.53,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,933,visible,312.16700000000003,122.31700000000001,2.125,188,0.54,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,934,visible,312.96299999999997,124.287,2.125,158,0.55,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,935,visible,313.759,126.257,2.125,158,0.53,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,936,visible,314.555,128.227,2.125,158,0.51,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,937,visible,315.351,130.197,2.125,158,0.5,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,938,visible,316.147,132.167,2.125,158,0.51,0.29,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,939,visible,315.851,134.27100000000002,2.125,188,0.48,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,940,visible,315.373,136.342,2.125,193,0.46,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,941,visible,313.92400000000004,137.89600000000002,2.125,223,0.46,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,942,visible,311.845,138.338,2.125,258,0.46,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,943,visible,309.721,138.412,2.125,268,0.48,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,944,visible,307.765,137.582,2.125,293,0.49,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,945,visible,306.8,135.689,2.125,333,0.52,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,946,visible,307.278,133.618,2.125,13,0.52,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,947,visible,307.756,131.547,2.125,13,0.55,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,948,visible,308.23400000000004,129.476,2.125,13,0.55,0.29,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,949,visible,309.54200000000003,127.801,2.125,38,0.56,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,950,visible,310.85,126.126,2.125,38,0.56,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,951,visible,312.158,124.45100000000001,2.125,38,0.56,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,952,visible,313.466,122.77600000000001,2.125,38,0.55,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,953,visible,314.774,121.101,2.125,38,0.54,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,954,visible,316.082,119.426,2.125,38,0.53,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,955,visible,317.39,117.751,2.125,38,0.52,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,956,visible,318.698,116.07600000000001,2.125,38,0.5,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,957,visible,320.006,114.40100000000001,2.125,38,0.47,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,958,visible,321.314,112.726,2.125,38,0.46,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,959,visible,322.622,111.051,2.125,38,0.45,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
