pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-5918-781a56d3-5962-432c-ba44-6242e1f21b8a,facing-5918-781a56d3-5962-432c-ba44-6242e1f21b8a,copying-5918-781a56d3-5962-432c-ba44-6242e1f21b8a,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,134,visible,320.867,146.107,2.125,328,0.72,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,135,visible,317.091,140.065,7.125,328,0.75,0.01,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,136,visible,315.965,138.263,2.125,328,0.84,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,137,visible,314.839,136.461,2.125,328,0.86,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,138,visible,313.71299999999997,134.659,2.125,328,0.9,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,139,visible,309.937,128.61700000000002,7.125,328,0.9,0.01,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,140,visible,308.811,126.815,2.125,328,0.98,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,141,visible,307.685,125.01299999999999,2.125,328,0.99,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,142,visible,306.559,123.211,2.125,328,1.0,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,143,visible,302.783,117.169,7.125,328,1.0,0.02,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,144,visible,301.657,115.367,2.125,328,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,145,visible,300.531,113.565,2.125,328,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,146,visible,299.405,111.76299999999999,2.125,328,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,147,visible,298.279,109.961,2.125,328,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,148,visible,297.153,108.15899999999999,2.125,328,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,149,visible,296.027,106.35700000000001,2.125,328,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,150,visible,294.245,105.2,2.125,303,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,151,visible,292.224,104.54299999999999,2.125,288,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,152,visible,290.203,103.88600000000001,2.125,288,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,153,visible,288.124,104.32799999999999,2.125,258,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,154,visible,286.154,105.124,2.125,248,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,155,visible,284.184,105.92,2.125,248,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,156,visible,282.382,107.046,2.125,238,1.0,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,157,visible,281.225,108.82799999999999,2.125,213,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,158,visible,279.64599999999996,110.25,2.125,228,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,159,visible,277.53700000000003,110.509,2.125,263,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5918-781a56d3-5962-432c-ba44-6242e1f21b8a,160,visible,275.413,110.583,2.125,268,1.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
