pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-5035-bcbed37d-ac8d-4392-8752-751036a4e898,facing-5035-bcbed37d-ac8d-4392-8752-751036a4e898,copying-5035-bcbed37d-ac8d-4392-8752-751036a4e898,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
5035-bcbed37d-ac8d-4392-8752-751036a4e898,592,visible,179.113,130.111,7.125,150,0.39,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,593,visible,182.675,136.281,7.125,150,0.39,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,594,visible,188.511,140.368,7.125,125,0.45,0.73,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,595,visible,195.528,139.131,7.125,80,0.45,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,596,visible,197.62099999999998,138.762,2.125,80,0.4,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,597,visible,199.71400000000003,138.393,2.125,80,0.38,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,598,visible,201.80700000000002,138.024,2.125,80,0.30000000000000004,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,599,visible,208.824,136.787,7.125,80,0.28,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,600,visible,215.84099999999998,135.55,7.125,80,0.28,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,601,visible,222.858,134.313,7.125,80,0.30000000000000004,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,602,visible,229.875,133.076,7.125,80,0.4,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,603,visible,236.892,131.839,7.125,80,0.54,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,604,visible,243.90900000000002,130.602,7.125,80,0.6,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,605,visible,246.002,130.233,2.125,80,0.61,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,606,visible,248.095,129.864,2.125,80,0.56,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,607,visible,250.188,129.495,2.125,80,0.56,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,608,visible,252.028,130.558,2.125,120,0.5800000000000001,0.73,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,609,visible,252.755,132.555,2.125,160,0.6,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,610,visible,253.482,134.55200000000002,2.125,160,0.5900000000000001,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,611,visible,255.919,141.247,7.125,160,0.65,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,612,visible,258.356,147.942,7.125,160,0.6699999999999999,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,613,visible,260.793,154.637,7.125,160,0.69,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,614,visible,263.23,161.332,7.125,160,0.64,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,615,visible,265.66700000000003,168.02700000000002,7.125,160,0.61,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,616,visible,267.295,169.393,2.125,130,0.48,0.73,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,617,visible,269.41200000000003,169.578,2.125,95,0.53,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,618,visible,271.529,169.763,2.125,95,0.47,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,619,visible,273.64599999999996,169.94799999999998,2.125,95,0.44,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,620,visible,275.763,170.13299999999998,2.125,95,0.45,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,621,visible,277.88,170.31799999999998,2.125,95,0.4,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,622,visible,279.997,170.503,2.125,95,0.4,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,623,visible,281.5,169.0,2.125,45,0.38,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,624,visible,283.003,167.497,2.125,45,0.34,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,625,visible,284.506,165.99400000000003,2.125,45,0.38,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,626,visible,289.54400000000004,160.95600000000002,7.125,45,0.34,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,627,visible,294.582,155.918,7.125,45,0.30000000000000004,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,628,visible,299.62,150.88,7.125,45,0.37,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,629,visible,304.658,145.842,7.125,45,0.44,0.73,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,630,visible,306.161,144.339,2.125,45,0.55,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,631,visible,307.664,142.836,2.125,45,0.5700000000000001,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,632,visible,309.16700000000003,141.333,2.125,45,0.5800000000000001,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,633,visible,310.67,139.83,2.125,45,0.56,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,634,visible,312.173,138.327,2.125,45,0.65,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,635,visible,313.676,136.82399999999998,2.125,45,0.72,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,636,visible,315.17900000000003,135.321,2.125,45,0.73,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,637,visible,316.682,133.81799999999998,2.125,45,0.76,0.73,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,638,visible,318.185,132.315,2.125,45,0.81,0.74,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,639,visible,319.688,130.812,2.125,45,0.86,0.74,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,640,visible,324.726,125.774,7.125,45,0.83,0.74,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,641,visible,326.22900000000004,124.271,2.125,45,0.92,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,642,visible,327.73199999999997,122.76799999999999,2.125,45,0.94,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,643,visible,329.235,121.265,2.125,45,0.93,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,644,visible,330.73800000000006,119.762,2.125,45,0.93,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,645,visible,332.241,118.259,2.125,45,0.95,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,646,visible,333.744,116.756,2.125,45,1.0,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,647,visible,335.24699999999996,115.25299999999999,2.125,45,1.0,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,648,visible,336.75,113.75,2.125,45,1.0,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,649,visible,338.25300000000004,112.24700000000001,2.125,45,1.0,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,650,visible,339.756,110.744,2.125,45,1.0,0.74,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,651,visible,340.125,108.65100000000001,2.125,10,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,652,visible,340.494,106.55799999999999,2.125,10,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,653,visible,340.309,104.441,2.125,355,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,654,visible,339.24699999999996,102.601,2.125,330,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,655,visible,338.185,100.76100000000001,2.125,330,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,656,visible,336.444,99.542,2.125,305,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,657,visible,334.351,99.17299999999999,2.125,280,1.0,0.74,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,658,visible,332.25800000000004,98.804,2.125,280,1.0,0.74,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,659,visible,330.26099999999997,99.531,2.125,250,1.0,0.74,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,660,visible,328.75800000000004,101.03399999999999,2.125,225,1.0,0.74,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,661,visible,328.208,103.087,2.125,195,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,662,visible,327.658,105.14,2.125,195,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,663,visible,328.027,107.23299999999999,2.125,170,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,664,visible,329.089,109.073,2.125,150,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,665,visible,330.30800000000005,110.814,2.125,145,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,666,visible,332.04900000000004,112.03299999999999,2.125,125,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,667,visible,334.166,112.21799999999999,2.125,95,0.96,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,668,visible,336.219,111.66799999999999,2.125,75,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,669,visible,337.847,110.302,2.125,50,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,670,visible,338.909,108.462,2.125,30,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,671,visible,339.971,106.62200000000001,2.125,30,1.0,0.75,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,672,visible,339.971,104.49700000000001,2.125,0,1.0,0.75,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,673,visible,339.07300000000004,102.571,2.125,335,1.0,0.75,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,674,visible,338.175,100.645,2.125,335,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,675,visible,336.67199999999997,99.14200000000001,2.125,315,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,676,visible,334.675,98.415,2.125,290,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,677,visible,332.582,98.78399999999999,2.125,260,1.0,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,678,visible,330.48900000000003,99.15299999999999,2.125,260,1.0,0.75,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,679,visible,328.74800000000005,100.37200000000001,2.125,235,0.95,0.75,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,680,visible,327.85,102.29799999999999,2.125,205,0.97,0.75,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,681,visible,326.952,104.22399999999999,2.125,205,0.97,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,682,visible,326.767,106.34100000000001,2.125,185,0.94,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,683,visible,327.665,108.26700000000001,2.125,155,0.89,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,684,visible,329.031,109.895,2.125,140,0.88,0.75,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,685,visible,330.772,111.11399999999999,2.125,125,0.88,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,686,visible,332.889,111.29899999999999,2.125,95,0.99,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,687,visible,334.98199999999997,110.93,2.125,80,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,688,visible,336.908,110.03200000000001,2.125,65,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,689,visible,338.12699999999995,108.291,2.125,35,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,690,visible,339.346,106.55,2.125,35,1.0,0.76,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,691,visible,339.531,104.43299999999999,2.125,5,1.0,0.76,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,692,visible,339.716,102.316,2.125,5,1.0,0.76,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,693,visible,338.81800000000004,100.39,2.125,335,1.0,0.76,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,694,visible,336.978,99.32799999999999,2.125,300,1.0,0.76,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,695,visible,335.13800000000003,98.266,2.125,300,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,696,visible,333.02099999999996,98.45100000000001,2.125,265,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,697,visible,331.181,99.51299999999999,2.125,240,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,698,visible,329.44,100.73200000000001,2.125,235,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,699,visible,328.37699999999995,102.572,2.125,210,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,700,visible,328.37699999999995,104.697,2.125,180,0.98,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,701,visible,328.56199999999995,106.814,2.125,175,0.96,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,702,visible,329.46,108.74,2.125,155,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,703,visible,331.088,110.10600000000001,2.125,130,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,704,visible,332.92800000000005,111.16799999999999,2.125,120,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,705,visible,334.925,111.895,2.125,110,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,706,visible,337.01800000000003,111.52600000000001,2.125,80,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,707,visible,339.111,111.15700000000001,2.125,80,1.0,0.76,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,708,visible,340.73900000000003,109.791,2.125,50,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,709,visible,341.63699999999994,107.865,2.125,25,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,710,visible,341.63699999999994,105.74,2.125,0,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,711,visible,341.63699999999994,103.615,2.125,0,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,712,visible,340.575,101.775,2.125,330,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,713,visible,338.735,100.713,2.125,300,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,714,visible,336.895,99.65,2.125,300,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,715,visible,334.778,99.465,2.125,275,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,716,visible,332.781,100.19200000000001,2.125,250,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,717,visible,330.784,100.919,2.125,250,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,718,visible,329.281,102.42200000000001,2.125,225,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,719,visible,328.731,104.475,2.125,195,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,720,visible,328.546,106.59200000000001,2.125,185,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,721,visible,328.915,108.685,2.125,170,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,722,visible,330.281,110.31299999999999,2.125,140,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,723,visible,332.121,111.376,2.125,120,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,724,visible,334.17400000000004,111.926,2.125,105,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,725,visible,336.291,111.741,2.125,85,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,726,visible,338.131,110.678,2.125,60,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,727,visible,339.971,109.615,2.125,60,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,728,visible,341.19,107.874,2.125,35,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,729,visible,341.559,105.781,2.125,10,1.0,0.77,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,730,visible,341.92800000000005,103.68799999999999,2.125,10,1.0,0.77,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,731,visible,341.37800000000004,101.635,2.125,345,1.0,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,732,visible,340.01199999999994,100.007,2.125,320,1.0,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,733,visible,338.015,99.28,2.125,290,1.0,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,734,visible,336.01800000000003,98.553,2.125,290,0.99,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,735,visible,333.925,98.92200000000001,2.125,260,0.97,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,736,visible,332.184,100.141,2.125,235,0.96,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,737,visible,331.12199999999996,101.98100000000001,2.125,210,0.99,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,738,visible,330.06,103.821,2.125,210,1.0,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,739,visible,329.875,105.93799999999999,2.125,185,1.0,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5035-bcbed37d-ac8d-4392-8752-751036a4e898,740,visible,330.425,107.991,2.125,165,1.0,0.78,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
