pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,facing-3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,copying-3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,56,visible,149.485,219.106,7.125,250,0.36,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,57,visible,142.79,221.543,7.125,250,0.23,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,58,visible,136.095,223.98,7.125,250,0.040000000000000036,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,59,visible,129.925,227.542,7.125,240,0.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,60,visible,127.488,234.237,7.125,200,0.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,61,visible,129.332,241.11900000000003,7.125,165,0.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,62,visible,135.168,245.206,7.125,125,0.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,63,visible,142.266,245.827,7.125,95,0.06000000000000005,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,64,visible,149.364,246.44799999999998,7.125,95,0.09999999999999998,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,65,visible,156.46200000000002,247.06900000000002,7.125,95,0.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,66,visible,163.56,247.69,7.125,95,0.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,67,visible,170.658,248.31099999999998,7.125,95,0.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,68,visible,177.75599999999997,248.93200000000002,7.125,95,0.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,69,visible,184.854,249.553,7.125,95,0.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,70,visible,191.549,247.11599999999999,7.125,70,0.11,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,71,visible,197.007,242.53599999999997,7.125,50,0.24,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,72,visible,202.465,237.956,7.125,50,0.39,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,73,visible,204.90200000000002,231.261,7.125,20,0.52,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,74,visible,204.90200000000002,224.136,7.125,0,0.81,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,75,visible,204.90200000000002,217.011,7.125,0,0.99,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,76,visible,204.90200000000002,209.886,7.125,0,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,77,visible,204.90200000000002,202.761,7.125,0,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,78,visible,204.90200000000002,195.636,7.125,0,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,79,visible,204.90200000000002,188.511,7.125,0,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,80,visible,209.94,183.47299999999998,7.125,45,1.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,81,visible,214.97799999999998,178.435,7.125,45,1.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,82,visible,220.016,173.39700000000002,7.125,45,1.0,0.62,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,83,visible,226.71099999999998,170.96,7.125,70,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,84,visible,233.40599999999998,168.523,7.125,70,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,85,visible,240.101,166.08599999999998,7.125,70,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,86,visible,246.796,163.649,7.125,70,0.98,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,87,visible,253.49099999999999,161.21200000000002,7.125,70,0.92,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,88,visible,260.186,158.775,7.125,70,0.91,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,89,visible,267.284,158.154,7.125,85,0.89,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,90,visible,274.382,157.533,7.125,85,0.78,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,91,visible,281.48,156.912,7.125,85,0.77,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,92,visible,288.497,158.149,7.125,100,0.6699999999999999,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,93,visible,293.535,163.187,7.125,135,0.69,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,94,visible,294.156,170.285,7.125,175,0.56,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,95,visible,290.069,176.12099999999998,7.125,215,0.48,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,96,visible,283.052,177.358,7.125,260,0.5700000000000001,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,97,visible,276.035,178.595,7.125,260,0.8,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,98,visible,269.018,179.832,7.125,260,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,99,visible,262.001,181.06900000000002,7.125,260,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,100,visible,255.544,184.08,7.125,245,1.0,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,101,visible,252.533,190.537,7.125,205,1.0,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,102,visible,253.77,197.554,7.125,170,1.0,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,103,visible,259.606,201.641,7.125,125,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,104,visible,265.442,205.72799999999998,7.125,125,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,105,visible,271.278,209.815,7.125,125,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,106,visible,277.11400000000003,213.90200000000002,7.125,125,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,107,visible,282.95,217.989,7.125,125,1.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,108,visible,288.786,222.076,7.125,125,0.7,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,109,visible,295.884,222.697,7.125,95,0.4300000000000001,0.63,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,110,visible,302.05400000000003,219.135,7.125,60,0.2,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,111,visible,308.224,215.572,7.125,60,0.07999999999999996,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,112,visible,314.394,212.01,7.125,60,0.07999999999999996,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,113,visible,320.564,208.447,7.125,60,0.010000000000000007,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,114,visible,326.73400000000004,204.885,7.125,60,0.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,115,visible,332.904,201.322,7.125,60,0.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,116,visible,339.074,197.76,7.125,60,0.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,117,visible,345.244,194.197,7.125,60,0.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,118,visible,351.414,190.635,7.125,60,0.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,119,visible,357.584,187.072,7.125,60,0.0,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,120,visible,363.754,183.51,7.125,60,0.040000000000000036,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,121,visible,369.92400000000004,179.947,7.125,60,0.06999999999999995,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,122,visible,376.094,176.385,7.125,60,0.18999999999999995,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,123,visible,382.264,172.822,7.125,60,0.31999999999999995,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,124,visible,388.434,169.26,7.125,60,0.42,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,125,visible,394.60400000000004,165.697,7.125,60,0.6,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,126,visible,400.774,162.135,7.125,60,0.65,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,127,visible,406.944,158.572,7.125,60,0.63,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,128,visible,413.11400000000003,155.01,7.125,60,0.6,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,129,visible,419.284,151.447,7.125,60,0.6599999999999999,0.63,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,130,visible,421.721,144.752,7.125,20,0.74,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,131,visible,424.158,138.05700000000002,7.125,20,0.84,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,132,visible,426.595,131.362,7.125,20,0.79,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,133,visible,429.032,124.667,7.125,20,0.8,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,134,visible,431.469,117.97200000000001,7.125,20,0.81,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,135,visible,433.906,111.277,7.125,20,0.94,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,136,visible,436.343,104.58200000000001,7.125,20,0.8,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,137,visible,438.78,97.887,7.125,20,0.62,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,138,visible,441.217,91.19200000000001,7.125,20,0.4300000000000001,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,139,visible,441.944,89.195,2.125,20,0.24,0.64,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,140,visible,442.671,87.198,2.125,20,0.16000000000000006,0.64,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,141,visible,443.398,85.20100000000001,2.125,20,0.11,0.64,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,142,visible,444.125,83.204,2.125,20,0.09999999999999998,0.64,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,143,visible,446.56199999999995,76.509,7.125,20,0.06999999999999995,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,144,visible,448.999,69.814,7.125,20,0.0,0.64,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
