pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,facing-3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,copying-3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,0,visible,236.24099999999999,120.55799999999999,2.125,25,0.24,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,1,visible,237.139,118.632,2.125,25,0.22,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,2,visible,238.037,116.706,2.125,25,0.18999999999999995,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,3,visible,238.935,114.78,2.125,25,0.17000000000000004,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,4,visible,239.833,112.854,2.125,25,0.12,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,5,visible,240.731,110.928,2.125,25,0.14,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,6,visible,241.62900000000002,109.00200000000001,2.125,25,0.040000000000000036,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,7,visible,242.52700000000002,107.07600000000001,2.125,25,0.06000000000000005,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,8,visible,243.425,105.15,2.125,25,0.12,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,9,visible,246.43599999999998,98.693,7.125,25,0.17000000000000004,0.61,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,10,visible,247.334,96.76700000000001,2.125,25,0.13,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,11,visible,248.232,94.84100000000001,2.125,25,0.06000000000000005,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,12,visible,249.13,92.915,2.125,25,0.06999999999999995,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,13,visible,251.255,92.915,2.125,90,0.06000000000000005,0.61,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,14,visible,252.99599999999998,94.134,2.125,125,0.14,0.61,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,15,visible,258.832,98.221,7.125,125,0.030000000000000027,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,16,visible,264.668,102.30799999999999,7.125,125,0.16000000000000006,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,17,visible,270.504,106.395,7.125,125,0.2,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,18,visible,276.34,110.48200000000001,7.125,125,0.36,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,19,visible,282.176,114.569,7.125,125,0.49,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,20,visible,288.012,118.656,7.125,125,0.5900000000000001,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,21,visible,293.848,122.743,7.125,125,0.77,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,22,visible,299.684,126.83,7.125,125,0.74,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,23,visible,305.52,130.917,7.125,125,0.71,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,24,visible,306.757,137.934,7.125,170,0.69,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,25,visible,307.994,144.951,7.125,170,0.54,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,26,visible,309.231,151.968,7.125,170,0.44,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,27,visible,310.468,158.985,7.125,170,0.34,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,28,visible,311.705,166.002,7.125,170,0.35,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,29,visible,312.942,173.019,7.125,170,0.45,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,30,visible,309.931,179.476,7.125,205,0.54,0.61,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,31,visible,303.76099999999997,183.03799999999998,7.125,240,0.65,0.61,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,32,visible,296.663,182.417,7.125,275,0.55,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,33,visible,289.565,181.796,7.125,275,0.54,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,34,visible,282.467,181.175,7.125,275,0.44,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,35,visible,275.369,180.554,7.125,275,0.44,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,36,visible,268.27099999999996,179.933,7.125,275,0.53,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,37,visible,261.173,179.312,7.125,275,0.6699999999999999,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,38,visible,254.075,178.69099999999997,7.125,275,0.72,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,39,visible,246.977,178.07,7.125,275,0.79,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,40,visible,240.80700000000002,181.632,7.125,240,0.62,0.61,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,41,visible,236.227,187.09,7.125,220,0.74,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,42,visible,231.64700000000002,192.548,7.125,220,0.9,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,43,visible,227.067,198.00599999999997,7.125,220,1.0,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,44,visible,222.487,203.46400000000003,7.125,220,1.0,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,45,visible,217.907,208.922,7.125,220,1.0,0.61,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,46,visible,213.327,214.38,7.125,220,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,47,visible,208.747,219.838,7.125,220,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,48,visible,204.167,225.296,7.125,220,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,49,visible,197.285,223.452,7.125,285,1.0,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,50,visible,190.403,221.608,7.125,285,0.97,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,51,visible,183.521,219.764,7.125,285,0.84,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,52,visible,176.639,217.92,7.125,285,0.79,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,53,visible,169.757,216.076,7.125,285,0.71,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,54,visible,162.875,214.232,7.125,285,0.6,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3356-63e40480-da1e-47a9-ad4f-664fa29f54d1,55,visible,156.18,216.669,7.125,250,0.5,0.62,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
