pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-2049-efe2cd11-0391-4158-9390-80a98d380ed3,facing-2049-efe2cd11-0391-4158-9390-80a98d380ed3,copying-2049-efe2cd11-0391-4158-9390-80a98d380ed3,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
2049-efe2cd11-0391-4158-9390-80a98d380ed3,26,visible,436.346,252.562,2.125,344,0.45,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,27,visible,435.76,250.519,2.125,344,0.48,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,28,visible,435.17400000000004,248.476,2.125,344,0.4300000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,29,visible,434.588,246.433,2.125,344,0.29000000000000004,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,30,visible,434.00199999999995,244.39,2.125,344,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,31,visible,433.416,242.347,2.125,344,0.24,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,32,visible,432.83,240.304,2.125,344,0.24,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,33,visible,432.244,238.261,2.125,344,0.18000000000000005,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,34,visible,431.658,236.218,2.125,344,0.17000000000000004,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,35,visible,431.07199999999995,234.175,2.125,344,0.17000000000000004,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,36,visible,430.486,232.132,2.125,344,0.11,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,37,visible,429.9,230.08900000000003,2.125,344,0.14,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,38,visible,429.314,228.046,2.125,344,0.13,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,39,visible,428.728,226.003,2.125,344,0.16000000000000006,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,40,visible,428.142,223.96,2.125,344,0.16000000000000006,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,41,visible,427.556,221.917,2.125,344,0.17000000000000004,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,42,visible,426.97,219.87400000000002,2.125,344,0.2,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,43,visible,426.384,217.831,2.125,344,0.29000000000000004,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,44,visible,425.798,215.78799999999998,2.125,344,0.35,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,45,visible,425.212,213.745,2.125,344,0.46,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,46,visible,424.626,211.702,2.125,344,0.48,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,47,visible,424.04,209.65900000000002,2.125,344,0.64,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,48,visible,423.454,207.61599999999999,2.125,344,0.63,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,49,visible,422.86800000000005,205.57299999999998,2.125,344,0.61,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,50,visible,422.282,203.53,2.125,344,0.6699999999999999,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,51,visible,421.69599999999997,201.487,2.125,344,0.75,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,52,visible,421.11,199.44400000000002,2.125,344,0.87,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,53,visible,420.524,197.40099999999998,2.125,344,0.77,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,54,visible,419.93800000000005,195.358,2.125,344,0.75,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,55,visible,419.352,193.315,2.125,344,0.8,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,56,visible,418.76599999999996,191.27200000000002,2.125,344,0.78,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,57,visible,418.18,189.229,2.125,344,0.6599999999999999,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,58,visible,416.651,187.753,2.125,314,0.63,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,59,visible,414.531,187.605,2.125,274,0.65,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,60,visible,412.71,188.699,2.125,239,0.62,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,61,visible,412.01800000000003,190.708,2.125,199,0.49,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,62,visible,412.055,192.833,2.125,179,0.37,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,63,visible,412.092,194.958,2.125,179,0.27,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,64,visible,412.129,197.083,2.125,179,0.26,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,65,visible,412.166,199.208,2.125,179,0.18999999999999995,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,66,visible,411.834,201.30700000000002,2.125,189,0.12,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,67,visible,410.23,202.701,2.125,229,0.06999999999999995,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,68,visible,408.11699999999996,202.923,2.125,264,0.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,69,visible,406.355,201.735,2.125,304,0.0,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,70,visible,405.95,199.649,2.125,349,0.0,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,71,visible,405.545,197.563,2.125,349,0.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,72,visible,405.14,195.477,2.125,349,0.13,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,73,visible,404.735,193.391,2.125,349,0.27,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,74,visible,404.33,191.305,2.125,349,0.38,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,75,visible,403.925,189.21900000000002,2.125,349,0.47,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,76,visible,403.52,187.13299999999998,2.125,349,0.52,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,77,visible,403.115,185.047,2.125,349,0.5900000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,78,visible,402.71,182.96099999999998,2.125,349,0.52,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,79,visible,402.305,180.875,2.125,349,0.5700000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,80,visible,401.9,178.78900000000002,2.125,349,0.5800000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,81,visible,401.495,176.703,2.125,349,0.5700000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,82,visible,401.09,174.61700000000002,2.125,349,0.63,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,83,visible,400.685,172.53099999999998,2.125,349,0.72,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,84,visible,400.28,170.445,2.125,349,0.76,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,85,visible,399.875,168.359,2.125,349,0.8200000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,86,visible,399.47,166.273,2.125,349,0.85,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,87,visible,399.065,164.187,2.125,349,0.8,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,88,visible,398.66,162.101,2.125,349,0.62,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,89,visible,398.255,160.015,2.125,349,0.51,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,90,visible,397.85,157.929,2.125,349,0.46,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,91,visible,397.445,155.843,2.125,349,0.5700000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,92,visible,397.04,153.757,2.125,349,0.5800000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,93,visible,396.635,151.671,2.125,349,0.62,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,94,visible,396.23,149.585,2.125,349,0.53,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,95,visible,395.825,147.499,2.125,349,0.56,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,96,visible,394.89300000000003,145.589,2.125,334,0.5,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,97,visible,392.952,144.725,2.125,294,0.54,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,98,visible,390.866,145.13,2.125,259,0.51,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,99,visible,389.39,146.659,2.125,224,0.46,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,100,visible,389.05800000000005,148.75799999999998,2.125,189,0.49,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,101,visible,389.28,150.871,2.125,174,0.49,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,102,visible,390.67400000000004,152.475,2.125,139,0.48,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,103,visible,392.773,152.80700000000002,2.125,99,0.6,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,104,visible,394.75699999999995,152.045,2.125,69,0.56,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,105,visible,396.741,151.283,2.125,69,0.55,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,106,visible,398.725,150.52100000000002,2.125,69,0.51,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,107,visible,400.76800000000003,149.935,2.125,74,0.5700000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,108,visible,402.777,150.627,2.125,109,0.62,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,109,visible,403.871,152.44799999999998,2.125,149,0.73,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,110,visible,403.723,154.56799999999998,2.125,184,0.71,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,111,visible,402.535,156.33,2.125,214,0.78,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,112,visible,400.49199999999996,156.916,2.125,254,0.78,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,113,visible,398.449,157.502,2.125,254,0.76,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,114,visible,396.406,158.088,2.125,254,0.83,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,115,visible,394.36300000000006,158.674,2.125,254,0.76,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,116,visible,392.32,159.26,2.125,254,0.78,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,117,visible,390.983,160.911,2.125,219,0.81,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,118,visible,389.64599999999996,162.562,2.125,219,0.65,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,119,visible,391.505,163.592,2.125,119,0.55,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,120,visible,393.36400000000003,164.622,2.125,119,0.51,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,121,visible,395.223,165.65200000000002,2.125,119,0.42,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,122,visible,397.082,166.68200000000002,2.125,119,0.44,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,123,visible,398.941,167.71200000000002,2.125,119,0.51,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,124,visible,400.8,168.74200000000002,2.125,119,0.51,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,125,visible,402.659,169.77200000000002,2.125,119,0.5800000000000001,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,126,visible,403.75300000000004,171.593,2.125,149,0.64,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,127,visible,403.421,173.692,2.125,189,0.5800000000000001,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,128,visible,401.945,175.22099999999998,2.125,224,0.5,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,129,visible,399.832,175.44299999999998,2.125,264,0.47,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,130,visible,397.973,174.41299999999998,2.125,299,0.53,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,131,visible,397.211,172.429,2.125,339,0.51,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,132,visible,398.399,170.667,2.125,34,0.52,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,133,visible,399.587,168.905,2.125,34,0.45,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,134,visible,400.775,167.143,2.125,34,0.49,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,135,visible,401.963,165.38099999999997,2.125,34,0.48,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,136,visible,403.151,163.619,2.125,34,0.48,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,137,visible,404.339,161.857,2.125,34,0.42,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,138,visible,404.48699999999997,159.737,2.125,4,0.42,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,139,visible,402.836,158.4,2.125,309,0.4300000000000001,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,140,visible,401.185,157.063,2.125,309,0.46,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,141,visible,399.534,155.726,2.125,309,0.45,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,142,visible,397.88300000000004,154.389,2.125,309,0.5800000000000001,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,143,visible,396.23199999999997,153.05200000000002,2.125,309,0.62,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,144,visible,394.47,151.864,2.125,304,0.6699999999999999,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2049-efe2cd11-0391-4158-9390-80a98d380ed3,145,visible,392.35699999999997,152.086,2.125,264,0.7,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
