pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,facing-2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,copying-2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,15,visible,111.14299999999999,122.264,2.125,130,0.06999999999999995,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,16,visible,111.512,124.35700000000001,2.125,170,0.06000000000000005,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,17,visible,110.45,126.197,2.125,210,0.06000000000000005,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,18,visible,109.38799999999999,128.037,2.125,210,0.020000000000000014,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,19,visible,107.391,128.764,2.125,250,0.010000000000000007,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,20,visible,105.39399999999999,128.037,2.125,290,0.0,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,21,visible,104.33200000000001,126.197,2.125,330,0.010000000000000007,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,22,visible,104.33200000000001,124.072,2.125,0,0.020000000000000014,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,23,visible,104.33200000000001,121.947,2.125,0,0.020000000000000014,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,24,visible,104.33200000000001,119.822,2.125,0,0.030000000000000027,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,25,visible,104.70100000000001,117.729,2.125,10,0.05000000000000005,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,26,visible,106.06700000000001,116.101,2.125,40,0.020000000000000014,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,27,visible,107.43299999999999,114.473,2.125,40,0.05000000000000005,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,28,visible,108.79899999999999,112.845,2.125,40,0.06000000000000005,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,29,visible,110.165,111.21700000000001,2.125,40,0.09999999999999998,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,30,visible,111.531,109.589,2.125,40,0.12,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,31,visible,112.897,107.961,2.125,40,0.12,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,32,visible,114.26299999999999,106.333,2.125,40,0.12,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,33,visible,115.62899999999999,104.705,2.125,40,0.14,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,34,visible,116.995,103.07700000000001,2.125,40,0.17000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,35,visible,118.361,101.449,2.125,40,0.17000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,36,visible,119.727,99.821,2.125,40,0.18000000000000005,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,37,visible,121.09299999999999,98.193,2.125,40,0.23,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,38,visible,122.459,96.565,2.125,40,0.27,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,39,visible,123.825,94.93700000000001,2.125,40,0.26,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,40,visible,125.191,93.309,2.125,40,0.25,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,41,visible,126.557,91.681,2.125,40,0.24,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,42,visible,127.92299999999999,90.053,2.125,40,0.26,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,43,visible,130.04,90.238,2.125,95,0.29000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,44,visible,132.157,90.42299999999999,2.125,95,0.30000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,45,visible,134.274,90.60799999999999,2.125,95,0.28,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,46,visible,136.391,90.79299999999999,2.125,95,0.30000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,47,visible,138.50799999999998,90.978,2.125,95,0.30000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,48,visible,140.625,91.163,2.125,95,0.26,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,49,visible,142.74200000000002,91.348,2.125,95,0.25,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,50,visible,144.859,91.53299999999999,2.125,95,0.21,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,51,visible,146.976,91.71799999999999,2.125,95,0.2,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,52,visible,149.093,91.90299999999999,2.125,95,0.18999999999999995,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,53,visible,151.21,92.088,2.125,95,0.16000000000000006,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,54,visible,153.327,92.273,2.125,95,0.14,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,55,visible,155.444,92.458,2.125,95,0.12,0.61,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,56,visible,157.37,91.56,2.125,65,0.12,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,57,visible,158.589,89.819,2.125,35,0.09999999999999998,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,58,visible,158.958,87.726,2.125,10,0.09999999999999998,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,59,visible,159.327,85.633,2.125,10,0.12,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,60,visible,157.33,84.906,2.125,290,0.13,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,61,visible,155.237,85.275,2.125,260,0.16000000000000006,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,62,visible,153.39700000000002,86.338,2.125,240,0.18999999999999995,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,63,visible,151.55700000000002,87.4,2.125,240,0.21,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,64,visible,150.191,89.02799999999999,2.125,220,0.2,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,65,visible,149.641,91.081,2.125,195,0.21,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,66,visible,149.091,93.134,2.125,195,0.17000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,67,visible,148.541,95.18700000000001,2.125,195,0.16000000000000006,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,68,visible,147.991,97.24,2.125,195,0.13,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,69,visible,147.441,99.29299999999999,2.125,195,0.11,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,70,visible,146.891,101.346,2.125,195,0.08999999999999997,0.61,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,71,visible,145.993,103.272,2.125,205,0.06000000000000005,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,72,visible,144.627,104.9,2.125,220,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,73,visible,142.787,105.963,2.125,240,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,74,visible,140.694,105.594,2.125,280,0.09999999999999998,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,75,visible,138.641,105.044,2.125,285,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,76,visible,136.588,104.494,2.125,285,0.14,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,77,visible,134.535,103.944,2.125,285,0.16000000000000006,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,78,visible,132.609,103.046,2.125,295,0.2,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,79,visible,131.711,101.12,2.125,335,0.16000000000000006,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,80,visible,132.261,99.06700000000001,2.125,15,0.16000000000000006,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,81,visible,134.002,97.848,2.125,55,0.14,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,82,visible,136.119,98.03299999999999,2.125,95,0.13,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,83,visible,137.622,99.536,2.125,135,0.13,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,84,visible,137.80700000000002,101.65299999999999,2.125,175,0.13,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,85,visible,136.588,103.39399999999999,2.125,215,0.14,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,86,visible,134.535,103.944,2.125,255,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,87,visible,132.609,103.046,2.125,295,0.07999999999999996,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,88,visible,131.711,101.12,2.125,335,0.06999999999999995,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,89,visible,132.261,99.06700000000001,2.125,15,0.08999999999999997,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,90,visible,134.002,97.848,2.125,55,0.08999999999999997,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,91,visible,136.119,98.03299999999999,2.125,95,0.14,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,92,visible,137.622,99.536,2.125,135,0.15000000000000002,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,93,visible,138.52,101.462,2.125,155,0.12,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,94,visible,139.418,103.38799999999999,2.125,155,0.13,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,95,visible,140.784,105.016,2.125,140,0.12,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,96,visible,142.877,105.385,2.125,100,0.17000000000000004,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,97,visible,144.38,103.882,2.125,45,0.16000000000000006,0.61,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,98,visible,145.88299999999998,102.37899999999999,2.125,45,0.18000000000000005,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,99,visible,147.386,100.876,2.125,45,0.18000000000000005,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,100,visible,148.889,99.37299999999999,2.125,45,0.21,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,101,visible,150.392,97.87,2.125,45,0.28,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,102,visible,151.895,96.367,2.125,45,0.26,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,103,visible,153.398,94.86399999999999,2.125,45,0.25,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,104,visible,153.767,92.771,2.125,10,0.26,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,105,visible,154.136,90.678,2.125,10,0.26,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,106,visible,154.505,88.585,2.125,10,0.28,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,107,visible,154.874,86.492,2.125,10,0.25,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,108,visible,155.243,84.399,2.125,10,0.21,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,109,visible,155.612,82.306,2.125,10,0.21,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,110,visible,155.981,80.21300000000001,2.125,10,0.17000000000000004,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,111,visible,156.35,78.12,2.125,10,0.15000000000000002,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,112,visible,156.719,76.027,2.125,10,0.15000000000000002,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,113,visible,157.088,73.934,2.125,10,0.14,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,114,visible,157.457,71.84100000000001,2.125,10,0.16000000000000006,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,115,visible,157.826,69.748,2.125,10,0.15000000000000002,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,116,visible,158.195,67.655,2.125,10,0.15000000000000002,0.61,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,117,visible,158.01,65.538,2.125,355,0.12,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,118,visible,156.507,64.035,2.125,315,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,119,visible,154.39,63.85,2.125,275,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,120,visible,152.55,64.913,2.125,240,0.11,0.61,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,121,visible,150.71,65.975,2.125,240,0.13,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,122,visible,149.983,67.972,2.125,200,0.14,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,123,visible,149.256,69.969,2.125,200,0.13,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,124,visible,148.529,71.96600000000001,2.125,200,0.09999999999999998,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,125,visible,147.80200000000002,73.96300000000001,2.125,200,0.09999999999999998,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,126,visible,147.80200000000002,76.08800000000001,2.125,180,0.12,0.61,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,127,visible,148.7,78.014,2.125,155,0.09999999999999998,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,128,visible,149.59799999999998,79.94,2.125,155,0.12,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,129,visible,150.496,81.866,2.125,155,0.09999999999999998,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,130,visible,151.394,83.792,2.125,155,0.11,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,131,visible,152.292,85.71799999999999,2.125,155,0.09999999999999998,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,132,visible,153.19,87.64399999999999,2.125,155,0.11,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,133,visible,154.088,89.57,2.125,155,0.11,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,134,visible,154.986,91.49600000000001,2.125,155,0.13,0.61,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,135,visible,155.884,93.42200000000001,2.125,155,0.15000000000000002,0.62,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,136,visible,156.782,95.348,2.125,155,0.13,0.62,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,137,visible,157.68,97.274,2.125,155,0.15000000000000002,0.62,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,138,visible,158.578,99.2,2.125,155,0.12,0.62,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,139,visible,158.028,101.25299999999999,2.125,195,0.11,0.62,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2902-911d1d92-f2cc-45e4-a622-e1dfac84fada,140,visible,156.525,102.756,2.125,225,0.09999999999999998,0.62,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
