pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,facing-0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,copying-0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,550,visible,24.736,208.672,7.125,72,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,551,visible,31.851,208.299,7.125,87,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,552,visible,38.966,207.926,7.125,87,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,553,visible,45.935,209.407,7.125,102,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,554,visible,52.283,212.642,7.125,117,0.0,0.09,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,555,visible,57.578,217.41,7.125,132,0.0,0.09,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,556,visible,61.458999999999996,223.386,7.125,147,0.0,0.09,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,557,visible,62.11600000000001,225.407,2.125,162,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,558,visible,62.593999999999994,227.47799999999998,2.125,167,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,559,visible,64.197,234.42,7.125,167,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,560,visible,64.57,241.535,7.125,177,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,561,visible,64.943,248.65,7.125,177,0.040000000000000036,0.09,False,False,False,False,False,False,True,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,562,visible,64.501,250.729,2.125,192,0.06000000000000005,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,563,visible,63.705,252.699,2.125,202,0.11,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,564,visible,61.036,259.305,7.125,202,0.09999999999999998,0.09,False,False,False,False,False,False,True,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,565,visible,57.801,265.653,7.125,207,0.040000000000000036,0.09,False,False,False,False,False,False,True,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,566,visible,53.033,270.948,7.125,222,0.08999999999999997,0.09,False,False,False,False,False,False,True,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,567,visible,51.611000000000004,272.527,2.125,222,0.08999999999999997,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,568,visible,49.59,273.184,2.125,252,0.040000000000000036,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,569,visible,47.568999999999996,273.841,2.125,252,0.040000000000000036,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,570,visible,40.454,274.214,7.125,267,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,571,visible,33.485,272.733,7.125,282,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,572,visible,27.136999999999997,269.498,7.125,297,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,573,visible,21.842,264.73,7.125,312,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,574,visible,17.961,258.754,7.125,327,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,575,visible,14.08,252.778,7.125,327,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,576,visible,11.878,246.002,7.125,342,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,577,visible,11.505,238.887,7.125,357,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,578,visible,12.985999999999999,231.918,7.125,12,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,579,visible,14.467,224.949,7.125,12,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,580,visible,17.702,218.601,7.125,27,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,581,visible,22.47,213.30599999999998,7.125,42,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,582,visible,28.445999999999998,209.425,7.125,57,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,583,visible,35.222,207.22299999999998,7.125,72,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,584,visible,41.998000000000005,205.021,7.125,72,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,585,visible,49.113,204.648,7.125,87,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,586,visible,56.082,206.12900000000002,7.125,102,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,587,visible,62.43,209.364,7.125,117,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,588,visible,67.725,214.132,7.125,132,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,589,visible,71.60600000000001,220.108,7.125,147,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,590,visible,75.487,226.084,7.125,147,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,591,visible,77.689,232.86,7.125,162,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,592,visible,78.062,239.975,7.125,177,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,593,visible,76.581,246.94400000000002,7.125,192,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,594,visible,73.346,253.292,7.125,207,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,595,visible,68.578,258.587,7.125,222,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,596,visible,62.602,262.468,7.125,237,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,597,visible,56.626000000000005,266.349,7.125,237,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,598,visible,49.85,268.551,7.125,252,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,599,visible,42.735,268.92400000000004,7.125,267,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,600,visible,35.766,267.443,7.125,282,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,601,visible,29.418000000000003,264.20799999999997,7.125,297,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,602,visible,24.123,259.44,7.125,312,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,603,visible,18.828,254.672,7.125,312,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,604,visible,14.947000000000001,248.696,7.125,327,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,605,visible,12.745,241.92,7.125,342,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,606,visible,12.372,234.805,7.125,357,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,607,visible,13.853,227.83599999999998,7.125,12,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,608,visible,17.088,221.488,7.125,27,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,609,visible,20.323,215.14,7.125,27,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,610,visible,25.090999999999998,209.845,7.125,42,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,611,visible,31.066999999999997,205.96400000000003,7.125,57,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,612,visible,37.843,203.762,7.125,72,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,613,visible,44.958,203.389,7.125,87,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,614,visible,51.927,204.87,7.125,102,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,615,visible,58.275,208.105,7.125,117,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,616,visible,64.623,211.34,7.125,117,0.0,0.09,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,617,visible,69.918,216.108,7.125,132,0.0,0.09,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,618,visible,71.075,217.89,2.125,147,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,619,visible,71.732,219.91099999999997,2.125,162,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,620,visible,71.843,222.033,2.125,177,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,621,visible,71.40100000000001,224.112,2.125,192,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,622,visible,70.436,226.005,2.125,207,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,623,visible,69.471,227.898,2.125,207,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,624,visible,68.04899999999999,229.477,2.125,222,0.0,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,625,visible,66.267,230.63400000000001,2.125,237,0.020000000000000014,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,626,visible,64.24600000000001,231.291,2.125,252,0.020000000000000014,0.09,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,627,visible,57.131,231.66400000000002,7.125,267,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,628,visible,50.162,230.183,7.125,282,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,629,visible,43.81399999999999,226.94799999999998,7.125,297,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,630,visible,37.466,223.713,7.125,297,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,631,visible,32.171,218.945,7.125,312,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,632,visible,28.29,212.96900000000002,7.125,327,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,633,visible,26.088,206.19299999999998,7.125,342,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,634,visible,23.886,199.417,7.125,342,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,635,visible,23.513,192.30200000000002,7.125,357,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,636,visible,24.994,185.333,7.125,12,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,637,visible,26.475,178.364,7.125,12,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,638,visible,27.956,171.395,7.125,12,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,639,visible,29.738000000000003,170.238,2.125,57,0.0,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,640,visible,31.759,169.581,2.125,72,0.0,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,641,visible,38.874,169.208,7.125,87,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,642,visible,45.843,170.68900000000002,7.125,102,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,643,visible,52.812,172.17,7.125,102,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,644,visible,59.16,175.405,7.125,117,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,645,visible,64.455,180.173,7.125,132,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,646,visible,68.336,186.149,7.125,147,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,647,visible,72.217,192.125,7.125,147,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,648,visible,72.513,194.229,2.125,172,0.0,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,649,visible,72.809,196.333,2.125,172,0.0,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,650,visible,72.367,198.412,2.125,192,0.0,0.09,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,651,visible,70.88600000000001,205.38099999999997,7.125,192,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,652,visible,68.803,212.195,7.125,197,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,653,visible,65.027,218.237,7.125,212,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,654,visible,59.816,223.09599999999998,7.125,227,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,655,visible,53.525,226.44099999999997,7.125,242,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,656,visible,47.233999999999995,229.78599999999997,7.125,242,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,657,visible,40.292,231.389,7.125,257,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,658,visible,33.171,231.14,7.125,272,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,659,visible,26.357,229.05700000000002,7.125,287,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,660,visible,19.543,226.97400000000002,7.125,287,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,661,visible,13.501,223.19799999999998,7.125,302,0.010000000000000007,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,662,visible,8.642000000000001,217.987,7.125,317,0.06999999999999995,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,663,visible,5.297000000000001,211.696,7.125,332,0.08999999999999997,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,664,visible,3.694,204.75400000000002,7.125,347,0.12,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,665,visible,2.5,197.812,7.125,347,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,666,visible,2.7489999999999997,190.69099999999997,7.125,2,0.09999999999999998,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,667,visible,4.832,183.877,7.125,17,0.05000000000000005,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,668,visible,8.607999999999999,177.835,7.125,32,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,669,visible,13.819,172.976,7.125,47,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,670,visible,20.11,169.63099999999997,7.125,62,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,671,visible,26.401,166.28599999999997,7.125,62,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,672,visible,33.343,164.683,7.125,77,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,673,visible,40.464,164.93200000000002,7.125,92,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,674,visible,47.278,167.015,7.125,107,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,675,visible,53.32,170.791,7.125,122,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,676,visible,58.178999999999995,176.002,7.125,137,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,677,visible,63.038000000000004,181.213,7.125,137,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,678,visible,66.383,187.50400000000002,7.125,152,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,679,visible,67.986,194.446,7.125,167,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,680,visible,67.737,201.567,7.125,182,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,681,visible,65.654,208.38099999999997,7.125,197,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,682,visible,63.571000000000005,215.195,7.125,197,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,683,visible,59.795,221.237,7.125,212,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,684,visible,54.583999999999996,226.09599999999998,7.125,227,0.07999999999999996,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,685,visible,48.293,229.44099999999997,7.125,242,0.06999999999999995,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,686,visible,41.351000000000006,231.044,7.125,257,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,687,visible,34.23,230.795,7.125,272,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,688,visible,27.109,230.546,7.125,272,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,689,visible,20.295,228.463,7.125,287,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,690,visible,14.253,224.687,7.125,302,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,691,visible,9.394,219.476,7.125,317,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,692,visible,6.0489999999999995,213.185,7.125,332,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,693,visible,4.446000000000001,206.243,7.125,347,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
0533-d4f1da08-a452-47c2-abfd-ffa76938d8b2,694,visible,4.695,199.122,7.125,2,0.0,0.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
