pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-7430-81a4eaa4-b762-45f6-926d-17d89891ff86,facing-7430-81a4eaa4-b762-45f6-926d-17d89891ff86,copying-7430-81a4eaa4-b762-45f6-926d-17d89891ff86,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,15,visible,288.772,237.872,2.125,320,0.23,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,16,visible,287.406,236.24400000000003,2.125,320,0.24,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,17,visible,286.04,234.61599999999999,2.125,320,0.24,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,18,visible,284.67400000000004,232.988,2.125,320,0.24,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,19,visible,283.308,231.36,2.125,320,0.25,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,20,visible,281.942,229.732,2.125,320,0.24,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,21,visible,280.57599999999996,228.104,2.125,320,0.24,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,22,visible,279.21,226.476,2.125,320,0.24,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,23,visible,277.844,224.84799999999998,2.125,320,0.25,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,24,visible,276.478,223.22,2.125,320,0.26,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,25,visible,275.112,221.592,2.125,320,0.26,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,26,visible,273.746,219.96400000000003,2.125,320,0.25,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,27,visible,272.38,218.33599999999998,2.125,320,0.26,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,28,visible,271.014,216.708,2.125,320,0.26,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,29,visible,269.64799999999997,215.08,2.125,320,0.26,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,30,visible,268.282,213.452,2.125,320,0.27,0.0,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,31,visible,266.916,211.824,2.125,320,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,32,visible,265.55,210.196,2.125,320,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,33,visible,263.497,209.646,2.125,285,0.28,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,34,visible,261.404,210.015,2.125,260,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,35,visible,259.311,210.38400000000001,2.125,260,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,36,visible,257.218,210.753,2.125,260,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,37,visible,255.125,211.122,2.125,260,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,38,visible,253.032,211.49099999999999,2.125,260,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,39,visible,250.93900000000002,211.86,2.125,260,0.26,0.01,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,40,visible,248.822,211.675,2.125,275,0.25,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,41,visible,247.31900000000002,210.172,2.125,315,0.25,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,42,visible,246.95,208.079,2.125,350,0.26,0.01,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,43,visible,246.581,205.986,2.125,350,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,44,visible,246.21200000000002,203.893,2.125,350,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,45,visible,245.843,201.8,2.125,350,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,46,visible,241.263,196.342,7.125,320,0.30000000000000004,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,47,visible,234.38099999999997,194.498,7.125,285,0.31000000000000005,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,48,visible,227.25599999999997,194.498,7.125,270,0.31000000000000005,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,49,visible,220.13099999999997,194.498,7.125,270,0.30000000000000004,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,50,visible,213.033,193.877,7.125,275,0.28,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,51,visible,206.863,190.315,7.125,300,0.28,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,52,visible,202.77599999999998,184.479,7.125,325,0.28,0.01,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,53,visible,198.68900000000002,178.643,7.125,325,0.30000000000000004,0.01,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,54,visible,197.47,176.90200000000002,2.125,325,0.31999999999999995,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,55,visible,196.25099999999998,175.16099999999997,2.125,325,0.33,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,56,visible,195.032,173.42,2.125,325,0.34,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,57,visible,193.813,171.679,2.125,325,0.35,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,58,visible,192.072,170.46,2.125,305,0.35,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,59,visible,190.019,169.91,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,60,visible,187.96599999999998,169.36,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,61,visible,185.91299999999998,168.81,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,62,visible,183.86,168.26,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,63,visible,181.80700000000002,167.71,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,64,visible,179.75400000000002,167.16,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,65,visible,177.701,166.61,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,66,visible,175.648,166.06,2.125,285,0.36,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,67,visible,173.595,165.51,2.125,285,0.36,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,68,visible,171.542,166.06,2.125,255,0.36,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,69,visible,169.702,167.123,2.125,240,0.35,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,70,visible,168.639,168.963,2.125,210,0.34,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,71,visible,168.824,171.08,2.125,175,0.34,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,72,visible,169.887,172.92,2.125,150,0.34,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,73,visible,171.727,173.982,2.125,120,0.34,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,74,visible,173.567,175.044,2.125,120,0.34,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,75,visible,175.407,176.107,2.125,120,0.34,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,76,visible,176.305,178.033,2.125,155,0.35,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,77,visible,177.203,179.959,2.125,155,0.35,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,78,visible,176.834,182.05200000000002,2.125,190,0.34,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,79,visible,175.206,183.418,2.125,230,0.33,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,80,visible,173.578,184.78400000000002,2.125,230,0.34,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,81,visible,171.95,186.15,2.125,230,0.31999999999999995,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,82,visible,170.209,187.36900000000003,2.125,235,0.33,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,83,visible,168.084,187.36900000000003,2.125,270,0.31000000000000005,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,84,visible,165.959,187.36900000000003,2.125,270,0.31000000000000005,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,85,visible,164.218,188.588,2.125,235,0.31000000000000005,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,86,visible,163.491,190.585,2.125,200,0.31000000000000005,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,87,visible,162.764,192.582,2.125,200,0.31000000000000005,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,88,visible,162.037,194.579,2.125,200,0.30000000000000004,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,89,visible,161.31,196.576,2.125,200,0.30000000000000004,0.01,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,90,visible,160.412,198.502,2.125,205,0.30000000000000004,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,91,visible,158.671,199.72099999999998,2.125,235,0.30000000000000004,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,92,visible,156.546,199.72099999999998,2.125,270,0.30000000000000004,0.01,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,93,visible,154.421,199.72099999999998,2.125,270,0.29000000000000004,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,94,visible,152.296,199.72099999999998,2.125,270,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,95,visible,150.171,199.72099999999998,2.125,270,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,96,visible,148.046,199.72099999999998,2.125,270,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,97,visible,145.993,199.171,2.125,285,0.27,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,98,visible,144.93,197.331,2.125,330,0.27,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,99,visible,143.868,195.49099999999999,2.125,330,0.27,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,100,visible,147.955,189.655,7.125,35,0.28,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,101,visible,154.125,186.093,7.125,60,0.29000000000000004,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,102,visible,160.582,183.082,7.125,65,0.30000000000000004,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,103,visible,165.162,177.62400000000002,7.125,40,0.31999999999999995,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,104,visible,169.74200000000002,172.166,7.125,40,0.34,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,105,visible,170.979,165.149,7.125,10,0.38,0.02,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,106,visible,169.135,158.267,7.125,345,0.4,0.02,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,107,visible,163.299,154.18,7.125,305,0.42,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,108,visible,157.463,150.093,7.125,305,0.4300000000000001,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,109,visible,155.722,148.874,2.125,305,0.4300000000000001,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,110,visible,149.886,144.787,7.125,305,0.44,0.02,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,111,visible,148.145,143.56799999999998,2.125,305,0.45,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,112,visible,147.247,141.642,2.125,335,0.45,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,113,visible,146.349,139.716,2.125,335,0.46,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,114,visible,145.451,137.79,2.125,335,0.47,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,115,visible,144.553,135.864,2.125,335,0.48,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,116,visible,143.49,134.024,2.125,330,0.49,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,117,visible,139.928,127.854,7.125,330,0.51,0.02,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,118,visible,136.365,121.684,7.125,330,0.53,0.02,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,119,visible,135.303,119.844,2.125,330,0.55,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,120,visible,134.24,118.00399999999999,2.125,330,0.5700000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,121,visible,133.178,116.164,2.125,330,0.5800000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,122,visible,132.115,114.324,2.125,330,0.5900000000000001,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,123,visible,130.487,112.958,2.125,310,0.5900000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,124,visible,128.362,112.958,2.125,270,0.5900000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,125,visible,126.245,113.14299999999999,2.125,265,0.5800000000000001,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,126,visible,124.12799999999999,113.32799999999999,2.125,265,0.5800000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,127,visible,122.01100000000001,113.51299999999999,2.125,265,0.5700000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,128,visible,119.89399999999999,113.698,2.125,265,0.55,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,129,visible,117.777,113.883,2.125,265,0.55,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,130,visible,115.66,114.068,2.125,265,0.53,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,131,visible,113.54299999999999,114.25299999999999,2.125,265,0.53,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,132,visible,111.426,114.43799999999999,2.125,265,0.53,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,133,visible,109.309,114.62299999999999,2.125,265,0.52,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,134,visible,107.19200000000001,114.80799999999999,2.125,265,0.52,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,135,visible,105.075,114.62299999999999,2.125,275,0.52,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,136,visible,104.706,112.53,2.125,350,0.52,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,137,visible,104.337,110.43700000000001,2.125,350,0.53,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,138,visible,106.07799999999999,109.21799999999999,2.125,55,0.54,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,139,visible,107.819,107.999,2.125,55,0.55,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,140,visible,109.944,107.999,2.125,90,0.5700000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,141,visible,111.572,109.365,2.125,130,0.5800000000000001,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,142,visible,111.941,111.458,2.125,170,0.5900000000000001,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,143,visible,112.31,113.551,2.125,170,0.5900000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7430-81a4eaa4-b762-45f6-926d-17d89891ff86,144,visible,112.679,115.64399999999999,2.125,170,0.5900000000000001,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
