pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,facing-1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,copying-1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,0,visible,160.232,190.49599999999998,2.125,342,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,1,visible,159.575,188.475,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,2,visible,158.918,186.454,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,3,visible,158.261,184.433,2.125,342,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,4,visible,157.60399999999998,182.412,2.125,342,0.29000000000000004,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,5,visible,156.947,180.391,2.125,342,0.29000000000000004,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,6,visible,156.29,178.37,2.125,342,0.29000000000000004,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,7,visible,155.63299999999998,176.34900000000002,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,8,visible,154.976,174.328,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,9,visible,154.319,172.30700000000002,2.125,342,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,10,visible,153.662,170.28599999999997,2.125,342,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,11,visible,153.005,168.265,2.125,342,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,12,visible,152.34799999999998,166.24400000000003,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,13,visible,151.691,164.22299999999998,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,14,visible,151.034,162.202,2.125,342,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,15,visible,150.377,160.181,2.125,342,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,16,visible,149.72,158.16,2.125,342,0.24,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,17,visible,149.063,156.139,2.125,342,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,18,visible,148.406,154.118,2.125,342,0.24,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,19,visible,147.749,152.097,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,20,visible,147.092,150.076,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,21,visible,146.435,148.055,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,22,visible,145.778,146.034,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,23,visible,145.121,144.013,2.125,342,0.27,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,24,visible,144.464,141.99200000000002,2.125,342,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,25,visible,143.80700000000002,139.971,2.125,342,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,26,visible,143.15,137.95,2.125,342,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,27,visible,142.493,135.929,2.125,342,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,28,visible,141.836,133.908,2.125,342,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,29,visible,141.179,131.887,2.125,342,0.22,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,30,visible,140.52200000000002,129.866,2.125,342,0.22,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,31,visible,139.865,127.845,2.125,342,0.21,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,32,visible,139.208,125.824,2.125,342,0.23,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,33,visible,138.55100000000002,123.803,2.125,342,0.22,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,34,visible,137.894,121.78200000000001,2.125,342,0.23,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,35,visible,137.237,119.76100000000001,2.125,342,0.23,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,36,visible,136.58,117.74,2.125,342,0.22,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,37,visible,135.923,115.719,2.125,342,0.24,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,38,visible,135.266,113.698,2.125,342,0.22,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,39,visible,134.609,111.677,2.125,342,0.22,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,40,visible,134.131,109.60600000000001,2.125,347,0.22,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,41,visible,135.553,108.027,2.125,42,0.24,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,42,visible,136.975,106.448,2.125,42,0.25,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,43,visible,138.39700000000002,104.869,2.125,42,0.26,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,44,visible,139.819,103.29,2.125,42,0.28,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,45,visible,141.241,101.711,2.125,42,0.31000000000000005,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,46,visible,142.66299999999998,100.132,2.125,42,0.33,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,47,visible,144.085,98.553,2.125,42,0.36,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,48,visible,145.507,96.97399999999999,2.125,42,0.36,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,49,visible,146.929,95.395,2.125,42,0.37,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,50,visible,148.351,93.816,2.125,42,0.41,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,51,visible,149.773,92.23700000000001,2.125,42,0.42,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,52,visible,151.195,90.65799999999999,2.125,42,0.42,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,53,visible,152.61700000000002,89.079,2.125,42,0.46,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,54,visible,154.039,87.5,2.125,42,0.45,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,55,visible,155.461,85.921,2.125,42,0.45,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,56,visible,156.88299999999998,84.34200000000001,2.125,42,0.4300000000000001,0.01,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,57,visible,158.009,82.54,2.125,32,0.45,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,58,visible,157.713,80.436,2.125,352,0.45,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,59,visible,156.88299999999998,78.48,2.125,337,0.44,0.01,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
