pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,facing-1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,copying-1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,60,visible,156.053,76.524,2.125,337,0.44,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,61,visible,155.22299999999998,74.568,2.125,337,0.47,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,62,visible,154.393,72.612,2.125,337,0.44,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,63,visible,153.563,70.656,2.125,337,0.4300000000000001,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,64,visible,152.733,68.7,2.125,337,0.4300000000000001,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,65,visible,151.903,66.744,2.125,337,0.4300000000000001,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,66,visible,149.119,60.185,7.125,337,0.4300000000000001,0.01,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,67,visible,148.289,58.229,2.125,337,0.42,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,68,visible,147.459,56.273,2.125,337,0.39,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,69,visible,146.629,54.317,2.125,337,0.38,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,70,visible,145.799,52.361000000000004,2.125,337,0.39,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,71,visible,144.969,50.405,2.125,337,0.4,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,72,visible,144.139,48.449,2.125,337,0.41,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,73,visible,143.309,46.493,2.125,337,0.4,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,74,visible,142.47899999999998,44.537,2.125,337,0.4,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,75,visible,141.649,42.581,2.125,337,0.4,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,76,visible,140.819,40.625,2.125,337,0.38,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,77,visible,139.989,38.669000000000004,2.125,337,0.38,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,78,visible,139.159,36.713,2.125,337,0.37,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,79,visible,138.002,34.931,2.125,327,0.36,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,80,visible,136.032,34.135,2.125,292,0.33,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,81,visible,133.928,34.431,2.125,262,0.33,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,82,visible,131.82399999999998,34.727,2.125,262,0.31999999999999995,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,83,visible,129.72,35.023,2.125,262,0.31999999999999995,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,84,visible,127.616,35.319,2.125,262,0.31999999999999995,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,85,visible,125.512,35.615,2.125,262,0.33,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,86,visible,123.556,36.445,2.125,247,0.31000000000000005,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,87,visible,122.59100000000001,38.338,2.125,207,0.33,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,88,visible,121.626,40.231,2.125,207,0.34,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,89,visible,120.661,42.123999999999995,2.125,207,0.34,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,90,visible,119.696,44.016999999999996,2.125,207,0.33,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,91,visible,118.73100000000001,45.91,2.125,207,0.33,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,92,visible,117.766,47.803000000000004,2.125,207,0.33,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,93,visible,116.801,49.696000000000005,2.125,207,0.34,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,94,visible,115.836,51.589,2.125,207,0.33,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,95,visible,114.87100000000001,53.482,2.125,207,0.34,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,96,visible,113.906,55.375,2.125,207,0.34,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,97,visible,112.941,57.268,2.125,207,0.37,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,98,visible,111.976,59.161,2.125,207,0.37,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,99,visible,111.01100000000001,61.053999999999995,2.125,207,0.37,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,100,visible,110.046,62.946999999999996,2.125,207,0.39,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,101,visible,109.081,64.84,2.125,207,0.4,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,102,visible,108.116,66.733,2.125,207,0.4,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,103,visible,107.15100000000001,68.626,2.125,207,0.4,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,104,visible,106.186,70.51899999999999,2.125,207,0.42,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,105,visible,105.221,72.41199999999999,2.125,207,0.42,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,106,visible,104.256,74.305,2.125,207,0.42,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,107,visible,103.291,76.19800000000001,2.125,207,0.45,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,108,visible,101.869,77.777,2.125,222,0.46,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,109,visible,99.79799999999999,78.255,2.125,257,0.45,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,110,visible,97.719,77.813,2.125,282,0.44,0.02,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,111,visible,95.64,77.37100000000001,2.125,282,0.44,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,112,visible,93.561,76.929,2.125,282,0.42,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,113,visible,91.48200000000001,76.487,2.125,282,0.42,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,114,visible,89.40299999999999,76.045,2.125,282,0.42,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,115,visible,87.324,75.60300000000001,2.125,282,0.41,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,116,visible,85.245,75.161,2.125,282,0.41,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,117,visible,83.166,74.719,2.125,282,0.39,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,118,visible,81.087,74.277,2.125,282,0.39,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,119,visible,79.008,73.835,2.125,282,0.37,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,120,visible,76.937,74.313,2.125,257,0.38,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,121,visible,75.262,75.62100000000001,2.125,232,0.36,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,122,visible,73.587,76.929,2.125,232,0.36,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,123,visible,71.91199999999999,78.237,2.125,232,0.38,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,124,visible,70.786,80.039,2.125,212,0.39,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,125,visible,71.082,82.14299999999999,2.125,172,0.39,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,126,visible,71.378,84.24700000000001,2.125,172,0.36,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,127,visible,72.208,86.20299999999999,2.125,157,0.38,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,128,visible,73.905,87.48200000000001,2.125,127,0.39,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,129,visible,75.875,88.27799999999999,2.125,112,0.37,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,130,visible,77.979,87.98200000000001,2.125,82,0.37,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,131,visible,80.083,87.686,2.125,82,0.35,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,132,visible,82.18700000000001,87.39,2.125,82,0.33,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,133,visible,84.291,87.094,2.125,82,0.34,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,134,visible,86.395,86.79799999999999,2.125,82,0.37,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,135,visible,88.499,86.50200000000001,2.125,82,0.38,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,136,visible,90.603,86.206,2.125,82,0.39,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,137,visible,92.70700000000001,85.91,2.125,82,0.41,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,138,visible,94.811,85.61399999999999,2.125,82,0.44,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,139,visible,96.915,85.318,2.125,82,0.45,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,140,visible,99.01899999999999,85.022,2.125,82,0.49,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,141,visible,101.12299999999999,84.726,2.125,82,0.5,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,142,visible,103.227,84.43,2.125,82,0.49,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,143,visible,105.331,84.134,2.125,82,0.52,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1999-5bfb2140-4c67-4933-9c38-1bcd30f62018,144,visible,107.435,83.838,2.125,82,0.53,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
