pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,facing-0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,copying-0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,22,visible,165.21099999999998,152.783,2.125,110,0.31000000000000005,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,23,visible,167.208,152.056,2.125,70,0.31000000000000005,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,24,visible,168.42700000000002,150.315,2.125,35,0.31000000000000005,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,25,visible,168.24200000000002,148.19799999999998,2.125,355,0.33,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,26,visible,166.50099999999998,146.97899999999998,2.125,305,0.33,0.25,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,27,visible,164.76,145.76,2.125,305,0.33,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,28,visible,158.924,141.673,7.125,305,0.31999999999999995,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,29,visible,153.088,137.586,7.125,305,0.28,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,30,visible,147.252,133.499,7.125,305,0.25,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,31,visible,141.416,129.412,7.125,305,0.2,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,32,visible,135.58,125.325,7.125,305,0.16000000000000006,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,33,visible,129.744,121.238,7.125,305,0.16000000000000006,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,34,visible,123.90799999999999,117.15100000000001,7.125,305,0.18999999999999995,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,35,visible,118.072,113.064,7.125,305,0.16000000000000006,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,36,visible,112.236,108.977,7.125,305,0.14,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,37,visible,106.4,104.89,7.125,305,0.12,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,38,visible,104.65899999999999,103.671,2.125,305,0.11,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,39,visible,102.91799999999999,102.45200000000001,2.125,305,0.07999999999999996,0.25,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,40,visible,101.552,100.824,2.125,320,0.06999999999999995,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,41,visible,101.367,98.70700000000001,2.125,355,0.07999999999999996,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,42,visible,102.586,96.96600000000001,2.125,35,0.11,0.25,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,43,visible,104.32700000000001,95.74700000000001,2.125,55,0.15000000000000002,0.25,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,44,visible,106.068,94.52799999999999,2.125,55,0.14,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,45,visible,111.904,90.441,7.125,55,0.13,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,46,visible,117.74,86.354,7.125,55,0.17000000000000004,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,47,visible,123.57600000000001,82.26700000000001,7.125,55,0.18999999999999995,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,48,visible,129.412,78.18,7.125,55,0.2,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,49,visible,135.248,74.093,7.125,55,0.21,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,50,visible,141.084,70.006,7.125,55,0.22,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,51,visible,146.92,65.919,7.125,55,0.27,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,52,visible,148.661,64.7,2.125,55,0.28,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,53,visible,150.40200000000002,63.481,2.125,55,0.29000000000000004,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,54,visible,152.519,63.666000000000004,2.125,95,0.29000000000000004,0.25,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,55,visible,153.885,65.294,2.125,140,0.29000000000000004,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,56,visible,155.251,66.922,2.125,140,0.28,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,57,visible,156.61700000000002,68.55,2.125,140,0.28,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,58,visible,157.983,70.178,2.125,140,0.26,0.25,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,59,visible,162.563,75.63600000000001,7.125,140,0.27,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,60,visible,167.143,81.094,7.125,140,0.21,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,61,visible,171.72299999999998,86.552,7.125,140,0.17000000000000004,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,62,visible,176.303,92.01,7.125,140,0.16000000000000006,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,63,visible,180.88299999999998,97.46799999999999,7.125,140,0.2,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,64,visible,185.463,102.926,7.125,140,0.17000000000000004,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,65,visible,190.043,108.384,7.125,140,0.2,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,66,visible,194.623,113.84200000000001,7.125,140,0.26,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,67,visible,199.203,119.3,7.125,140,0.34,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,68,visible,203.783,124.758,7.125,140,0.37,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,69,visible,208.363,130.216,7.125,140,0.38,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,70,visible,212.94299999999998,135.674,7.125,140,0.4,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,71,visible,217.523,141.132,7.125,140,0.42,0.25,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,72,visible,222.10299999999998,146.59,7.125,140,0.38,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,73,visible,226.683,152.048,7.125,140,0.38,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,74,visible,231.263,157.506,7.125,140,0.38,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,75,visible,235.843,162.964,7.125,140,0.4,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,76,visible,240.423,168.422,7.125,140,0.41,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,77,visible,245.003,173.88,7.125,140,0.44,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,78,visible,249.583,179.338,7.125,140,0.48,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,79,visible,254.16299999999998,184.796,7.125,140,0.53,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,80,visible,258.743,190.25400000000002,7.125,140,0.53,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,81,visible,263.323,195.71200000000002,7.125,140,0.5,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,82,visible,267.903,201.17,7.125,140,0.4300000000000001,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,83,visible,272.483,206.628,7.125,140,0.38,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,84,visible,277.063,212.08599999999998,7.125,140,0.35,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,85,visible,281.643,217.544,7.125,140,0.30000000000000004,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,86,visible,283.009,219.172,2.125,140,0.26,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,87,visible,284.375,220.8,2.125,140,0.28,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,88,visible,285.741,222.428,2.125,140,0.26,0.26,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,89,visible,286.96,224.169,2.125,145,0.26,0.26,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,90,visible,286.775,226.28599999999997,2.125,185,0.26,0.26,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,91,visible,284.935,227.34900000000002,2.125,240,0.26,0.26,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,92,visible,283.095,228.41099999999997,2.125,240,0.26,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,93,visible,281.255,229.47400000000002,2.125,240,0.28,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,94,visible,279.415,230.53599999999997,2.125,240,0.27,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,95,visible,278.04900000000004,232.16400000000002,2.125,220,0.26,0.26,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,96,visible,276.683,233.792,2.125,220,0.26,0.26,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,97,visible,275.317,235.42,2.125,220,0.27,0.26,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,98,visible,275.132,237.537,2.125,185,0.25,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,99,visible,274.947,239.65400000000002,2.125,185,0.22,0.26,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,100,visible,274.32599999999996,246.752,7.125,185,0.16000000000000006,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,101,visible,273.705,253.85,7.125,185,0.11,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,102,visible,273.084,260.948,7.125,185,0.06000000000000005,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,103,visible,272.46299999999997,268.046,7.125,185,0.030000000000000027,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,104,visible,272.278,270.163,2.125,185,0.010000000000000007,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,105,visible,272.093,272.28,2.125,185,0.030000000000000027,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,106,visible,271.908,274.397,2.125,185,0.030000000000000027,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,107,visible,271.723,276.514,2.125,185,0.05000000000000005,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,108,visible,271.538,277.5,2.125,185,0.0,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,109,visible,271.353,277.5,2.125,185,0.0,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,110,visible,271.168,277.5,2.125,185,0.0,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,111,visible,270.983,277.5,2.125,185,0.0,0.26,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,112,visible,270.983,277.5,2.125,180,0.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,113,visible,272.202,277.5,2.125,145,0.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,114,visible,274.255,277.5,2.125,105,0.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,115,visible,276.181,276.60200000000003,2.125,65,0.020000000000000014,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,116,visible,277.243,274.762,2.125,30,0.010000000000000007,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,117,visible,276.874,272.66900000000004,2.125,350,0.030000000000000027,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,118,visible,275.371,271.166,2.125,315,0.020000000000000014,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,119,visible,273.246,271.166,2.125,270,0.040000000000000036,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,120,visible,271.121,271.166,2.125,270,0.05000000000000005,0.26,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,121,visible,268.996,271.166,2.125,270,0.06999999999999995,0.26,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,122,visible,267.156,272.228,2.125,240,0.05000000000000005,0.26,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,123,visible,266.258,274.154,2.125,205,0.040000000000000036,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,124,visible,265.36,276.08,2.125,205,0.040000000000000036,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,125,visible,264.462,277.5,2.125,205,0.0,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,126,visible,263.564,277.5,2.125,205,0.0,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,127,visible,262.666,277.5,2.125,205,0.0,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,128,visible,261.768,277.5,2.125,205,0.0,0.26,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,129,visible,259.842,277.5,2.125,245,0.0,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,130,visible,257.749,277.131,2.125,280,0.06999999999999995,0.26,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,131,visible,256.53,275.39,2.125,325,0.07999999999999996,0.26,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,132,visible,255.31099999999998,273.649,2.125,325,0.07999999999999996,0.26,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,133,visible,251.22400000000002,267.813,7.125,325,0.06999999999999995,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,134,visible,247.137,261.97700000000003,7.125,325,0.07999999999999996,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,135,visible,243.05,256.14099999999996,7.125,325,0.06999999999999995,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,136,visible,238.963,250.305,7.125,325,0.11,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0028-92afb92a-77a2-4af1-a01e-cfbfe6cd94d4,137,visible,234.87599999999998,244.46900000000002,7.125,325,0.12,0.26,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
