pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-0134-b92faa73-525e-44f4-8649-86f31860977d,facing-0134-b92faa73-525e-44f4-8649-86f31860977d,copying-0134-b92faa73-525e-44f4-8649-86f31860977d,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
0134-b92faa73-525e-44f4-8649-86f31860977d,839,visible,213.437,145.091,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,840,visible,213.733,147.195,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,841,visible,214.02900000000002,149.299,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,842,visible,214.325,151.403,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,843,visible,214.62099999999998,153.507,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,844,visible,214.917,155.611,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,845,visible,215.213,157.715,2.125,172,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,846,visible,216.37,159.497,2.125,147,1.0,0.27,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,847,visible,218.34,160.293,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,848,visible,220.31,161.089,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,849,visible,222.28,161.885,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,850,visible,224.25,162.681,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,851,visible,226.22,163.477,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,852,visible,228.19,164.273,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,853,visible,230.16,165.06900000000002,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,854,visible,232.13,165.865,2.125,112,1.0,0.27,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,855,visible,234.1,166.66099999999997,2.125,112,1.0,0.28,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,856,visible,236.07,167.457,2.125,112,1.0,0.28,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,857,visible,238.04,168.253,2.125,112,1.0,0.28,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,858,visible,240.01,169.049,2.125,112,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,859,visible,241.98,169.845,2.125,112,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,860,visible,243.95,170.641,2.125,112,0.99,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,861,visible,245.92,171.437,2.125,112,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,862,visible,247.89,172.233,2.125,112,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,863,visible,249.86,173.02900000000002,2.125,112,1.0,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,864,visible,251.83,173.825,2.125,112,0.97,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,865,visible,253.8,174.62099999999998,2.125,112,0.91,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,866,visible,255.77,175.417,2.125,112,0.93,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,867,visible,257.74,176.213,2.125,112,0.93,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,868,visible,259.71,177.00900000000001,2.125,112,0.95,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,869,visible,261.68,177.805,2.125,112,0.92,0.28,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,870,visible,263.784,177.50900000000001,2.125,82,0.97,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,871,visible,265.20599999999996,175.93,2.125,42,0.95,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,872,visible,265.827,173.898,2.125,17,0.94,0.28,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,873,visible,266.448,171.86599999999999,2.125,17,0.9,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,874,visible,267.069,169.834,2.125,17,0.88,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,875,visible,267.69,167.80200000000002,2.125,17,0.81,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,876,visible,268.311,165.77,2.125,17,0.74,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,877,visible,268.932,163.738,2.125,17,0.77,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,878,visible,269.553,161.70600000000002,2.125,17,0.76,0.28,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,879,visible,270.17400000000004,159.674,2.125,17,0.6699999999999999,0.28,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,880,visible,270.248,157.55,2.125,2,0.63,0.28,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,881,visible,269.091,155.768,2.125,327,0.56,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,882,visible,267.121,154.972,2.125,292,0.4300000000000001,0.29,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,883,visible,265.151,154.17600000000002,2.125,292,0.4300000000000001,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,884,visible,263.181,153.38,2.125,292,0.34,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,885,visible,261.211,152.584,2.125,292,0.31999999999999995,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,886,visible,259.241,151.78799999999998,2.125,292,0.29000000000000004,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,887,visible,257.27099999999996,150.99200000000002,2.125,292,0.16000000000000006,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,888,visible,255.301,150.196,2.125,292,0.12,0.29,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,889,visible,253.197,150.49200000000002,2.125,262,0.11,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,890,visible,251.775,152.071,2.125,222,0.06000000000000005,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,891,visible,251.516,154.18,2.125,187,0.06999999999999995,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,892,visible,252.34599999999998,156.136,2.125,157,0.06999999999999995,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,893,visible,254.239,157.101,2.125,117,0.13,0.29,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,894,visible,256.361,156.99,2.125,87,0.18000000000000005,0.29,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,895,visible,258.483,156.879,2.125,87,0.11,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,896,visible,260.605,156.768,2.125,87,0.15000000000000002,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,897,visible,262.72700000000003,156.657,2.125,87,0.07999999999999996,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,898,visible,264.849,156.546,2.125,87,0.15000000000000002,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,899,visible,266.971,156.435,2.125,87,0.12,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,900,visible,269.093,156.32399999999998,2.125,87,0.040000000000000036,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,901,visible,271.215,156.213,2.125,87,0.09999999999999998,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,902,visible,273.337,156.102,2.125,87,0.12,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,903,visible,275.459,155.991,2.125,87,0.06999999999999995,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,904,visible,277.58099999999996,155.88,2.125,87,0.17000000000000004,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,905,visible,279.703,155.769,2.125,87,0.25,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,906,visible,281.825,155.658,2.125,87,0.31999999999999995,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,907,visible,283.947,155.547,2.125,87,0.35,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,908,visible,286.069,155.436,2.125,87,0.45,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,909,visible,288.191,155.325,2.125,87,0.51,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,910,visible,290.313,155.214,2.125,87,0.4300000000000001,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,911,visible,292.435,155.10299999999998,2.125,87,0.52,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,912,visible,294.557,154.99200000000002,2.125,87,0.5800000000000001,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,913,visible,296.67900000000003,154.881,2.125,87,0.62,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,914,visible,298.801,154.77,2.125,87,0.6,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,915,visible,300.923,154.659,2.125,87,0.53,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,916,visible,303.045,154.548,2.125,87,0.5700000000000001,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,917,visible,305.16700000000003,154.437,2.125,87,0.62,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,918,visible,307.289,154.326,2.125,87,0.6799999999999999,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,919,visible,309.411,154.215,2.125,87,0.63,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,920,visible,311.533,154.10399999999998,2.125,87,0.76,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,921,visible,313.655,153.993,2.125,87,0.72,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,922,visible,315.777,153.882,2.125,87,0.6699999999999999,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,923,visible,317.899,153.77100000000002,2.125,87,0.5700000000000001,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,924,visible,320.02099999999996,153.66,2.125,87,0.6,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,925,visible,322.143,153.549,2.125,87,0.6,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,926,visible,324.265,153.438,2.125,87,0.62,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,927,visible,326.387,153.327,2.125,87,0.52,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,928,visible,328.509,153.216,2.125,87,0.5800000000000001,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,929,visible,330.631,153.105,2.125,87,0.56,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,930,visible,332.75300000000004,152.994,2.125,87,0.61,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,931,visible,334.875,152.88299999999998,2.125,87,0.74,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,932,visible,336.99699999999996,152.77200000000002,2.125,87,0.72,0.29,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,933,visible,339.119,152.661,2.125,87,0.6699999999999999,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,934,visible,341.151,153.282,2.125,107,0.6799999999999999,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,935,visible,343.18300000000005,153.903,2.125,107,0.6799999999999999,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,936,visible,345.215,154.524,2.125,107,0.5900000000000001,0.29,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,937,visible,347.24699999999996,155.145,2.125,107,0.6,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,938,visible,349.279,155.766,2.125,107,0.65,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,939,visible,351.311,156.387,2.125,107,0.6599999999999999,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,940,visible,353.343,157.00799999999998,2.125,107,0.64,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,941,visible,355.375,157.629,2.125,107,0.74,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,942,visible,357.407,158.25,2.125,107,0.77,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,943,visible,359.439,158.871,2.125,107,0.71,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,944,visible,361.471,159.49200000000002,2.125,107,0.78,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,945,visible,363.50300000000004,160.113,2.125,107,0.6,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,946,visible,364.16,162.134,2.125,162,0.5,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,947,visible,364.81699999999995,164.155,2.125,162,0.52,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,948,visible,365.474,166.176,2.125,162,0.56,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,949,visible,366.131,168.197,2.125,162,0.5,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,950,visible,366.788,170.218,2.125,162,0.52,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,951,visible,366.167,172.25,2.125,197,0.53,0.3,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,952,visible,364.49199999999996,173.558,2.125,232,0.47,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,953,visible,362.81699999999995,174.86599999999999,2.125,232,0.37,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,954,visible,361.142,176.174,2.125,232,0.4,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,955,visible,359.467,177.482,2.125,232,0.36,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,956,visible,357.792,178.79,2.125,232,0.28,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,957,visible,356.11699999999996,180.09799999999998,2.125,232,0.34,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,958,visible,354.44199999999995,181.40599999999998,2.125,232,0.4,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,959,visible,352.767,182.71400000000003,2.125,232,0.45,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,960,visible,351.092,184.02200000000002,2.125,232,0.53,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,961,visible,349.417,185.33,2.125,232,0.46,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,962,visible,347.74199999999996,186.638,2.125,232,0.53,0.3,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,963,visible,342.12699999999995,191.025,7.125,232,0.5,0.3,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,964,visible,336.51199999999994,195.412,7.125,232,0.47,0.3,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,965,visible,330.897,199.799,7.125,232,0.54,0.3,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,966,visible,329.222,201.107,2.125,232,0.53,0.3,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,967,visible,327.20099999999996,201.764,2.125,252,0.6,0.3,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,968,visible,325.122,201.322,2.125,282,0.6699999999999999,0.3,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,969,visible,323.043,200.88,2.125,282,0.6799999999999999,0.3,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,970,visible,316.074,199.399,7.125,282,0.69,0.3,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,971,visible,309.105,197.918,7.125,282,0.7,0.3,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,972,visible,302.13599999999997,196.437,7.125,282,0.74,0.3,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,973,visible,295.16700000000003,194.956,7.125,282,0.85,0.3,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,974,visible,288.198,193.475,7.125,282,0.86,0.3,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,975,visible,286.119,193.033,2.125,282,0.9,0.3,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,976,visible,284.04,192.59099999999998,2.125,282,0.94,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,977,visible,281.961,192.149,2.125,282,0.97,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,978,visible,279.882,191.707,2.125,282,1.0,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,979,visible,277.803,191.265,2.125,282,1.0,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,980,visible,275.724,190.82299999999998,2.125,282,1.0,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,981,visible,273.645,190.38099999999997,2.125,282,1.0,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,982,visible,271.566,189.93900000000002,2.125,282,1.0,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,983,visible,269.487,189.497,2.125,282,0.99,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,984,visible,267.408,189.055,2.125,282,0.88,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,985,visible,265.329,188.613,2.125,282,0.78,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,986,visible,263.25,188.171,2.125,282,0.8200000000000001,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,987,visible,261.171,187.729,2.125,282,0.77,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,988,visible,259.092,187.287,2.125,282,0.79,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,989,visible,257.013,186.845,2.125,282,0.77,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
0134-b92faa73-525e-44f4-8649-86f31860977d,990,visible,254.93400000000003,186.403,2.125,282,0.77,0.31,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
