pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,facing-3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,copying-3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,355,visible,265.519,63.348,2.125,23,0.52,0.13,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,356,visible,266.349,61.391999999999996,2.125,23,0.4,0.13,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,357,visible,267.506,59.61,2.125,33,0.31000000000000005,0.13,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,358,visible,269.476,58.81399999999999,2.125,68,0.30000000000000004,0.13,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,359,visible,271.497,59.471000000000004,2.125,108,0.23,0.13,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,360,visible,272.776,61.168,2.125,143,0.18000000000000005,0.13,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,361,visible,272.665,63.29,2.125,183,0.22,0.13,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,362,visible,267.806,68.501,7.125,223,0.24,0.13,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,363,visible,262.947,73.712,7.125,223,0.4300000000000001,0.13,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,364,visible,258.08799999999997,78.923,7.125,223,0.6599999999999999,0.13,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,365,visible,253.229,84.134,7.125,223,0.73,0.13,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,366,visible,248.37,89.345,7.125,223,0.89,0.14,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,367,visible,243.511,94.556,7.125,223,1.0,0.14,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,368,visible,238.65200000000002,99.76700000000001,7.125,223,1.0,0.14,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,369,visible,233.793,104.978,7.125,223,0.99,0.14,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,370,visible,228.93400000000003,110.189,7.125,223,1.0,0.14,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,371,visible,227.485,111.743,2.125,223,1.0,0.14,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,372,visible,226.03599999999997,113.29700000000001,2.125,223,1.0,0.14,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,373,visible,223.957,113.73899999999999,2.125,258,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,374,visible,222.00099999999998,112.90899999999999,2.125,293,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,375,visible,221.03599999999997,111.016,2.125,333,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,376,visible,221.332,108.912,2.125,8,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,377,visible,222.78099999999998,107.35799999999999,2.125,43,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,378,visible,224.86,106.916,2.125,78,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,379,visible,226.81599999999997,107.74600000000001,2.125,113,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,380,visible,227.78099999999998,109.639,2.125,153,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,381,visible,227.485,111.743,2.125,188,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,382,visible,225.90599999999998,113.165,2.125,228,0.92,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,383,visible,223.797,113.42399999999999,2.125,263,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,384,visible,222.015,112.26700000000001,2.125,303,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,385,visible,221.21900000000002,110.29700000000001,2.125,338,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,386,visible,221.87599999999998,108.27600000000001,2.125,18,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,387,visible,223.57299999999998,106.99700000000001,2.125,53,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,388,visible,225.695,107.10799999999999,2.125,93,1.0,0.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,389,visible,227.24900000000002,108.557,2.125,133,1.0,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,390,visible,227.87,110.589,2.125,163,1.0,0.15,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,391,visible,228.49099999999999,112.62100000000001,2.125,163,1.0,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,392,visible,229.112,114.65299999999999,2.125,163,1.0,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,393,visible,229.733,116.685,2.125,163,1.0,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,394,visible,230.354,118.71700000000001,2.125,163,0.97,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,395,visible,230.975,120.749,2.125,163,0.93,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,396,visible,231.59599999999998,122.781,2.125,163,0.89,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,397,visible,232.217,124.81299999999999,2.125,163,0.77,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,398,visible,232.838,126.845,2.125,163,0.79,0.15,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,399,visible,233.803,128.738,2.125,153,0.65,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,400,visible,235.679,129.736,2.125,118,0.7,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,401,visible,237.75799999999998,129.29399999999998,2.125,78,0.62,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,402,visible,239.207,127.74,2.125,43,0.64,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,403,visible,239.31799999999998,125.618,2.125,3,0.7,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,404,visible,238.192,123.816,2.125,328,0.64,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,405,visible,236.171,123.15899999999999,2.125,288,0.6799999999999999,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,406,visible,234.139,123.78,2.125,253,0.74,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,407,visible,232.107,124.40100000000001,2.125,253,0.7,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,408,visible,229.983,124.475,2.125,268,0.73,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,409,visible,228.308,123.167,2.125,308,0.64,0.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,410,visible,228.049,121.05799999999999,2.125,353,0.76,0.15,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,411,visible,227.79,118.949,2.125,353,0.73,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,412,visible,227.53099999999998,116.84,2.125,353,0.74,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,413,visible,227.27200000000002,114.73100000000001,2.125,353,0.86,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,414,visible,225.85,113.152,2.125,318,0.87,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,415,visible,224.428,111.573,2.125,318,0.94,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,416,visible,223.00599999999997,109.994,2.125,318,0.97,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,417,visible,221.584,108.415,2.125,318,1.0,0.15,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,418,visible,220.162,106.836,2.125,318,0.92,0.16,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,419,visible,218.74,105.257,2.125,318,0.95,0.16,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,420,visible,216.864,104.259,2.125,298,1.0,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,421,visible,214.785,104.70100000000001,2.125,258,0.97,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,422,visible,213.33599999999998,106.255,2.125,223,0.93,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,423,visible,213.225,108.37700000000001,2.125,183,0.99,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,424,visible,214.50400000000002,110.074,2.125,143,1.0,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,425,visible,216.525,110.73100000000001,2.125,108,0.96,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,426,visible,218.495,109.935,2.125,68,0.93,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,427,visible,219.65200000000002,108.15299999999999,2.125,33,0.86,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,428,visible,219.393,106.044,2.125,353,0.8,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,429,visible,217.97099999999998,104.465,2.125,318,0.7,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,430,visible,215.86700000000002,104.169,2.125,278,0.75,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,431,visible,213.97400000000002,105.134,2.125,243,0.81,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,432,visible,213.144,107.09,2.125,203,0.6699999999999999,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,433,visible,213.58599999999998,109.169,2.125,168,0.54,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,434,visible,215.261,110.477,2.125,128,0.62,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,435,visible,217.38299999999998,110.588,2.125,93,0.61,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,436,visible,219.505,110.699,2.125,93,0.63,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,437,visible,221.18,112.007,2.125,128,0.6,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,438,visible,221.622,114.086,2.125,168,0.63,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,439,visible,220.62400000000002,115.962,2.125,208,0.51,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,440,visible,218.731,116.927,2.125,243,0.42,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,441,visible,216.66,116.449,2.125,283,0.46,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,442,visible,215.238,114.87,2.125,318,0.46,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,443,visible,215.16400000000002,112.74600000000001,2.125,358,0.4300000000000001,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,444,visible,216.321,110.964,2.125,33,0.49,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,445,visible,218.35299999999998,110.34299999999999,2.125,73,0.45,0.16,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,446,visible,220.457,110.639,2.125,98,0.45,0.16,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,447,visible,222.56099999999998,110.935,2.125,98,0.35,0.16,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,448,visible,224.665,111.23100000000001,2.125,98,0.29000000000000004,0.16,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,449,visible,231.72099999999998,112.223,7.125,98,0.26,0.16,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,450,visible,238.77700000000002,113.215,7.125,98,0.17000000000000004,0.16,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,451,visible,245.833,114.20700000000001,7.125,98,0.2,0.16,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,452,visible,252.889,115.199,7.125,98,0.27,0.16,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,453,visible,254.993,115.495,2.125,98,0.38,0.16,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,454,visible,257.072,115.053,2.125,78,0.33,0.16,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,455,visible,258.52099999999996,113.499,2.125,43,0.39,0.16,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,456,visible,258.632,111.37700000000001,2.125,3,0.42,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,457,visible,257.506,109.575,2.125,328,0.46,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,458,visible,255.485,108.91799999999999,2.125,288,0.46,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,459,visible,253.453,109.539,2.125,253,0.45,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,460,visible,248.158,114.307,7.125,228,0.28,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,461,visible,242.863,119.075,7.125,228,0.36,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,462,visible,237.56799999999998,123.84299999999999,7.125,228,0.37,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,463,visible,232.273,128.611,7.125,228,0.21,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,464,visible,226.97799999999998,133.379,7.125,228,0.16000000000000006,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,465,visible,221.683,138.14700000000002,7.125,228,0.17000000000000004,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,466,visible,216.388,142.915,7.125,228,0.0,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,467,visible,211.093,147.683,7.125,228,0.0,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,468,visible,209.514,149.105,2.125,228,0.0,0.17,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,469,visible,207.935,150.52700000000002,2.125,228,0.0,0.17,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,470,visible,205.965,151.32299999999998,2.125,248,0.0,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,471,visible,203.894,150.845,2.125,283,0.0,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,472,visible,202.615,149.148,2.125,323,0.0,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,473,visible,202.541,147.024,2.125,358,0.0,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,474,visible,204.12,145.602,2.125,48,0.010000000000000007,0.17,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,475,visible,209.415,140.834,7.125,48,0.0,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,476,visible,214.71,136.066,7.125,48,0.0,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,477,visible,220.005,131.298,7.125,48,0.0,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,478,visible,225.3,126.53,7.125,48,0.020000000000000014,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,479,visible,230.595,121.762,7.125,48,0.06000000000000005,0.17,False,False,False,True,False,True,True,False,False,,False,True,True,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,480,visible,232.044,120.208,2.125,43,0.18000000000000005,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,481,visible,232.155,118.086,2.125,3,0.21,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,482,visible,231.02900000000002,116.28399999999999,2.125,328,0.31999999999999995,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,483,visible,224.253,114.08200000000001,7.125,288,0.4,0.17,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,484,visible,217.132,114.331,7.125,268,0.38,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,485,visible,210.011,114.58,7.125,268,0.31000000000000005,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,486,visible,202.89,114.829,7.125,268,0.41,0.17,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,487,visible,200.766,114.90299999999999,2.125,268,0.48,0.17,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,488,visible,198.642,114.977,2.125,268,0.5900000000000001,0.17,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,489,visible,196.52,114.866,2.125,273,0.56,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,490,visible,194.845,113.55799999999999,2.125,308,0.46,0.17,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,491,visible,194.22400000000002,111.52600000000001,2.125,343,0.54,0.17,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,492,visible,193.60299999999998,109.494,2.125,343,0.54,0.17,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,493,visible,192.982,107.462,2.125,343,0.48,0.17,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,494,visible,190.899,100.648,7.125,343,0.5900000000000001,0.17,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,495,visible,188.81599999999997,93.834,7.125,343,0.64,0.17,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,496,visible,186.733,87.02,7.125,343,0.8200000000000001,0.17,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,497,visible,186.112,84.988,2.125,343,1.0,0.17,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,498,visible,185.49099999999999,82.956,2.125,343,0.97,0.17,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
3473-16acbc37-1c45-48d5-95c7-23bab6cbede7,499,visible,184.87,80.92399999999999,2.125,343,0.99,0.17,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
