pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,facing-1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,copying-1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,11,visible,360.566,230.649,2.125,41,0.55,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,12,visible,361.96,229.045,2.125,41,0.55,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,13,visible,363.35400000000004,227.44099999999997,2.125,41,0.55,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,14,visible,364.74800000000005,225.83700000000002,2.125,41,0.55,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,15,visible,366.142,224.233,2.125,41,0.55,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,16,visible,367.536,222.62900000000002,2.125,41,0.55,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,17,visible,368.93,221.025,2.125,41,0.53,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,18,visible,370.324,219.421,2.125,41,0.52,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,19,visible,371.718,217.817,2.125,41,0.52,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,20,visible,372.65,215.907,2.125,26,0.51,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,21,visible,372.31800000000004,213.808,2.125,351,0.5,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,22,visible,371.986,211.709,2.125,351,0.5,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,23,visible,371.654,209.61,2.125,351,0.5,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,24,visible,371.32199999999995,207.511,2.125,351,0.52,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,25,visible,370.99,205.412,2.125,351,0.53,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,26,visible,370.658,203.313,2.125,351,0.54,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,27,visible,370.32599999999996,201.21400000000003,2.125,351,0.56,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,28,visible,369.994,199.115,2.125,351,0.5800000000000001,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,29,visible,368.806,197.35299999999998,2.125,326,0.5800000000000001,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,30,visible,366.89599999999996,196.421,2.125,296,0.6,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,31,visible,364.986,195.489,2.125,296,0.62,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,32,visible,363.07599999999996,194.55700000000002,2.125,296,0.64,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,33,visible,361.166,193.625,2.125,296,0.65,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,34,visible,359.256,192.69299999999998,2.125,296,0.6599999999999999,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,35,visible,357.346,191.761,2.125,296,0.6699999999999999,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,36,visible,355.436,190.829,2.125,296,0.6799999999999999,0.01,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,37,visible,353.526,189.89700000000002,2.125,296,0.69,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,38,visible,351.616,188.965,2.125,296,0.71,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,39,visible,349.70599999999996,188.033,2.125,296,0.72,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,40,visible,347.796,187.101,2.125,296,0.72,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,41,visible,345.88599999999997,186.169,2.125,296,0.71,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,42,visible,343.976,185.237,2.125,296,0.73,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,43,visible,342.066,184.305,2.125,296,0.72,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,44,visible,340.156,183.373,2.125,296,0.73,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,45,visible,338.246,182.44099999999997,2.125,296,0.74,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,46,visible,336.20300000000003,181.855,2.125,286,0.74,0.02,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,47,visible,334.083,182.003,2.125,266,0.74,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,48,visible,331.963,182.15099999999998,2.125,266,0.76,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,49,visible,329.843,182.299,2.125,266,0.77,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,50,visible,327.723,182.447,2.125,266,0.76,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,51,visible,325.603,182.595,2.125,266,0.79,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,52,visible,323.483,182.743,2.125,266,0.79,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,53,visible,321.363,182.891,2.125,266,0.79,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,54,visible,319.243,183.03900000000002,2.125,266,0.8,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,55,visible,317.123,183.187,2.125,266,0.81,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,56,visible,315.003,183.335,2.125,266,0.8200000000000001,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,57,visible,312.883,183.483,2.125,266,0.83,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,58,visible,310.763,183.63099999999997,2.125,266,0.85,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,59,visible,308.643,183.77900000000002,2.125,266,0.85,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,60,visible,306.52299999999997,183.92700000000002,2.125,266,0.84,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,61,visible,304.91900000000004,182.533,2.125,311,0.86,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,62,visible,303.315,181.139,2.125,311,0.87,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,63,visible,301.711,179.745,2.125,311,0.89,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,64,visible,300.107,178.351,2.125,311,0.86,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,65,visible,298.503,176.957,2.125,311,0.88,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,66,visible,296.899,175.563,2.125,311,0.9,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,67,visible,296.567,173.46400000000003,2.125,351,0.9,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,68,visible,296.235,171.365,2.125,351,0.9,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,69,visible,295.903,169.266,2.125,351,0.9,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,70,visible,295.57099999999997,167.167,2.125,351,0.88,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,71,visible,295.23900000000003,165.06799999999998,2.125,351,0.87,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,72,visible,294.907,162.969,2.125,351,0.87,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,73,visible,294.575,160.87,2.125,351,0.89,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,74,visible,294.427,158.75,2.125,356,0.88,0.03,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,75,visible,295.676,157.031,2.125,36,0.87,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,76,visible,296.925,155.312,2.125,36,0.85,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,77,visible,298.17400000000004,153.593,2.125,36,0.83,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,78,visible,299.423,151.874,2.125,36,0.8,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,79,visible,300.672,150.155,2.125,36,0.8,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,80,visible,301.921,148.436,2.125,36,0.79,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,81,visible,303.17,146.717,2.125,36,0.78,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,82,visible,304.41900000000004,144.998,2.125,36,0.75,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,83,visible,306.518,144.666,2.125,81,0.77,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,84,visible,308.617,144.334,2.125,81,0.73,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,85,visible,310.716,144.002,2.125,81,0.72,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,86,visible,312.815,143.67,2.125,81,0.6699999999999999,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,87,visible,314.914,143.338,2.125,81,0.6599999999999999,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,88,visible,317.013,143.006,2.125,81,0.63,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,89,visible,319.112,142.674,2.125,81,0.61,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,90,visible,321.211,142.342,2.125,81,0.61,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,91,visible,323.31,142.01,2.125,81,0.6,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,92,visible,325.409,141.678,2.125,81,0.5800000000000001,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,93,visible,327.508,141.346,2.125,81,0.56,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,94,visible,329.60699999999997,141.014,2.125,81,0.55,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,95,visible,331.70599999999996,140.68200000000002,2.125,81,0.54,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,96,visible,333.805,140.35,2.125,81,0.54,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,97,visible,335.904,140.018,2.125,81,0.54,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,98,visible,338.00300000000004,139.686,2.125,81,0.54,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,99,visible,340.102,139.35399999999998,2.125,81,0.52,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,100,visible,341.19599999999997,137.533,2.125,31,0.51,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,101,visible,342.29,135.71200000000002,2.125,31,0.5,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,102,visible,343.384,133.891,2.125,31,0.48,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,103,visible,344.478,132.07,2.125,31,0.48,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,104,visible,345.57199999999995,130.249,2.125,31,0.48,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,105,visible,346.666,128.428,2.125,31,0.47,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,106,visible,347.598,126.51799999999999,2.125,26,0.47,0.04,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,107,visible,347.084,124.456,2.125,346,0.46,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,108,visible,346.57,122.39399999999999,2.125,346,0.4300000000000001,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,109,visible,346.056,120.33200000000001,2.125,346,0.4300000000000001,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,110,visible,345.542,118.27,2.125,346,0.41,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,111,visible,345.028,116.208,2.125,346,0.4,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,112,visible,344.514,114.146,2.125,346,0.39,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,113,visible,344.0,112.084,2.125,346,0.38,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,114,visible,342.281,110.835,2.125,306,0.37,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,115,visible,340.56199999999995,109.586,2.125,306,0.36,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,116,visible,338.843,108.337,2.125,306,0.35,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,117,visible,337.124,107.088,2.125,306,0.34,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,118,visible,335.405,105.839,2.125,306,0.35,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,119,visible,333.686,104.59,2.125,306,0.35,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,120,visible,331.967,103.34100000000001,2.125,306,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,121,visible,330.24800000000005,102.09200000000001,2.125,306,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,122,visible,328.529,100.84299999999999,2.125,306,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,123,visible,326.81,99.594,2.125,306,0.31000000000000005,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,124,visible,325.091,98.345,2.125,306,0.31000000000000005,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,125,visible,323.372,97.096,2.125,306,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,126,visible,321.653,95.84700000000001,2.125,306,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,127,visible,319.934,94.598,2.125,306,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,128,visible,318.215,93.34899999999999,2.125,306,0.31000000000000005,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,129,visible,318.067,91.229,2.125,356,0.30000000000000004,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,130,visible,317.91900000000004,89.109,2.125,356,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,131,visible,317.77099999999996,86.98899999999999,2.125,356,0.31999999999999995,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,132,visible,317.623,84.869,2.125,356,0.29000000000000004,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,133,visible,319.274,83.53200000000001,2.125,51,0.28,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,134,visible,320.925,82.195,2.125,51,0.28,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,135,visible,322.57599999999996,80.858,2.125,51,0.27,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,136,visible,324.22700000000003,79.521,2.125,51,0.26,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,137,visible,325.878,78.184,2.125,51,0.25,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,138,visible,327.529,76.847,2.125,51,0.25,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,139,visible,329.18,75.51,2.125,51,0.27,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,140,visible,330.83099999999996,74.173,2.125,51,0.27,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
1882-daea5a0e-0f06-4e07-b23f-8b33a39e4af9,141,visible,332.48199999999997,72.836,2.125,51,0.26,0.04,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
