pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,facing-1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,copying-1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,18,visible,2.5,50.648,7.125,255,0.0,0.01,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,19,visible,2.5,52.492,7.125,255,0.0,0.01,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,20,visible,2.5,51.871,7.125,275,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,21,visible,2.5,46.833,7.125,315,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,22,visible,2.5,39.735,7.125,355,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,23,visible,6.587000000000001,33.899,7.125,35,0.14,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,24,visible,13.469000000000001,32.055,7.125,75,0.18999999999999995,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,25,visible,19.926,35.066,7.125,115,0.18000000000000005,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,26,visible,24.013,40.902,7.125,145,0.22,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,27,visible,26.45,47.597,7.125,160,0.22,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,28,visible,25.829,54.695,7.125,185,0.2,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,29,visible,21.249000000000002,60.153,7.125,220,0.18999999999999995,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,30,visible,14.232000000000001,61.39,7.125,260,0.15000000000000002,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,31,visible,10.145,55.553999999999995,7.125,325,0.08999999999999997,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,32,visible,6.058,49.718,7.125,325,0.08999999999999997,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,33,visible,4.821000000000001,42.701,7.125,350,0.09999999999999998,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,34,visible,8.384,36.531,7.125,30,0.13,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,35,visible,15.079,34.094,7.125,70,0.13,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,36,visible,21.774,36.531,7.125,110,0.14,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,37,visible,25.337,42.701,7.125,150,0.16000000000000006,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,38,visible,24.1,49.718,7.125,190,0.16000000000000006,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,39,visible,17.405,52.155,7.125,250,0.13,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,40,visible,10.71,54.592,7.125,250,0.05000000000000005,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,41,visible,3.8280000000000003,56.43600000000001,7.125,255,0.030000000000000027,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,42,visible,2.5,53.425,7.125,295,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,43,visible,2.5,46.968,7.125,335,0.0,0.01,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,44,visible,4.343999999999999,40.086,7.125,15,0.0,0.01,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,45,visible,10.18,35.999,7.125,55,0.0,0.01,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,46,visible,12.297,36.184,2.125,95,0.040000000000000036,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,47,visible,13.8,37.687,2.125,135,0.030000000000000027,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,48,visible,14.169,39.78,2.125,170,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,49,visible,10.607000000000001,45.95,7.125,210,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,50,visible,4.15,48.961000000000006,7.125,245,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,51,visible,2.5,43.125,7.125,325,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,52,visible,3.1210000000000004,36.027,7.125,5,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,53,visible,8.158999999999999,30.989,7.125,45,0.020000000000000014,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,54,visible,9.662,29.486,2.125,45,0.010000000000000007,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,55,visible,11.502,30.549,2.125,120,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,56,visible,12.229000000000001,32.546,2.125,160,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,57,visible,11.502,34.543,2.125,200,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,58,visible,9.662,35.605,2.125,240,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,59,visible,7.569,35.236,2.125,280,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,60,visible,6.202999999999999,33.608000000000004,2.125,320,0.0,0.01,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,61,visible,4.837,31.98,2.125,320,0.0,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,62,visible,6.202999999999999,30.351999999999997,2.125,40,0.0,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,63,visible,8.296,29.983,2.125,80,0.0,0.01,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,64,visible,14.991,32.42,7.125,110,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,65,visible,18.553,38.59,7.125,150,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,66,visible,17.316,45.607,7.125,190,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,67,visible,11.857999999999999,50.187,7.125,230,0.0,0.01,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,68,visible,5.401,53.198,7.125,245,0.0,0.01,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,69,visible,2.5,59.655,7.125,205,0.0,0.01,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,70,visible,3.05,61.708,2.125,165,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,71,visible,4.791,62.927,2.125,125,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,72,visible,6.916,62.927,2.125,90,0.010000000000000007,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,73,visible,8.544,61.56100000000001,2.125,50,0.020000000000000014,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,74,visible,8.913,59.468,2.125,10,0.040000000000000036,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,75,visible,8.015,57.542,2.125,335,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,76,visible,6.0889999999999995,56.644,2.125,295,0.040000000000000036,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,77,visible,3.972,56.82899999999999,2.125,265,0.0,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,78,visible,2.5,57.013999999999996,2.125,265,0.0,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,79,visible,2.5,57.199,2.125,265,0.0,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,80,visible,2.5,57.38399999999999,2.125,265,0.0,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,81,visible,2.5,57.568999999999996,2.125,265,0.0,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,82,visible,2.5,57.754,2.125,265,0.0,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,83,visible,2.5,57.754,2.125,270,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,84,visible,2.5,56.388000000000005,2.125,310,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,85,visible,2.5,54.295,2.125,350,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,86,visible,3.563,52.455,2.125,30,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,87,visible,5.56,51.728,2.125,70,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,88,visible,7.557,52.455,2.125,110,0.0,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,89,visible,8.776,54.196000000000005,2.125,145,0.0,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,90,visible,9.995,55.937,2.125,145,0.010000000000000007,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,91,visible,11.214,57.678000000000004,2.125,145,0.020000000000000014,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,92,visible,12.433,59.419,2.125,145,0.020000000000000014,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,93,visible,13.652000000000001,61.16,2.125,145,0.020000000000000014,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,94,visible,14.870999999999999,62.901,2.125,145,0.06999999999999995,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,95,visible,16.09,64.642,2.125,145,0.11,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,96,visible,17.309,66.383,2.125,145,0.12,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,97,visible,18.528,68.124,2.125,145,0.09999999999999998,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,98,visible,19.747,69.865,2.125,145,0.13,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,99,visible,20.965999999999998,71.60600000000001,2.125,145,0.14,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,100,visible,22.185,73.347,2.125,145,0.12,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,101,visible,23.404,75.08800000000001,2.125,145,0.14,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,102,visible,24.623,76.829,2.125,145,0.17000000000000004,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,103,visible,25.842,78.57,2.125,145,0.18000000000000005,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,104,visible,27.061,80.311,2.125,145,0.22,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,105,visible,28.28,82.052,2.125,145,0.22,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,106,visible,29.499000000000002,83.79299999999999,2.125,145,0.23,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,107,visible,30.718000000000004,85.53399999999999,2.125,145,0.26,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,108,visible,31.936999999999998,87.275,2.125,145,0.27,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,109,visible,33.156,89.016,2.125,145,0.26,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,110,visible,34.375,90.757,2.125,145,0.24,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,111,visible,35.594,92.49799999999999,2.125,145,0.24,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,112,visible,35.409,94.615,2.125,185,0.25,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,113,visible,33.412,95.34200000000001,2.125,250,0.22,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,114,visible,31.415,96.069,2.125,250,0.18999999999999995,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,115,visible,29.418000000000003,96.796,2.125,250,0.15000000000000002,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,116,visible,27.421,97.523,2.125,250,0.14,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,117,visible,25.424,98.25,2.125,250,0.18999999999999995,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,118,visible,23.427,98.977,2.125,250,0.18999999999999995,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,119,visible,21.334,98.60799999999999,2.125,280,0.17000000000000004,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,120,visible,19.281,98.05799999999999,2.125,285,0.17000000000000004,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,121,visible,18.062,96.31700000000001,2.125,325,0.18000000000000005,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,122,visible,18.247,94.2,2.125,5,0.17000000000000004,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,123,visible,19.75,92.697,2.125,45,0.17000000000000004,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,124,visible,21.866999999999997,92.512,2.125,85,0.21,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,125,visible,23.793000000000003,93.41,2.125,115,0.18000000000000005,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,126,visible,24.691,95.336,2.125,155,0.15000000000000002,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,127,visible,24.322,97.429,2.125,190,0.14,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,128,visible,22.229,97.79799999999999,2.125,260,0.14,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,129,visible,20.136,98.167,2.125,260,0.13,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,130,visible,18.083,97.617,2.125,285,0.11,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,131,visible,18.268,95.5,2.125,5,0.06999999999999995,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,132,visible,19.771,93.99700000000001,2.125,45,0.06999999999999995,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,133,visible,21.888,93.81200000000001,2.125,85,0.06999999999999995,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,134,visible,23.814,94.71,2.125,115,0.07999999999999996,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,135,visible,25.74,95.60799999999999,2.125,115,0.11,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,136,visible,27.666,96.506,2.125,115,0.08999999999999997,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,137,visible,29.592,97.404,2.125,115,0.13,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,138,visible,31.518,98.302,2.125,115,0.14,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,139,visible,33.444,99.2,2.125,115,0.15000000000000002,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,140,visible,35.37,100.098,2.125,115,0.15000000000000002,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,141,visible,37.296,100.99600000000001,2.125,115,0.18000000000000005,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
1536-09334381-c8dd-4c7d-82ce-d40a59e2514e,142,visible,39.222,101.89399999999999,2.125,115,0.17000000000000004,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
