pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-2953-6e410c79-2094-4548-a009-faf82961733d,facing-2953-6e410c79-2094-4548-a009-faf82961733d,copying-2953-6e410c79-2094-4548-a009-faf82961733d,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
2953-6e410c79-2094-4548-a009-faf82961733d,241,visible,386.254,183.18200000000002,7.125,38,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,242,visible,390.64099999999996,177.567,7.125,38,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,243,visible,395.028,171.952,7.125,38,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,244,visible,399.415,166.33700000000002,7.125,38,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,245,visible,403.80199999999996,160.722,7.125,38,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,246,visible,400.026,154.68,7.125,328,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,247,visible,393.467,151.89600000000002,7.125,293,0.020000000000000014,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,248,visible,386.908,149.112,7.125,293,0.06000000000000005,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,249,visible,380.349,146.328,7.125,293,0.06999999999999995,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,250,visible,373.79,143.54399999999998,7.125,293,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,251,visible,367.231,140.76,7.125,293,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,252,visible,360.67199999999997,137.976,7.125,293,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,253,visible,353.551,138.225,7.125,268,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,254,visible,346.945,140.894,7.125,248,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,255,visible,340.339,143.563,7.125,248,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,256,visible,333.733,146.232,7.125,248,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,257,visible,326.618,145.859,7.125,273,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,258,visible,321.003,141.472,7.125,308,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,259,visible,319.522,134.503,7.125,348,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,260,visible,321.125,127.561,7.125,13,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,261,visible,325.006,121.585,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,262,visible,328.88699999999994,115.609,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,263,visible,332.76800000000003,109.633,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,264,visible,336.649,103.65700000000001,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,265,visible,340.53,97.681,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,266,visible,344.411,91.705,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,267,visible,348.292,85.729,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,268,visible,352.173,79.753,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,269,visible,356.05400000000003,73.777,7.125,33,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,270,visible,360.441,68.16199999999999,7.125,38,0.08999999999999997,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,271,visible,367.41,66.681,7.125,78,0.06999999999999995,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,272,visible,373.969,69.465,7.125,113,0.040000000000000036,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,273,visible,380.528,72.249,7.125,113,0.06999999999999995,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,274,visible,387.087,75.033,7.125,113,0.08999999999999997,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,275,visible,393.64599999999996,77.817,7.125,113,0.030000000000000027,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,276,visible,400.205,80.601,7.125,113,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,277,visible,406.764,83.385,7.125,113,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,278,visible,413.32300000000004,86.169,7.125,113,0.08999999999999997,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,279,visible,419.88199999999995,88.95299999999999,7.125,113,0.11,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,280,visible,426.441,91.73700000000001,7.125,113,0.14,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,281,visible,432.73199999999997,95.08200000000001,7.125,118,0.06999999999999995,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,282,visible,435.967,101.43,7.125,153,0.07999999999999996,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,283,visible,434.36400000000003,108.37200000000001,7.125,193,0.06999999999999995,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,284,visible,429.069,113.14,7.125,228,0.06000000000000005,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,285,visible,422.1,114.62100000000001,7.125,258,0.040000000000000036,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,286,visible,415.131,116.102,7.125,258,0.030000000000000027,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,287,visible,408.162,117.583,7.125,258,0.030000000000000027,0.06,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,288,visible,402.472,121.87100000000001,7.125,233,0.0,0.06,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,289,visible,401.994,123.94200000000001,2.125,193,0.0,0.06,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,290,visible,402.79,125.912,2.125,158,0.0,0.06,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,291,visible,404.666,126.91,2.125,118,0.0,0.06,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,292,visible,406.542,127.90799999999999,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,293,visible,408.418,128.906,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,294,visible,410.29400000000004,129.904,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,295,visible,412.17,130.90200000000002,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,296,visible,414.046,131.9,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,297,visible,415.92199999999997,132.898,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,298,visible,417.798,133.89600000000002,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,299,visible,419.67400000000004,134.894,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,300,visible,421.55,135.892,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,301,visible,423.426,136.89,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,302,visible,425.30199999999996,137.888,2.125,118,0.0,0.06,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,303,visible,426.724,139.467,2.125,138,0.0,0.06,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,304,visible,427.592,146.539,7.125,173,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,305,visible,424.80800000000005,153.09799999999998,7.125,203,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,306,visible,422.024,159.657,7.125,203,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,307,visible,419.24,166.21599999999998,7.125,203,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,308,visible,416.45599999999996,172.775,7.125,203,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,309,visible,413.67199999999997,179.334,7.125,203,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,310,visible,410.88800000000003,185.893,7.125,203,0.040000000000000036,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,311,visible,411.756,192.965,7.125,173,0.07999999999999996,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,312,visible,416.524,198.26,7.125,138,0.040000000000000036,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,313,visible,423.083,201.044,7.125,113,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,314,visible,430.19800000000004,201.417,7.125,93,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,315,visible,436.80400000000003,198.748,7.125,68,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,316,visible,442.494,194.46,7.125,53,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,317,visible,448.184,190.172,7.125,53,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,318,visible,453.874,185.88400000000001,7.125,53,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,319,visible,459.564,181.59599999999998,7.125,53,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,320,visible,462.348,175.037,7.125,23,0.010000000000000007,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,321,visible,460.265,168.22299999999998,7.125,343,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,322,visible,455.49699999999996,162.928,7.125,318,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,323,visible,450.72900000000004,157.63299999999998,7.125,318,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,324,visible,445.961,152.338,7.125,318,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,325,visible,442.726,145.99,7.125,333,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,326,visible,444.92800000000005,139.214,7.125,18,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,327,visible,447.13,132.438,7.125,18,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,328,visible,449.332,125.662,7.125,18,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,329,visible,451.534,118.88600000000001,7.125,18,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,330,visible,451.285,111.765,7.125,358,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,331,visible,446.99699999999996,106.075,7.125,323,0.0,0.06,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,332,visible,441.02099999999996,102.194,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,333,visible,435.045,98.31299999999999,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,334,visible,429.069,94.432,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,335,visible,423.093,90.551,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,336,visible,417.11699999999996,86.67,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,337,visible,411.14099999999996,82.789,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,338,visible,405.165,78.908,7.125,303,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,339,visible,398.351,80.991,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,340,visible,391.537,83.074,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,341,visible,384.723,85.15700000000001,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,342,visible,377.909,87.24,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,343,visible,371.095,89.323,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,344,visible,364.281,91.406,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,345,visible,357.467,93.48899999999999,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,346,visible,350.653,95.572,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,347,visible,343.839,97.655,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,348,visible,337.025,99.738,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,349,visible,330.211,101.821,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,350,visible,323.397,103.904,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,351,visible,316.58299999999997,105.98700000000001,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,352,visible,309.769,108.07,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,353,visible,302.955,110.15299999999999,7.125,253,0.0,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,354,visible,296.14099999999996,112.236,7.125,253,0.06000000000000005,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,355,visible,289.327,114.319,7.125,253,0.15000000000000002,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,356,visible,282.513,116.402,7.125,253,0.2,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,357,visible,275.699,118.485,7.125,253,0.23,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,358,visible,268.885,120.568,7.125,253,0.16000000000000006,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,359,visible,262.07099999999997,122.65100000000001,7.125,253,0.17000000000000004,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,360,visible,255.257,124.734,7.125,253,0.08999999999999997,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,361,visible,248.44299999999998,126.81700000000001,7.125,253,0.06999999999999995,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,362,visible,241.62900000000002,128.9,7.125,253,0.18000000000000005,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,363,visible,234.815,130.983,7.125,253,0.21,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,364,visible,228.00099999999998,133.066,7.125,253,0.36,0.06,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,365,visible,221.187,135.149,7.125,253,0.49,0.07,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,366,visible,214.373,137.232,7.125,253,0.52,0.07,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,367,visible,207.55900000000003,139.315,7.125,253,0.54,0.07,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,368,visible,200.745,141.398,7.125,253,0.53,0.07,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,369,visible,198.713,142.019,2.125,253,0.61,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,370,visible,196.68099999999998,142.64,2.125,253,0.62,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,371,visible,194.649,143.261,2.125,253,0.6699999999999999,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,372,visible,192.61700000000002,143.882,2.125,253,0.69,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,373,visible,190.585,144.503,2.125,253,0.6799999999999999,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,374,visible,188.803,143.346,2.125,303,0.6699999999999999,0.07,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,375,visible,188.18200000000002,141.314,2.125,343,0.73,0.07,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,376,visible,187.56099999999998,139.282,2.125,343,0.77,0.07,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,377,visible,188.03900000000002,137.211,2.125,13,0.74,0.07,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,378,visible,188.517,135.14,2.125,13,0.7,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,379,visible,188.25799999999998,133.031,2.125,353,0.71,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,380,visible,186.83599999999998,131.452,2.125,318,0.79,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,381,visible,184.732,131.156,2.125,278,0.83,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,382,visible,182.83900000000003,132.121,2.125,243,0.84,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,383,visible,181.39,133.675,2.125,223,0.87,0.07,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,384,visible,179.94099999999997,135.22899999999998,2.125,223,0.89,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,385,visible,178.49200000000002,136.783,2.125,223,0.9,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,386,visible,177.043,138.33700000000002,2.125,223,0.94,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,387,visible,175.59400000000002,139.891,2.125,223,0.96,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,388,visible,174.145,141.445,2.125,223,1.0,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,389,visible,172.696,142.999,2.125,223,0.96,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,390,visible,171.247,144.553,2.125,223,1.0,0.07,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,391,visible,169.798,146.107,2.125,223,1.0,0.07,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,392,visible,167.828,146.903,2.125,248,1.0,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,393,visible,165.80700000000002,146.246,2.125,288,1.0,0.07,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
2953-6e410c79-2094-4548-a009-faf82961733d,394,visible,164.528,144.549,2.125,323,1.0,0.08,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
