pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-7913-8125501c-a568-487d-94b5-09e48bfbc88d,facing-7913-8125501c-a568-487d-94b5-09e48bfbc88d,copying-7913-8125501c-a568-487d-94b5-09e48bfbc88d,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
7913-8125501c-a568-487d-94b5-09e48bfbc88d,882,visible,237.08,107.735,2.125,205,1.0,0.83,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,883,visible,235.24,108.79700000000001,2.125,240,1.0,0.83,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,884,visible,233.4,109.859,2.125,240,1.0,0.83,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,885,visible,232.502,111.785,2.125,205,1.0,0.83,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,886,visible,230.99900000000002,113.288,2.125,225,1.0,0.83,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,887,visible,229.49599999999998,114.791,2.125,225,1.0,0.83,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,888,visible,227.755,116.01,2.125,235,1.0,0.84,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,889,visible,225.662,116.37899999999999,2.125,260,1.0,0.84,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,890,visible,223.921,117.598,2.125,235,1.0,0.84,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,891,visible,221.828,117.96700000000001,2.125,260,1.0,0.84,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,892,visible,220.325,119.47,2.125,225,1.0,0.84,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,893,visible,218.27200000000002,118.92,2.125,285,1.0,0.84,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,894,visible,216.21900000000002,118.37,2.125,285,0.99,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,895,visible,215.15599999999998,116.53,2.125,330,0.97,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,896,visible,214.429,114.53299999999999,2.125,340,0.99,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,897,visible,214.24400000000003,112.416,2.125,355,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,898,visible,214.794,110.363,2.125,15,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,899,visible,216.013,108.62200000000001,2.125,35,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,900,visible,217.85299999999998,107.559,2.125,60,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,901,visible,219.97,107.374,2.125,85,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,902,visible,221.81,108.436,2.125,120,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,903,visible,223.65,109.499,2.125,120,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,904,visible,225.153,111.00200000000001,2.125,135,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,905,visible,225.703,113.055,2.125,165,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,906,visible,225.334,115.148,2.125,190,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,907,visible,224.965,117.241,2.125,190,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,908,visible,223.74599999999998,118.98200000000001,2.125,215,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,909,visible,221.82,119.88,2.125,245,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,910,visible,219.703,119.695,2.125,275,1.0,0.84,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,911,visible,217.706,118.96799999999999,2.125,290,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,912,visible,215.965,117.749,2.125,305,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,913,visible,214.74599999999998,116.008,2.125,325,0.99,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,914,visible,214.377,113.915,2.125,350,0.99,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,915,visible,215.104,111.91799999999999,2.125,20,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,916,visible,215.831,109.921,2.125,20,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,917,visible,217.334,108.41799999999999,2.125,45,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,918,visible,219.075,107.199,2.125,55,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,919,visible,221.168,106.83,2.125,80,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,920,visible,223.261,106.461,2.125,80,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,921,visible,225.187,107.359,2.125,115,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,922,visible,226.40599999999998,109.1,2.125,145,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,923,visible,226.59099999999998,111.21700000000001,2.125,175,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,924,visible,225.69299999999998,113.14299999999999,2.125,205,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,925,visible,224.795,115.069,2.125,205,0.99,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,926,visible,223.054,116.288,2.125,235,0.97,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,927,visible,220.929,116.288,2.125,270,0.98,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,928,visible,218.93200000000002,115.561,2.125,290,0.99,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,929,visible,217.713,113.82,2.125,325,0.99,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,930,visible,217.34400000000002,111.727,2.125,350,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,931,visible,218.071,109.73,2.125,20,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,932,visible,219.574,108.227,2.125,45,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,933,visible,221.571,107.5,2.125,70,1.0,0.85,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,934,visible,223.696,107.5,2.125,90,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,935,visible,225.622,108.398,2.125,115,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,936,visible,227.548,109.296,2.125,115,1.0,0.86,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,937,visible,228.446,111.22200000000001,2.125,155,1.0,0.86,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,938,visible,229.34400000000002,113.148,2.125,155,1.0,0.86,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,939,visible,230.24200000000002,115.074,2.125,155,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,940,visible,229.692,117.12700000000001,2.125,195,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,941,visible,228.326,118.755,2.125,220,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,942,visible,226.329,119.48200000000001,2.125,250,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,943,visible,224.236,119.851,2.125,260,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,944,visible,222.143,119.48200000000001,2.125,280,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,945,visible,220.515,118.116,2.125,310,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,946,visible,219.61700000000002,116.19,2.125,335,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,947,visible,219.80200000000002,114.073,2.125,5,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,948,visible,220.52900000000002,112.07600000000001,2.125,20,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,949,visible,221.895,110.448,2.125,40,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,950,visible,223.636,109.229,2.125,55,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,951,visible,225.729,108.86,2.125,80,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,952,visible,227.822,108.491,2.125,80,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,953,visible,229.93900000000002,108.676,2.125,95,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,954,visible,231.567,110.042,2.125,130,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,955,visible,232.11700000000002,112.095,2.125,165,1.0,0.86,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,956,visible,232.667,114.148,2.125,165,1.0,0.86,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,957,visible,232.11700000000002,116.20100000000001,2.125,195,1.0,0.87,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,958,visible,230.614,117.704,2.125,225,1.0,0.87,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,959,visible,229.111,119.20700000000001,2.125,225,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,960,visible,227.483,120.573,2.125,230,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,961,visible,225.39,120.94200000000001,2.125,260,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,962,visible,223.33700000000002,120.39200000000001,2.125,285,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,963,visible,221.709,119.02600000000001,2.125,310,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,964,visible,220.206,117.523,2.125,315,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,965,visible,219.308,115.59700000000001,2.125,335,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,966,visible,219.308,113.47200000000001,2.125,0,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,967,visible,219.67700000000002,111.37899999999999,2.125,10,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,968,visible,220.40400000000002,109.382,2.125,20,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,969,visible,221.623,107.641,2.125,35,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,970,visible,223.549,106.743,2.125,65,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,971,visible,225.475,105.845,2.125,65,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,972,visible,227.592,106.03,2.125,95,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,973,visible,229.22,107.396,2.125,130,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,974,visible,229.947,109.39299999999999,2.125,160,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,975,visible,230.674,111.39,2.125,160,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,976,visible,230.859,113.507,2.125,175,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,977,visible,229.96099999999998,115.43299999999999,2.125,205,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,978,visible,228.22,116.652,2.125,235,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,979,visible,226.38,117.715,2.125,240,1.0,0.87,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,980,visible,224.263,117.9,2.125,265,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,981,visible,222.33700000000002,117.00200000000001,2.125,295,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,982,visible,221.118,115.26100000000001,2.125,325,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,983,visible,219.899,113.52,2.125,325,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,984,visible,219.00099999999998,111.594,2.125,335,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,985,visible,219.00099999999998,109.469,2.125,0,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,986,visible,219.899,107.54299999999999,2.125,25,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,987,visible,220.797,105.617,2.125,25,1.0,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,988,visible,222.425,104.251,2.125,50,0.99,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,989,visible,224.518,103.882,2.125,80,0.95,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,990,visible,226.571,104.432,2.125,105,0.93,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,991,visible,228.62400000000002,104.98200000000001,2.125,105,0.91,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,992,visible,230.46400000000003,106.044,2.125,120,0.91,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,993,visible,231.52599999999998,107.884,2.125,150,0.89,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,994,visible,232.076,109.93700000000001,2.125,165,0.89,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,995,visible,231.707,112.03,2.125,190,0.9,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,996,visible,231.338,114.12299999999999,2.125,190,0.9,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,997,visible,229.71,115.48899999999999,2.125,230,0.89,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,998,visible,228.082,116.855,2.125,230,0.91,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,999,visible,227.532,118.90799999999999,2.125,195,0.89,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1000,visible,226.982,120.961,2.125,195,0.89,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1001,visible,227.167,123.07799999999999,2.125,175,0.91,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1002,visible,228.23,124.91799999999999,2.125,150,0.9,0.88,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1003,visible,229.292,126.758,2.125,150,0.89,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1004,visible,231.033,127.977,2.125,125,0.88,0.88,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1005,visible,232.959,128.875,2.125,115,0.87,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1006,visible,235.084,128.875,2.125,90,0.86,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1007,visible,237.137,128.325,2.125,75,0.84,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1008,visible,239.13400000000001,127.598,2.125,70,0.83,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1009,visible,241.13099999999997,126.87100000000001,2.125,70,0.81,0.89,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1010,visible,242.75900000000001,125.505,2.125,50,0.78,0.89,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1011,visible,244.125,123.87700000000001,2.125,40,0.76,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1012,visible,245.49099999999999,122.249,2.125,40,0.77,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1013,visible,246.857,120.62100000000001,2.125,40,0.75,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1014,visible,248.22299999999998,118.993,2.125,40,0.75,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1015,visible,249.58900000000003,117.365,2.125,40,0.72,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1016,visible,250.955,115.73700000000001,2.125,40,0.7,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1017,visible,252.321,114.109,2.125,40,0.6799999999999999,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1018,visible,253.687,112.48100000000001,2.125,40,0.65,0.89,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1019,visible,255.053,110.853,2.125,40,0.63,0.89,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1020,visible,257.106,110.303,2.125,75,0.6,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1021,visible,259.231,110.303,2.125,90,0.5800000000000001,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1022,visible,260.73400000000004,111.806,2.125,135,0.56,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1023,visible,260.91900000000004,113.92299999999999,2.125,175,0.54,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1024,visible,261.10400000000004,116.04,2.125,175,0.55,0.89,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1025,visible,259.363,117.259,2.125,235,0.54,0.89,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1026,visible,257.622,118.478,2.125,235,0.53,0.89,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1027,visible,256.895,120.475,2.125,200,0.53,0.89,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1028,visible,256.168,122.47200000000001,2.125,200,0.53,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1029,visible,256.53700000000003,124.565,2.125,170,0.53,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
7913-8125501c-a568-487d-94b5-09e48bfbc88d,1030,visible,257.756,126.306,2.125,145,0.51,0.89,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
