pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-3693-466a60d6-e5e5-49da-9a27-9a4920d59028,facing-3693-466a60d6-e5e5-49da-9a27-9a4920d59028,copying-3693-466a60d6-e5e5-49da-9a27-9a4920d59028,nearby-0022-0b9569c2-36e5-455c-baf6-21babc31b132,facing-0022-0b9569c2-36e5-455c-baf6-21babc31b132,copying-0022-0b9569c2-36e5-455c-baf6-21babc31b132,nearby-4341-ac5aedaa-d234-4574-b90f-2495d7207a39,facing-4341-ac5aedaa-d234-4574-b90f-2495d7207a39,copying-4341-ac5aedaa-d234-4574-b90f-2495d7207a39,nearby-6695-99cf75fa-5faa-49d6-baa2-1a959adaaffb,facing-6695-99cf75fa-5faa-49d6-baa2-1a959adaaffb,copying-6695-99cf75fa-5faa-49d6-baa2-1a959adaaffb,nearby-0636-c8b5774b-bd0f-47c0-9eb1-c43b87117610,facing-0636-c8b5774b-bd0f-47c0-9eb1-c43b87117610,copying-0636-c8b5774b-bd0f-47c0-9eb1-c43b87117610,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,14,visible,282.047,127.152,2.125,345,0.34,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,15,visible,280.306,125.93299999999999,2.125,305,0.21,0.56,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,16,visible,278.565,124.714,2.125,305,0.31000000000000005,0.56,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,17,visible,276.824,123.495,2.125,305,0.36,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,18,visible,275.08299999999997,122.27600000000001,2.125,305,0.41,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,19,visible,273.342,121.057,2.125,305,0.41,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,20,visible,271.601,119.838,2.125,305,0.36,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,21,visible,265.765,115.751,7.125,305,0.4,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,False,0.56
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,22,visible,259.92900000000003,111.664,7.125,305,0.35,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,False,0.53
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,23,visible,254.093,107.57700000000001,7.125,305,0.26,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,False,0.55
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,24,visible,248.257,103.49,7.125,305,0.13,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,,True,False,True,copying,True,True,0.5900000000000001
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,25,visible,246.516,102.271,2.125,305,0.17000000000000004,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,26,visible,244.775,101.052,2.125,305,0.17000000000000004,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,27,visible,243.03400000000002,99.833,2.125,305,0.15000000000000002,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,28,visible,241.293,98.61399999999999,2.125,305,0.18999999999999995,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,29,visible,239.55200000000002,97.395,2.125,305,0.24,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,30,visible,237.459,97.02600000000001,2.125,280,0.41,0.56,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,31,visible,235.61900000000003,98.088,2.125,240,0.46,0.56,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,32,visible,234.72099999999998,100.014,2.125,205,0.52,0.56,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,33,visible,234.72099999999998,102.139,2.125,180,0.52,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,34,visible,234.72099999999998,104.264,2.125,180,0.44,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,35,visible,234.72099999999998,106.389,2.125,180,0.46,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,36,visible,234.72099999999998,108.514,2.125,180,0.35,0.56,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,37,visible,234.72099999999998,110.639,2.125,180,0.29000000000000004,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,38,visible,234.72099999999998,112.764,2.125,180,0.18000000000000005,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,39,visible,234.72099999999998,114.889,2.125,180,0.12,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,40,visible,235.271,116.94200000000001,2.125,165,0.09999999999999998,0.56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,41,visible,237.012,118.161,2.125,125,0.14,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,5.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,42,visible,244.02900000000002,119.398,7.125,100,0.14,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,6.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,43,visible,251.046,120.635,7.125,100,0.18000000000000005,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,7.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,44,visible,258.063,121.87200000000001,7.125,100,0.31000000000000005,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,8.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,45,visible,260.156,122.241,2.125,100,0.5900000000000001,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,9.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,46,visible,262.249,122.61,2.125,100,0.6599999999999999,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,10.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,47,visible,264.342,122.979,2.125,100,0.75,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,11.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,48,visible,266.435,123.348,2.125,100,0.73,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,12.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,49,visible,268.528,123.71700000000001,2.125,100,0.8,0.56,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,13.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,50,visible,270.621,124.086,2.125,100,0.93,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,14.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,51,visible,272.714,124.455,2.125,100,0.97,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,15.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,52,visible,274.807,124.824,2.125,100,0.93,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,16.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,53,visible,276.9,125.193,2.125,100,0.99,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,17.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,54,visible,278.993,125.56200000000001,2.125,100,0.94,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,18.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,55,visible,281.086,125.931,2.125,100,1.0,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,19.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,56,visible,283.17900000000003,126.3,2.125,100,0.98,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,20.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,57,visible,285.272,126.669,2.125,100,1.0,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,21.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,58,visible,287.365,127.038,2.125,100,1.0,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,22.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,59,visible,289.106,125.819,2.125,55,1.0,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,23.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,60,visible,290.847,124.6,2.125,55,1.0,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,24.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,61,visible,292.58799999999997,123.381,2.125,55,0.95,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,25.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,62,visible,294.705,123.566,2.125,95,0.96,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,26.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,63,visible,296.822,123.751,2.125,95,0.93,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,27.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,64,visible,298.939,123.936,2.125,95,0.98,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,28.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,65,visible,301.056,124.12100000000001,2.125,95,1.0,0.57,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,29.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,66,visible,303.173,124.306,2.125,95,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,67,visible,305.29,124.12100000000001,2.125,85,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,68,visible,307.407,123.936,2.125,85,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,69,visible,309.524,123.751,2.125,85,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,70,visible,311.64099999999996,123.566,2.125,85,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,71,visible,313.758,123.381,2.125,85,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,72,visible,315.875,123.196,2.125,85,1.0,0.57,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,73,visible,317.992,123.01100000000001,2.125,85,1.0,0.58,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,74,visible,320.10900000000004,122.82600000000001,2.125,85,1.0,0.58,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,75,visible,322.226,122.641,2.125,85,1.0,0.58,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,76,visible,324.343,122.456,2.125,85,1.0,0.58,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,77,visible,326.46,122.271,2.125,85,1.0,0.58,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,78,visible,328.577,122.086,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,79,visible,330.694,121.90100000000001,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,80,visible,332.811,121.71600000000001,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,81,visible,334.92800000000005,121.531,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,82,visible,337.045,121.346,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,83,visible,339.162,121.161,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,84,visible,341.279,120.976,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,85,visible,343.39599999999996,120.791,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,0.0,False,False,False,exploring,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,86,visible,345.51300000000003,120.60600000000001,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,87,visible,347.63,120.421,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,88,visible,349.74699999999996,120.236,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,89,visible,351.86400000000003,120.051,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,90,visible,353.981,119.866,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,91,visible,356.098,119.681,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,92,visible,358.215,119.49600000000001,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,93,visible,360.332,119.311,2.125,85,1.0,0.58,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,1.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,94,visible,362.449,119.126,2.125,85,1.0,0.58,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,2.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,95,visible,364.566,118.941,2.125,85,1.0,0.58,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,96,visible,366.68300000000005,118.756,2.125,85,1.0,0.59,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,97,visible,368.8,118.571,2.125,85,1.0,0.59,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,1.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,98,visible,370.917,118.38600000000001,2.125,85,0.97,0.59,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,2.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,99,visible,373.034,118.20100000000001,2.125,85,0.96,0.59,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,3.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,100,visible,375.151,118.016,2.125,85,0.89,0.59,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,101,visible,377.204,117.46600000000001,2.125,75,0.78,0.59,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,102,visible,378.267,115.626,2.125,30,0.8,0.59,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,103,visible,379.329,113.786,2.125,30,0.73,0.59,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,104,visible,380.392,111.946,2.125,30,0.72,0.59,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,105,visible,380.207,109.829,2.125,355,0.61,0.59,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,True,True,0.0,False,True,False,exploiting,True,False,
3693-466a60d6-e5e5-49da-9a27-9a4920d59028,106,visible,378.841,108.20100000000001,2.125,320,0.7,0.59,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,True,True,False,False,True,True,0.0,False,True,False,exploiting,True,False,
