pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,facing-6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,copying-6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,17,visible,159.937,141.861,2.125,162,0.5900000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,18,visible,160.594,143.882,2.125,162,0.5900000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,19,visible,161.251,145.903,2.125,162,0.55,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,20,visible,161.908,147.924,2.125,162,0.53,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,21,visible,162.204,150.028,2.125,172,0.5900000000000001,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,22,visible,161.078,151.83,2.125,212,0.53,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,23,visible,159.05700000000002,152.487,2.125,252,0.4300000000000001,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,24,visible,157.025,151.866,2.125,287,0.46,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,25,visible,155.868,150.084,2.125,327,0.46,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,26,visible,156.31,148.005,2.125,12,0.52,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,27,visible,156.752,145.92600000000002,2.125,12,0.61,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,28,visible,157.194,143.847,2.125,12,0.6599999999999999,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,29,visible,157.636,141.768,2.125,12,0.5700000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,30,visible,158.078,139.689,2.125,12,0.55,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,31,visible,158.52,137.61,2.125,12,0.4300000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,32,visible,158.96200000000002,135.531,2.125,12,0.46,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,33,visible,159.404,133.452,2.125,12,0.49,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,34,visible,159.846,131.373,2.125,12,0.5700000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,35,visible,160.28799999999998,129.29399999999998,2.125,12,0.5800000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,36,visible,160.73,127.215,2.125,12,0.6699999999999999,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,37,visible,161.172,125.13600000000001,2.125,12,0.62,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,38,visible,161.614,123.057,2.125,12,0.75,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,39,visible,162.056,120.978,2.125,12,0.77,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,40,visible,162.498,118.899,2.125,12,0.76,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,41,visible,162.94,116.82,2.125,12,0.74,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,42,visible,163.382,114.741,2.125,12,0.72,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,43,visible,163.82399999999998,112.662,2.125,12,0.75,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,44,visible,164.266,110.583,2.125,12,0.6799999999999999,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,45,visible,164.708,108.50399999999999,2.125,12,0.5800000000000001,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,46,visible,165.15,106.425,2.125,12,0.53,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,47,visible,165.592,104.346,2.125,12,0.52,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,48,visible,166.03400000000002,102.26700000000001,2.125,12,0.51,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,49,visible,166.476,100.18799999999999,2.125,12,0.5700000000000001,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,50,visible,166.918,98.109,2.125,12,0.49,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,51,visible,167.36,96.03,2.125,12,0.5,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,52,visible,167.80200000000002,93.95100000000001,2.125,12,0.5,0.02,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,53,visible,168.24400000000003,91.87200000000001,2.125,12,0.52,0.02,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,54,visible,168.865,89.84,2.125,17,0.53,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,55,visible,170.54,88.53200000000001,2.125,52,0.61,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,56,visible,172.66400000000002,88.60600000000001,2.125,92,0.5900000000000001,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,57,visible,178.354,92.89399999999999,7.125,127,0.79,0.02,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,58,visible,179.957,99.836,7.125,167,1.0,0.02,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,59,visible,177.28799999999998,106.44200000000001,7.125,202,1.0,0.02,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,60,visible,170.997,109.787,7.125,242,1.0,0.02,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,61,visible,163.882,110.16,7.125,267,0.86,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,62,visible,156.767,110.53299999999999,7.125,267,0.71,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,63,visible,149.65200000000002,110.906,7.125,267,0.44,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,64,visible,142.537,111.279,7.125,267,0.34,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,65,visible,135.422,111.652,7.125,267,0.28,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,66,visible,128.30700000000002,112.025,7.125,267,0.38,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,67,visible,121.19200000000001,112.398,7.125,267,0.39,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,68,visible,114.07700000000001,112.771,7.125,267,0.35,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,69,visible,106.962,113.14399999999999,7.125,267,0.48,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,70,visible,99.84700000000001,113.51700000000001,7.125,267,0.42,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,71,visible,92.73200000000001,113.89,7.125,267,0.30000000000000004,0.02,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,72,visible,85.617,114.26299999999999,7.125,267,0.27,0.02,False,False,False,True,False,True,True,False,False,,False,True,True,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,73,visible,87.292,112.955,2.125,52,0.12,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,74,visible,89.414,112.844,2.125,87,0.07999999999999996,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,75,visible,91.111,114.12299999999999,2.125,127,0.06000000000000005,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,76,visible,91.589,116.194,2.125,167,0.23,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,77,visible,91.147,118.273,2.125,192,0.31999999999999995,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,78,visible,90.705,120.352,2.125,192,0.31999999999999995,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,79,visible,91.36200000000001,122.37299999999999,2.125,162,0.39,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,80,visible,93.164,123.499,2.125,122,0.44,0.02,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,81,visible,95.288,123.573,2.125,92,0.48,0.03,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,82,visible,97.412,123.647,2.125,92,0.47,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,83,visible,99.536,123.721,2.125,92,0.5800000000000001,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,84,visible,101.66,123.795,2.125,92,0.49,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,85,visible,103.78399999999999,123.869,2.125,92,0.56,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,86,visible,105.90799999999999,123.943,2.125,92,0.5800000000000001,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,87,visible,113.029,124.19200000000001,7.125,92,0.73,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,88,visible,120.15,124.441,7.125,92,0.83,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,89,visible,127.271,124.69,7.125,92,0.87,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,90,visible,134.392,124.939,7.125,92,0.87,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,91,visible,141.513,125.18799999999999,7.125,92,0.8,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,92,visible,148.634,125.43700000000001,7.125,92,0.63,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,93,visible,150.75799999999998,125.51100000000001,2.125,92,0.6699999999999999,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,94,visible,152.882,125.585,2.125,92,0.51,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,95,visible,155.006,125.65899999999999,2.125,92,0.5800000000000001,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,96,visible,157.13,125.73299999999999,2.125,92,0.5900000000000001,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,97,visible,159.254,125.807,2.125,92,0.54,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,98,visible,161.378,125.881,2.125,92,0.55,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,99,visible,163.502,125.955,2.125,92,0.51,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,100,visible,165.62599999999998,126.029,2.125,92,0.49,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,101,visible,167.697,125.551,2.125,77,0.5,0.03,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,102,visible,169.11900000000003,123.97200000000001,2.125,42,0.5900000000000001,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,103,visible,173.887,118.677,7.125,42,0.48,0.03,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,104,visible,178.655,113.382,7.125,42,0.37,0.03,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,105,visible,183.423,108.087,7.125,42,0.47,0.03,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,106,visible,184.845,106.508,2.125,42,0.6699999999999999,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,107,visible,186.267,104.929,2.125,42,0.7,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,108,visible,187.68900000000002,103.35,2.125,42,0.87,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,109,visible,189.111,101.771,2.125,42,0.89,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,110,visible,190.533,100.19200000000001,2.125,42,0.9,0.03,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,111,visible,191.329,98.22200000000001,2.125,22,0.94,0.03,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,112,visible,190.851,96.15100000000001,2.125,347,0.98,0.03,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,113,visible,189.85299999999998,94.275,2.125,332,1.0,0.03,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,114,visible,188.855,92.399,2.125,332,0.95,0.03,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,115,visible,187.857,90.523,2.125,332,1.0,0.04,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,116,visible,187.74599999999998,88.40100000000001,2.125,357,0.98,0.04,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,117,visible,188.71099999999998,86.508,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,118,visible,189.676,84.615,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,119,visible,190.641,82.72200000000001,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,120,visible,191.606,80.829,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,121,visible,192.571,78.936,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,122,visible,193.53599999999997,77.043,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,123,visible,194.50099999999998,75.15,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,124,visible,195.46599999999998,73.257,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,125,visible,196.43099999999998,71.36399999999999,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,126,visible,197.396,69.471,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,127,visible,198.361,67.578,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,128,visible,199.326,65.685,2.125,27,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,129,visible,200.291,63.792,2.125,27,1.0,0.04,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,130,visible,201.713,62.213,2.125,42,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,131,visible,203.817,61.917,2.125,82,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,132,visible,205.94099999999997,61.99100000000001,2.125,92,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,133,visible,208.065,62.065,2.125,92,1.0,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,134,visible,210.18900000000002,62.138999999999996,2.125,92,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,135,visible,212.298,62.398,2.125,97,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,136,visible,213.747,63.952,2.125,137,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,137,visible,214.577,65.908,2.125,157,0.92,0.04,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,138,visible,215.407,67.86399999999999,2.125,157,0.99,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,139,visible,216.237,69.82,2.125,157,0.97,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,140,visible,217.067,71.77600000000001,2.125,157,0.9,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,141,visible,217.89700000000002,73.732,2.125,157,0.9,0.05,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6450-4e849ff3-57ca-4492-b0a6-17d4711259b6,142,visible,219.205,75.407,2.125,142,0.9,0.05,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
