pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-8890-a8100858-f13c-4114-bd5c-3dbb73a56623,facing-8890-a8100858-f13c-4114-bd5c-3dbb73a56623,copying-8890-a8100858-f13c-4114-bd5c-3dbb73a56623,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,28,visible,274.367,258.64099999999996,2.125,132,0.92,0.41,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,29,visible,275.94599999999997,260.063,2.125,132,0.98,0.41,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,30,visible,277.525,261.485,2.125,132,0.97,0.41,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,31,visible,282.82,266.253,7.125,132,1.0,0.41,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,32,visible,288.115,271.02099999999996,7.125,132,1.0,0.41,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,33,visible,293.41,275.789,7.125,132,1.0,0.41,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,34,visible,298.705,277.5,7.125,132,0.0,0.41,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,35,visible,300.284,277.5,2.125,132,0.0,0.41,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,36,visible,302.177,277.5,2.125,117,0.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,37,visible,304.248,277.022,2.125,77,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,38,visible,305.67,275.443,2.125,42,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,39,visible,305.744,273.319,2.125,2,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,40,visible,304.587,271.53700000000003,2.125,327,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,41,visible,302.555,270.916,2.125,287,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,42,visible,300.534,271.573,2.125,252,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,43,visible,299.408,273.375,2.125,212,1.0,0.41,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,44,visible,298.612,275.345,2.125,202,1.0,0.42,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,45,visible,297.816,277.315,2.125,202,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,46,visible,297.02,277.5,2.125,202,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,47,visible,296.224,277.5,2.125,202,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,48,visible,295.428,277.5,2.125,202,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,49,visible,295.35400000000004,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,50,visible,295.28,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,51,visible,295.20599999999996,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,52,visible,295.132,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,53,visible,295.058,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,54,visible,294.98400000000004,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,55,visible,294.91,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,56,visible,294.836,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,57,visible,294.762,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,58,visible,294.513,277.5,7.125,182,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,59,visible,294.264,277.5,7.125,182,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,60,visible,294.015,277.5,7.125,182,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,61,visible,293.941,277.5,2.125,182,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,62,visible,293.867,277.5,2.125,182,0.0,0.42,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,63,visible,294.345,277.5,2.125,167,0.0,0.42,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,64,visible,295.92400000000004,277.5,2.125,132,0.0,0.42,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,65,visible,298.033,277.5,2.125,97,0.0,0.42,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,66,visible,300.142,277.5,2.125,97,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,67,visible,302.251,277.5,2.125,97,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,68,visible,304.36,277.5,2.125,97,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,69,visible,306.236,276.502,2.125,62,1.0,0.42,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,70,visible,307.032,274.532,2.125,22,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,71,visible,307.828,272.562,2.125,22,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,72,visible,308.624,270.592,2.125,22,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,73,visible,311.293,263.986,7.125,22,0.95,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,74,visible,313.962,257.38,7.125,22,0.75,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,75,visible,316.631,250.774,7.125,22,0.6699999999999999,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,76,visible,319.3,244.168,7.125,22,0.6599999999999999,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,77,visible,321.969,237.562,7.125,22,0.69,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,78,visible,324.638,230.956,7.125,22,0.74,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,79,visible,325.434,228.986,2.125,22,0.77,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,80,visible,326.23,227.016,2.125,22,0.77,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,81,visible,327.026,225.046,2.125,22,0.71,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,82,visible,327.82199999999995,223.076,2.125,22,0.6699999999999999,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,83,visible,328.61800000000005,221.106,2.125,22,0.5900000000000001,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,84,visible,329.414,219.136,2.125,22,0.51,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,85,visible,332.083,212.53,7.125,22,0.38,0.42,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,86,visible,334.75199999999995,205.924,7.125,22,0.15000000000000002,0.42,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,87,visible,337.421,199.31799999999998,7.125,22,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,88,visible,338.217,197.34799999999998,2.125,22,0.0,0.42,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,89,visible,337.56,195.327,2.125,342,0.0,0.42,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,90,visible,335.86300000000006,194.048,2.125,307,0.0,0.42,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,91,visible,333.842,194.705,2.125,252,0.0,0.42,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,92,visible,331.82099999999997,195.362,2.125,252,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,93,visible,329.8,196.019,2.125,252,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,94,visible,327.779,196.676,2.125,252,0.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,95,visible,321.003,198.878,7.125,252,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,96,visible,314.22700000000003,201.08,7.125,252,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,97,visible,307.45099999999996,203.282,7.125,252,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,98,visible,300.675,205.484,7.125,252,0.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,99,visible,293.899,207.68599999999998,7.125,252,0.13,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,100,visible,287.123,209.888,7.125,252,0.46,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,101,visible,280.347,212.09,7.125,252,0.63,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,102,visible,273.57099999999997,214.292,7.125,252,0.89,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,103,visible,268.36,219.15099999999998,7.125,227,1.0,0.42,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,104,visible,266.806,220.6,2.125,227,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,105,visible,265.252,222.049,2.125,227,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,106,visible,263.698,223.498,2.125,227,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,107,visible,262.144,224.947,2.125,227,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,108,visible,260.59,226.396,2.125,227,1.0,0.42,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,109,visible,259.036,227.845,2.125,227,1.0,0.43,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,110,visible,257.482,229.294,2.125,227,1.0,0.43,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,111,visible,255.928,230.743,2.125,227,1.0,0.43,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,112,visible,254.05200000000002,231.74099999999999,2.125,242,1.0,0.43,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,113,visible,252.355,230.46200000000002,2.125,307,1.0,0.43,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,114,visible,250.658,229.183,2.125,307,1.0,0.43,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,115,visible,248.96099999999998,227.90400000000002,2.125,307,1.0,0.43,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,116,visible,243.271,223.61599999999999,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,117,visible,237.581,219.328,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,118,visible,231.891,215.04,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,119,visible,226.201,210.752,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,120,visible,220.511,206.46400000000003,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,121,visible,214.821,202.176,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,122,visible,209.13099999999997,197.888,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,123,visible,203.44099999999997,193.6,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,124,visible,197.75099999999998,189.312,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,125,visible,192.06099999999998,185.024,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,126,visible,186.37099999999998,180.736,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,127,visible,180.68099999999998,176.44799999999998,7.125,307,1.0,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,128,visible,174.99099999999999,172.16,7.125,307,0.94,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,129,visible,169.301,167.872,7.125,307,0.9,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,130,visible,163.611,163.584,7.125,307,0.77,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,131,visible,157.921,159.296,7.125,307,0.69,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,132,visible,152.231,155.00799999999998,7.125,307,0.55,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,133,visible,146.541,150.72,7.125,307,0.47,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,134,visible,140.851,146.43200000000002,7.125,307,0.4300000000000001,0.43,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,135,visible,135.161,142.144,7.125,307,0.38,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,136,visible,129.471,137.856,7.125,307,0.38,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,137,visible,123.781,133.56799999999998,7.125,307,0.45,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,138,visible,118.09100000000001,129.28,7.125,307,0.5,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,139,visible,112.40100000000001,124.992,7.125,307,0.54,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,140,visible,106.711,120.704,7.125,307,0.79,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,141,visible,101.021,116.416,7.125,307,0.84,0.44,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,142,visible,94.415,113.74700000000001,7.125,292,0.84,0.44,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,143,visible,87.473,115.35,7.125,257,0.95,0.44,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,144,visible,83.185,121.04,7.125,217,1.0,0.44,False,False,False,True,False,False,True,False,False,,False,True,True,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,145,visible,82.926,123.149,2.125,187,1.0,0.44,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
8890-a8100858-f13c-4114-bd5c-3dbb73a56623,146,visible,82.667,125.258,2.125,187,1.0,0.44,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
