pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,facing-1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,copying-1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,nearby-4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,facing-4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,copying-4640-2b79e5c5-b166-4e80-8e4f-4726b0968225,nearby-4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,facing-4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,copying-4791-f9e8da9b-aa8b-4091-bffd-6eb9ffde21ae,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1229,visible,135.766,147.285,7.125,9,0.76,1.03,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1230,visible,132.643,140.881,7.125,334,0.75,1.03,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1231,visible,126.134,137.983,7.125,294,0.79,1.03,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1232,visible,119.04799999999999,138.72799999999998,7.125,264,0.88,1.03,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1233,visible,114.09899999999999,143.85299999999998,7.125,224,0.94,1.03,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1234,visible,112.984,150.89,7.125,189,1.0,1.03,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1235,visible,114.948,157.739,7.125,164,1.0,1.03,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1236,visible,116.912,164.588,7.125,164,1.0,1.03,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1237,visible,118.876,171.437,7.125,164,0.96,1.03,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1238,visible,120.84,178.28599999999997,7.125,164,0.93,1.04,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1239,visible,122.2,185.28,7.125,169,0.91,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1240,visible,120.476,192.19299999999998,7.125,194,0.94,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1241,visible,114.712,196.38099999999997,7.125,234,0.92,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1242,visible,107.604,195.88400000000001,7.125,274,0.96,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1243,visible,102.06700000000001,191.4,7.125,309,0.97,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1244,visible,100.70700000000001,184.40599999999998,7.125,349,1.0,1.04,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1245,visible,103.605,177.89700000000002,7.125,24,1.0,1.04,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1246,visible,110.009,174.774,7.125,64,1.0,1.04,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1247,visible,117.046,175.889,7.125,99,1.0,1.04,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1248,visible,121.72,181.266,7.125,139,1.0,1.04,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1249,visible,123.08,188.26,7.125,169,0.98,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1250,visible,119.626,194.49200000000002,7.125,209,0.94,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1251,visible,113.22200000000001,197.615,7.125,244,0.91,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1252,visible,106.185,196.5,7.125,279,0.89,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1253,visible,101.06,191.551,7.125,314,0.93,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1254,visible,99.096,184.702,7.125,344,0.96,1.04,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1255,visible,101.416,177.965,7.125,19,1.0,1.04,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1256,visible,107.523,174.295,7.125,59,1.0,1.04,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1257,visible,114.647,174.171,7.125,89,1.0,1.04,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1258,visible,120.554,178.155,7.125,124,1.0,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1259,visible,123.677,184.55900000000003,7.125,154,0.99,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1260,visible,121.95299999999999,191.472,7.125,194,0.92,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1261,visible,116.57600000000001,196.146,7.125,229,0.87,1.04,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1262,visible,109.45200000000001,196.27,7.125,269,0.83,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1263,visible,103.545,192.28599999999997,7.125,304,0.85,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1264,visible,101.581,185.437,7.125,344,0.9,1.05,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1265,visible,103.90100000000001,178.7,7.125,19,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1266,visible,110.008,175.03,7.125,59,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1267,visible,117.116,175.52700000000002,7.125,94,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1268,visible,124.22399999999999,176.024,7.125,94,1.0,1.05,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1269,visible,131.332,176.521,7.125,94,1.0,1.05,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1270,visible,137.439,172.851,7.125,59,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1271,visible,140.33700000000002,166.342,7.125,24,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1272,visible,139.592,159.256,7.125,354,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1273,visible,134.918,153.879,7.125,319,1.0,1.05,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1274,visible,128.005,152.155,7.125,284,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1275,visible,121.01100000000001,153.515,7.125,259,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1276,visible,115.634,158.189,7.125,229,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1277,visible,112.18,164.421,7.125,209,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1278,visible,111.68299999999999,171.52900000000002,7.125,184,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1279,visible,114.236,178.18099999999998,7.125,159,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1280,visible,119.773,182.665,7.125,129,1.0,1.05,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1281,visible,126.881,183.162,7.125,94,1.0,1.05,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1282,visible,132.988,179.49200000000002,7.125,59,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1283,visible,136.442,173.26,7.125,29,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1284,visible,136.939,166.15200000000002,7.125,4,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1285,visible,135.579,159.158,7.125,349,1.0,1.05,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1286,visible,128.842,156.838,7.125,289,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1287,visible,121.993,158.80200000000002,7.125,254,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1288,visible,115.14399999999999,160.766,7.125,254,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1289,visible,112.24600000000001,167.275,7.125,204,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1290,visible,109.348,173.78400000000002,7.125,204,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1291,visible,110.09299999999999,180.87,7.125,174,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1292,visible,117.13,181.985,7.125,99,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1293,visible,123.23700000000001,178.315,7.125,59,1.0,1.06,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1294,visible,126.135,171.80599999999998,7.125,24,1.0,1.06,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1295,visible,124.775,164.812,7.125,349,1.0,1.06,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1296,visible,119.65,159.863,7.125,314,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1297,visible,114.525,154.914,7.125,314,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1298,visible,107.531,156.274,7.125,259,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1299,visible,100.537,157.634,7.125,259,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1300,visible,98.81299999999999,164.547,7.125,194,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1301,visible,101.936,170.951,7.125,154,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1302,visible,105.059,177.355,7.125,154,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1303,visible,111.291,180.80900000000003,7.125,119,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1304,visible,118.415,180.685,7.125,89,1.0,1.06,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1305,visible,121.31299999999999,174.176,7.125,24,1.0,1.06,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1306,visible,119.95299999999999,167.18200000000002,7.125,349,1.0,1.06,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1307,visible,114.416,162.69799999999998,7.125,309,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1308,visible,108.87899999999999,158.214,7.125,309,1.0,1.06,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1309,visible,101.771,157.717,7.125,274,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1310,visible,98.87299999999999,164.226,7.125,204,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1311,visible,99.618,171.312,7.125,174,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1312,visible,104.292,176.68900000000002,7.125,139,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1313,visible,108.96600000000001,182.06599999999997,7.125,139,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1314,visible,115.073,178.396,7.125,59,0.96,1.07,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1315,visible,117.971,171.887,7.125,24,1.0,1.07,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1316,visible,116.007,165.03799999999998,7.125,344,1.0,1.07,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1317,visible,110.47,160.554,7.125,309,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1318,visible,103.36200000000001,160.05700000000002,7.125,274,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1319,visible,97.598,164.245,7.125,234,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1320,visible,95.27799999999999,170.982,7.125,199,0.96,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1321,visible,97.831,177.63400000000001,7.125,159,0.89,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1322,visible,103.738,181.618,7.125,124,0.85,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1323,visible,110.775,182.733,7.125,99,0.85,1.07,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1324,visible,116.882,179.063,7.125,59,0.88,1.07,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1325,visible,119.78,172.554,7.125,24,0.96,1.07,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1326,visible,117.816,165.705,7.125,344,1.0,1.07,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1327,visible,112.279,161.221,7.125,309,1.0,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1328,visible,105.242,160.106,7.125,279,0.99,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1329,visible,99.135,163.776,7.125,239,0.94,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1330,visible,96.815,170.513,7.125,199,0.88,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1331,visible,98.779,177.362,7.125,164,0.85,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1332,visible,104.686,181.34599999999998,7.125,124,0.83,1.07,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1333,visible,111.794,181.843,7.125,94,0.8200000000000001,1.08,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1334,visible,117.90100000000001,178.173,7.125,59,0.86,1.08,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1335,visible,120.79899999999999,171.66400000000002,7.125,24,0.89,1.08,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1336,visible,123.697,165.155,7.125,24,0.91,1.08,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1337,visible,118.572,160.20600000000002,7.125,314,0.94,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1338,visible,111.464,159.709,7.125,274,0.9,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1339,visible,104.615,161.673,7.125,254,0.83,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1340,visible,99.238,166.347,7.125,229,0.79,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1341,visible,95.78399999999999,172.579,7.125,209,0.78,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1342,visible,95.90799999999999,179.703,7.125,179,0.74,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1343,visible,100.096,185.467,7.125,144,0.72,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1344,visible,107.009,187.19099999999997,7.125,104,0.72,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1345,visible,113.85799999999999,185.227,7.125,74,0.6799999999999999,1.08,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1346,visible,117.84200000000001,179.32,7.125,34,0.71,1.08,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1347,visible,117.71799999999999,172.196,7.125,359,0.77,1.08,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1348,visible,113.53,166.43200000000002,7.125,324,0.81,1.08,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1349,visible,109.34200000000001,160.668,7.125,324,0.8,1.08,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1350,visible,109.21799999999999,153.54399999999998,7.125,359,0.8,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1351,visible,110.94200000000001,146.631,7.125,14,0.8200000000000001,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
1121-5c30591e-ba1e-49b8-aa53-5e5d8c88dd49,1352,visible,114.926,140.724,7.125,34,0.83,1.08,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
