pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-6841-42a3b948-ba63-4fe5-8492-cada7868465f,facing-6841-42a3b948-ba63-4fe5-8492-cada7868465f,copying-6841-42a3b948-ba63-4fe5-8492-cada7868465f,nearby-2200-c1bb27b2-ebc8-4643-a6ed-9ef3a6cc5435,facing-2200-c1bb27b2-ebc8-4643-a6ed-9ef3a6cc5435,copying-2200-c1bb27b2-ebc8-4643-a6ed-9ef3a6cc5435,nearby-9455-54244e6f-7f8a-4a00-b596-c430d82fa142,facing-9455-54244e6f-7f8a-4a00-b596-c430d82fa142,copying-9455-54244e6f-7f8a-4a00-b596-c430d82fa142,nearby-6486-c0c31169-4698-4fbb-8305-ac28df787feb,facing-6486-c0c31169-4698-4fbb-8305-ac28df787feb,copying-6486-c0c31169-4698-4fbb-8305-ac28df787feb,nearby-4658-dbb120fa-3cf7-4d24-82c1-3470b28e3427,facing-4658-dbb120fa-3cf7-4d24-82c1-3470b28e3427,copying-4658-dbb120fa-3cf7-4d24-82c1-3470b28e3427,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
6841-42a3b948-ba63-4fe5-8492-cada7868465f,0,visible,330.19199999999995,208.24400000000003,2.125,300,1.0,0.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,1,visible,328.352,207.18099999999998,2.125,300,1.0,0.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,2,visible,326.512,206.11900000000003,2.125,300,0.99,0.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,3,visible,324.672,205.05599999999998,2.125,300,0.95,0.22,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,4,visible,322.832,203.99400000000003,2.125,300,0.93,0.22,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,5,visible,320.992,202.93099999999998,2.125,300,0.9,0.22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,6,visible,319.152,201.86900000000003,2.125,300,0.89,0.22,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,7,visible,312.982,198.30599999999998,7.125,300,0.87,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.0
6841-42a3b948-ba63-4fe5-8492-cada7868465f,8,visible,306.812,194.74400000000003,7.125,300,0.8200000000000001,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.0
6841-42a3b948-ba63-4fe5-8492-cada7868465f,9,visible,300.642,191.18099999999998,7.125,300,0.78,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.0
6841-42a3b948-ba63-4fe5-8492-cada7868465f,10,visible,294.472,187.61900000000003,7.125,300,0.73,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.0
6841-42a3b948-ba63-4fe5-8492-cada7868465f,11,visible,288.302,184.05599999999998,7.125,300,0.75,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.09999999999999998
6841-42a3b948-ba63-4fe5-8492-cada7868465f,12,visible,282.132,180.49400000000003,7.125,300,0.75,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.18000000000000005
6841-42a3b948-ba63-4fe5-8492-cada7868465f,13,visible,275.962,176.93099999999998,7.125,300,0.7,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.28
6841-42a3b948-ba63-4fe5-8492-cada7868465f,14,visible,269.79200000000003,173.36900000000003,7.125,300,0.71,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.34
6841-42a3b948-ba63-4fe5-8492-cada7868465f,15,visible,263.622,169.80599999999998,7.125,300,0.7,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.37
6841-42a3b948-ba63-4fe5-8492-cada7868465f,16,visible,257.452,166.24400000000003,7.125,300,0.72,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.42
6841-42a3b948-ba63-4fe5-8492-cada7868465f,17,visible,251.282,162.681,7.125,300,0.76,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.47
6841-42a3b948-ba63-4fe5-8492-cada7868465f,18,visible,245.112,159.119,7.125,300,0.77,0.22,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.5
6841-42a3b948-ba63-4fe5-8492-cada7868465f,19,visible,238.942,155.556,7.125,300,0.81,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.48
6841-42a3b948-ba63-4fe5-8492-cada7868465f,20,visible,232.77200000000002,151.994,7.125,300,0.78,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.41
6841-42a3b948-ba63-4fe5-8492-cada7868465f,21,visible,226.602,148.431,7.125,300,0.78,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.34
6841-42a3b948-ba63-4fe5-8492-cada7868465f,22,visible,220.43200000000002,144.869,7.125,300,0.76,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,True,False,0.30000000000000004
6841-42a3b948-ba63-4fe5-8492-cada7868465f,23,visible,214.262,141.306,7.125,300,0.73,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.27
6841-42a3b948-ba63-4fe5-8492-cada7868465f,24,visible,208.092,137.744,7.125,300,0.7,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.23
6841-42a3b948-ba63-4fe5-8492-cada7868465f,25,visible,201.922,134.181,7.125,300,0.6699999999999999,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.23
6841-42a3b948-ba63-4fe5-8492-cada7868465f,26,visible,195.752,130.619,7.125,300,0.65,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.26
6841-42a3b948-ba63-4fe5-8492-cada7868465f,27,visible,189.582,127.056,7.125,300,0.6699999999999999,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.25
6841-42a3b948-ba63-4fe5-8492-cada7868465f,28,visible,183.412,123.493,7.125,300,0.65,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.24
6841-42a3b948-ba63-4fe5-8492-cada7868465f,29,visible,177.24200000000002,119.93,7.125,300,0.63,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.22
6841-42a3b948-ba63-4fe5-8492-cada7868465f,30,visible,171.072,116.368,7.125,300,0.61,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.27
6841-42a3b948-ba63-4fe5-8492-cada7868465f,31,visible,164.90200000000002,112.805,7.125,300,0.54,0.23,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.30000000000000004
6841-42a3b948-ba63-4fe5-8492-cada7868465f,32,visible,163.062,111.743,2.125,300,0.45,0.23,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,33,visible,163.431,109.65,2.125,10,0.4300000000000001,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,34,visible,165.05900000000003,108.28399999999999,2.125,50,0.4300000000000001,0.23,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,35,visible,167.176,108.09899999999999,2.125,85,0.46,0.23,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,36,visible,168.917,109.318,2.125,125,0.47,0.23,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,37,visible,169.644,111.315,2.125,160,0.49,0.23,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,38,visible,170.265,118.413,7.125,175,0.49,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,39,visible,170.886,125.51100000000001,7.125,175,0.52,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,40,visible,171.507,132.609,7.125,175,0.5700000000000001,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,41,visible,172.128,139.707,7.125,175,0.6,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,42,visible,172.74900000000002,146.805,7.125,175,0.61,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,43,visible,173.37,153.903,7.125,175,0.6,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,44,visible,173.99099999999999,161.001,7.125,175,0.61,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,45,visible,174.612,168.09900000000002,7.125,175,0.61,0.23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,46,visible,179.192,173.55700000000002,7.125,140,0.5900000000000001,0.23,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,47,visible,186.209,174.794,7.125,100,0.56,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.4133333333333334
6841-42a3b948-ba63-4fe5-8492-cada7868465f,48,visible,193.226,176.03099999999998,7.125,100,0.5900000000000001,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.4166666666666667
6841-42a3b948-ba63-4fe5-8492-cada7868465f,49,visible,200.243,177.268,7.125,100,0.65,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.4266666666666667
6841-42a3b948-ba63-4fe5-8492-cada7868465f,50,visible,207.26,178.505,7.125,100,0.71,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.42
6841-42a3b948-ba63-4fe5-8492-cada7868465f,51,visible,214.27700000000002,179.74200000000002,7.125,100,0.78,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.4466666666666667
6841-42a3b948-ba63-4fe5-8492-cada7868465f,52,visible,221.294,180.979,7.125,100,0.85,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.46666666666666673
6841-42a3b948-ba63-4fe5-8492-cada7868465f,53,visible,228.31099999999998,182.21599999999998,7.125,100,0.92,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,,True,False,True,copying,False,False,0.47
6841-42a3b948-ba63-4fe5-8492-cada7868465f,54,visible,235.328,183.453,7.125,100,1.0,0.23,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.485
6841-42a3b948-ba63-4fe5-8492-cada7868465f,55,visible,242.345,184.69,7.125,100,1.0,0.24,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.455
6841-42a3b948-ba63-4fe5-8492-cada7868465f,56,visible,249.362,185.92700000000002,7.125,100,1.0,0.24,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.41500000000000004
6841-42a3b948-ba63-4fe5-8492-cada7868465f,57,visible,256.379,187.16400000000002,7.125,100,1.0,0.24,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,,True,False,True,copying,False,False,0.36
6841-42a3b948-ba63-4fe5-8492-cada7868465f,58,visible,258.472,187.533,2.125,100,1.0,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,59,visible,260.565,187.90200000000002,2.125,100,0.99,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,60,visible,262.658,188.271,2.125,100,0.96,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,61,visible,264.751,188.64,2.125,100,0.94,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,62,visible,266.844,189.00900000000001,2.125,100,0.94,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,63,visible,268.937,189.378,2.125,100,0.89,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,64,visible,271.03,189.747,2.125,100,0.85,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,65,visible,273.123,190.11599999999999,2.125,100,0.85,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,66,visible,275.216,190.485,2.125,100,0.83,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,67,visible,277.309,190.854,2.125,100,0.8,0.24,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,68,visible,278.937,192.22,2.125,130,0.77,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,69,visible,280.565,193.58599999999998,2.125,130,0.77,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,70,visible,282.193,194.952,2.125,130,0.76,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,71,visible,283.82099999999997,196.31799999999998,2.125,130,0.74,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,72,visible,285.449,197.68400000000003,2.125,130,0.71,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,73,visible,286.668,199.425,2.125,145,0.69,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,74,visible,287.566,201.351,2.125,155,0.6599999999999999,0.24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,75,visible,287.751,203.468,2.125,175,0.65,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,76,visible,286.248,204.97099999999998,2.125,225,0.63,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,77,visible,284.745,206.47400000000002,2.125,225,0.6799999999999999,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,78,visible,282.628,206.28900000000002,2.125,275,0.71,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,79,visible,280.51099999999997,206.104,2.125,275,0.8,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,80,visible,278.394,205.919,2.125,275,0.81,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,81,visible,276.277,205.734,2.125,275,0.85,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,82,visible,274.184,205.365,2.125,280,0.9,0.24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,83,visible,272.818,203.737,2.125,320,0.94,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,84,visible,271.452,202.109,2.125,320,0.95,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,85,visible,270.086,200.481,2.125,320,0.95,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,86,visible,268.72,198.85299999999998,2.125,320,0.93,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,87,visible,267.35400000000004,197.225,2.125,320,0.9,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,88,visible,265.988,195.597,2.125,320,0.89,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,89,visible,264.622,193.96900000000002,2.125,320,0.9,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,90,visible,263.256,192.34099999999998,2.125,320,0.87,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,91,visible,261.89,190.713,2.125,320,0.85,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,92,visible,260.524,189.085,2.125,320,0.86,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,93,visible,259.158,187.457,2.125,320,0.85,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,94,visible,257.79200000000003,185.829,2.125,320,0.86,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,95,visible,256.289,184.326,2.125,315,0.86,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,96,visible,254.172,184.141,2.125,275,0.83,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,97,visible,252.055,183.956,2.125,275,0.87,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,98,visible,249.938,183.771,2.125,275,0.9,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,99,visible,247.821,183.58599999999998,2.125,275,0.94,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,100,visible,245.704,183.40099999999998,2.125,275,0.95,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,101,visible,243.58700000000002,183.21599999999998,2.125,275,0.97,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,102,visible,241.59,183.94299999999998,2.125,250,0.97,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,103,visible,239.96200000000002,185.30900000000003,2.125,230,1.0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,104,visible,238.334,186.675,2.125,230,0.99,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,105,visible,236.706,188.041,2.125,230,0.99,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,106,visible,235.078,189.407,2.125,230,0.99,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,107,visible,233.45,190.773,2.125,230,1.0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,108,visible,231.822,192.139,2.125,230,1.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,109,visible,230.19400000000002,193.505,2.125,230,1.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,110,visible,228.141,192.955,2.125,285,1.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,111,visible,226.088,192.405,2.125,285,1.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,112,visible,224.162,191.507,2.125,295,1.0,0.26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,True,False,
6841-42a3b948-ba63-4fe5-8492-cada7868465f,113,visible,223.1,189.667,2.125,330,1.0,0.26,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,True,False,
