pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,facing-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,copying-9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1357,visible,135.346,199.47,7.125,142,0.4,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1358,visible,139.733,205.085,7.125,142,0.4300000000000001,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1359,visible,144.12,210.7,7.125,142,0.47,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1360,visible,149.415,215.468,7.125,132,0.5,1.09,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1361,visible,156.384,216.949,7.125,102,0.54,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1362,visible,163.35299999999998,218.43,7.125,102,0.5700000000000001,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1363,visible,170.322,219.91099999999997,7.125,102,0.6,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1364,visible,177.291,221.392,7.125,102,0.64,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1365,visible,184.26,222.873,7.125,102,0.6699999999999999,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1366,visible,191.229,224.354,7.125,102,0.71,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1367,visible,198.19799999999998,225.835,7.125,102,0.75,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1368,visible,205.167,227.31599999999997,7.125,102,0.79,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1369,visible,212.136,228.797,7.125,102,0.8200000000000001,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1370,visible,219.105,230.278,7.125,102,0.87,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1371,visible,226.074,231.75900000000001,7.125,102,0.9,1.09,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1372,visible,233.043,233.24,7.125,102,0.94,1.1,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1373,visible,235.122,233.68200000000002,2.125,102,0.98,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1374,visible,237.201,234.12400000000002,2.125,102,0.99,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1375,visible,239.28,234.56599999999997,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1376,visible,241.359,235.00799999999998,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1377,visible,243.438,235.45,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1378,visible,245.517,235.892,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1379,visible,247.59599999999998,236.334,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1380,visible,249.675,236.77599999999998,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1381,visible,251.75400000000002,237.218,2.125,102,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1382,visible,253.71,236.388,2.125,67,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1383,visible,255.666,235.558,2.125,67,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1384,visible,257.622,234.72799999999998,2.125,67,1.0,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1385,visible,259.578,233.898,2.125,67,0.98,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1386,visible,261.534,233.06799999999998,2.125,67,0.97,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1387,visible,263.49,232.238,2.125,67,0.96,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1388,visible,265.44599999999997,231.408,2.125,67,0.95,1.1,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1389,visible,267.402,230.578,2.125,67,0.93,1.1,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1390,visible,269.506,230.282,2.125,82,0.93,1.1,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1391,visible,271.308,231.408,2.125,122,0.93,1.1,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1392,visible,271.965,233.429,2.125,162,0.94,1.1,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1393,visible,271.344,235.46099999999998,2.125,197,0.96,1.1,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1394,visible,269.562,236.618,2.125,237,0.98,1.1,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1395,visible,267.53,235.997,2.125,287,1.0,1.1,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1396,visible,265.498,235.37599999999998,2.125,287,1.0,1.11,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1397,visible,263.466,234.755,2.125,287,1.0,1.11,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1398,visible,261.434,234.13400000000001,2.125,287,1.0,1.11,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1399,visible,260.126,232.459,2.125,322,0.98,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1400,visible,260.2,230.335,2.125,2,0.96,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1401,visible,261.47900000000004,228.638,2.125,37,0.94,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1402,visible,263.55,228.16,2.125,77,0.93,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1403,visible,265.443,229.125,2.125,117,0.92,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1404,visible,266.441,231.00099999999998,2.125,152,0.94,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1405,visible,265.999,233.08,2.125,192,0.96,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1406,visible,264.445,234.52900000000002,2.125,227,0.97,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1407,visible,262.323,234.64,2.125,267,0.98,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1408,visible,260.20099999999996,234.75099999999998,2.125,267,0.98,1.11,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1409,visible,258.526,236.05900000000003,2.125,232,0.95,1.11,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1410,visible,257.73,238.02900000000002,2.125,202,0.95,1.11,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1411,visible,256.934,239.99900000000002,2.125,202,0.96,1.11,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1412,visible,256.138,241.96900000000002,2.125,202,0.98,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1413,visible,254.71599999999998,243.548,2.125,222,0.99,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1414,visible,252.612,243.84400000000002,2.125,262,1.0,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1415,visible,250.81,242.718,2.125,302,0.98,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1416,visible,249.98,240.762,2.125,337,0.94,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1417,visible,249.15,238.80599999999998,2.125,337,0.91,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1418,visible,248.854,236.702,2.125,352,0.89,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1419,visible,249.81900000000002,234.80900000000003,2.125,27,0.88,1.11,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1420,visible,251.49400000000003,233.50099999999998,2.125,52,0.86,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1421,visible,252.459,231.608,2.125,27,0.86,1.12,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1422,visible,253.424,229.715,2.125,27,0.86,1.12,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1423,visible,252.426,227.83900000000003,2.125,332,0.85,1.12,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1424,visible,250.977,226.285,2.125,317,0.83,1.12,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1425,visible,249.528,224.731,2.125,317,0.81,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1426,visible,247.419,224.472,2.125,277,0.8,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1427,visible,245.865,225.921,2.125,227,0.79,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1428,visible,245.24400000000003,227.953,2.125,197,0.8,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1429,visible,244.80200000000002,230.032,2.125,192,0.81,1.12,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1430,visible,244.36,232.111,2.125,192,0.83,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1431,visible,243.918,234.19,2.125,192,0.84,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1432,visible,243.476,236.269,2.125,192,0.86,1.12,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1433,visible,243.58700000000002,238.391,2.125,177,0.87,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1434,visible,245.03599999999997,239.945,2.125,137,0.91,1.12,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1435,visible,246.99200000000002,239.115,2.125,67,0.93,1.12,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1436,visible,248.94799999999998,238.285,2.125,67,0.94,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1437,visible,255.507,235.50099999999998,7.125,67,0.94,1.12,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1438,visible,262.066,232.717,7.125,67,0.96,1.12,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1439,visible,268.625,229.933,7.125,67,0.94,1.12,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1440,visible,270.58099999999996,229.10299999999998,2.125,67,0.91,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1441,visible,272.53700000000003,228.273,2.125,67,0.89,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1442,visible,274.493,227.44299999999998,2.125,67,0.88,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1443,visible,276.449,226.613,2.125,67,0.87,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1444,visible,278.405,225.783,2.125,67,0.86,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1445,visible,280.361,224.953,2.125,67,0.85,1.12,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1446,visible,282.317,224.123,2.125,67,0.84,1.12,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1447,visible,284.349,224.74400000000003,2.125,107,0.8200000000000001,1.13,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1448,visible,285.657,226.419,2.125,142,0.83,1.13,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1449,visible,285.58299999999997,228.543,2.125,182,0.8200000000000001,1.13,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1450,visible,284.161,230.122,2.125,222,0.84,1.13,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1451,visible,282.03700000000003,230.048,2.125,272,0.85,1.13,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1452,visible,279.913,229.97400000000002,2.125,272,0.86,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1453,visible,277.789,229.9,2.125,272,0.85,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1454,visible,275.665,229.826,2.125,272,0.85,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1455,visible,273.541,229.752,2.125,272,0.86,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1456,visible,271.41700000000003,229.678,2.125,272,0.87,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1457,visible,269.293,229.604,2.125,272,0.88,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1458,visible,267.16900000000004,229.53,2.125,272,0.89,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1459,visible,265.045,229.456,2.125,272,0.89,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1460,visible,262.921,229.382,2.125,272,0.89,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1461,visible,261.045,230.38,2.125,242,0.9,1.13,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1462,visible,260.08,232.273,2.125,207,0.91,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1463,visible,259.115,234.166,2.125,207,0.92,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1464,visible,258.15,236.05900000000003,2.125,207,0.94,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1465,visible,257.185,237.952,2.125,207,0.96,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1466,visible,256.22,239.845,2.125,207,0.98,1.13,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1467,visible,254.438,241.002,2.125,237,1.0,1.13,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1468,visible,252.329,240.743,2.125,277,1.0,1.13,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1469,visible,250.22,240.484,2.125,277,1.0,1.13,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1470,visible,248.111,240.225,2.125,277,1.0,1.13,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1471,visible,246.155,241.055,2.125,247,1.0,1.13,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1472,visible,245.02900000000002,242.857,2.125,212,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1473,visible,245.325,244.96099999999998,2.125,172,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1474,visible,246.90400000000002,246.38299999999998,2.125,132,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1475,visible,249.013,246.642,2.125,97,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1476,visible,250.795,245.485,2.125,57,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1477,visible,251.59099999999998,243.515,2.125,22,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1478,visible,250.93400000000003,241.49400000000003,2.125,342,0.99,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1479,visible,249.237,240.215,2.125,307,0.95,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1480,visible,247.115,240.326,2.125,267,0.95,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1481,visible,245.44,241.63400000000001,2.125,232,0.96,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1482,visible,244.998,243.713,2.125,192,0.98,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1483,visible,245.99599999999998,245.58900000000003,2.125,152,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1484,visible,247.889,246.554,2.125,117,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1485,visible,249.96,246.076,2.125,77,1.0,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1486,visible,251.382,244.497,2.125,42,0.98,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1487,visible,251.456,242.373,2.125,2,0.96,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1488,visible,250.148,240.69799999999998,2.125,322,0.94,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1489,visible,248.11599999999999,240.077,2.125,287,0.92,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1490,visible,246.16,240.907,2.125,247,0.93,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1491,visible,245.03400000000002,242.709,2.125,212,0.95,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1492,visible,245.33,244.813,2.125,172,0.96,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1493,visible,246.77900000000002,246.36700000000002,2.125,137,0.96,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1494,visible,248.888,246.62599999999998,2.125,97,0.96,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1495,visible,250.67,245.46900000000002,2.125,57,0.94,1.14,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1496,visible,251.46599999999998,243.49900000000002,2.125,22,0.91,1.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1497,visible,250.80900000000003,241.47799999999998,2.125,342,0.9,1.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1498,visible,249.112,240.199,2.125,307,0.89,1.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
9496-c6ecc653-769a-44e2-9dc7-46b64a826d9b,1499,visible,246.99,240.31,2.125,267,0.9,1.15,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
