pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,nearby-5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,facing-5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,copying-5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,spinning,staying,going_straight,moving,nearby,have_been_nearby,since_nearby,copying,exploiting,exploring,state,other_exploiting,copying_exploiting,copying_reward
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,11,visible,302.482,206.09599999999998,2.125,40,0.84,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,12,visible,303.848,204.468,2.125,40,0.84,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,13,visible,304.033,202.351,2.125,5,0.73,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,14,visible,302.971,200.511,2.125,330,0.6799999999999999,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,15,visible,301.909,198.671,2.125,330,0.73,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,16,visible,299.856,199.22099999999998,2.125,255,0.72,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,17,visible,298.637,200.96200000000002,2.125,215,0.65,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,18,visible,298.822,203.079,2.125,175,0.6599999999999999,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,19,visible,300.188,204.707,2.125,140,0.7,0.01,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,20,visible,301.691,206.21,2.125,135,0.65,0.01,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,21,visible,303.194,207.713,2.125,135,0.5700000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,22,visible,304.697,209.21599999999998,2.125,135,0.5800000000000001,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,23,visible,306.2,210.71900000000002,2.125,135,0.61,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,24,visible,307.703,212.222,2.125,135,0.63,0.01,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,25,visible,309.796,212.59099999999998,2.125,100,0.71,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,26,visible,311.722,211.69299999999998,2.125,65,0.7,0.01,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,27,visible,313.64799999999997,210.795,2.125,65,0.6799999999999999,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,28,visible,314.546,208.86900000000003,2.125,25,0.7,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,29,visible,315.444,206.94299999999998,2.125,25,0.65,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,30,visible,316.342,205.017,2.125,25,0.55,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,31,visible,317.24,203.09099999999998,2.125,25,0.63,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,32,visible,318.138,201.165,2.125,25,0.7,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,33,visible,319.036,199.239,2.125,25,0.72,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,34,visible,319.934,197.313,2.125,25,0.79,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,35,visible,322.945,190.856,7.125,25,0.84,0.02,False,False,False,False,False,True,True,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,36,visible,323.843,188.93,2.125,25,0.94,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,37,visible,324.741,187.00400000000002,2.125,25,0.92,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,38,visible,325.639,185.078,2.125,25,0.96,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,39,visible,326.53700000000003,183.15200000000002,2.125,25,0.92,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,40,visible,327.435,181.226,2.125,25,0.95,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,41,visible,328.333,179.3,2.125,25,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,42,visible,329.231,177.37400000000002,2.125,25,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,43,visible,330.129,175.44799999999998,2.125,25,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,44,visible,331.027,173.52200000000002,2.125,25,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,45,visible,331.925,171.59599999999998,2.125,25,1.0,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,46,visible,332.82300000000004,169.67,2.125,25,0.95,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,47,visible,333.721,167.74400000000003,2.125,25,0.93,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,48,visible,334.619,165.81799999999998,2.125,25,0.91,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,49,visible,335.517,163.892,2.125,25,0.78,0.02,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,50,visible,335.88599999999997,161.799,2.125,10,0.73,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,51,visible,336.255,159.70600000000002,2.125,10,0.75,0.02,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,52,visible,336.624,157.613,2.125,10,0.71,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,53,visible,336.074,155.56,2.125,345,0.64,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,54,visible,334.44599999999997,154.194,2.125,310,0.6599999999999999,0.02,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,55,visible,332.32099999999997,154.194,2.125,270,0.5800000000000001,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,56,visible,330.69300000000004,155.56,2.125,230,0.6,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,57,visible,330.14300000000003,157.613,2.125,195,0.69,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,58,visible,329.593,159.666,2.125,195,0.7,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,59,visible,329.043,161.719,2.125,195,0.6799999999999999,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,60,visible,328.49300000000005,163.77200000000002,2.125,195,0.77,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,61,visible,327.94300000000004,165.825,2.125,195,0.81,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,62,visible,327.393,167.878,2.125,195,0.76,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,63,visible,326.843,169.93099999999998,2.125,195,0.76,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,64,visible,328.68300000000005,170.99400000000003,2.125,120,0.6699999999999999,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,65,visible,330.523,172.05599999999998,2.125,120,0.54,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,66,visible,332.36300000000006,173.11900000000003,2.125,120,0.53,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,67,visible,334.20300000000003,174.18099999999998,2.125,120,0.5,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,68,visible,336.043,175.24400000000003,2.125,120,0.38,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,69,visible,337.88300000000004,176.30599999999998,2.125,120,0.31999999999999995,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,70,visible,339.723,177.36900000000003,2.125,120,0.34,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,71,visible,341.56300000000005,178.43099999999998,2.125,120,0.30000000000000004,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,72,visible,343.403,179.49400000000003,2.125,120,0.25,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,73,visible,342.853,177.44099999999997,2.125,345,0.2,0.03,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,74,visible,342.30300000000005,175.388,2.125,345,0.25,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,75,visible,341.57599999999996,173.391,2.125,340,0.30000000000000004,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,76,visible,339.835,172.172,2.125,305,0.24,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,77,visible,337.74199999999996,171.803,2.125,280,0.34,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,78,visible,335.649,171.43400000000003,2.125,280,0.28,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,79,visible,333.556,171.065,2.125,280,0.31000000000000005,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,80,visible,331.463,170.696,2.125,280,0.30000000000000004,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,81,visible,329.37,170.327,2.125,280,0.36,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,82,visible,327.277,169.958,2.125,280,0.31999999999999995,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,83,visible,325.184,169.58900000000003,2.125,280,0.27,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,84,visible,323.091,169.22,2.125,280,0.22,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,85,visible,320.998,168.851,2.125,280,0.18999999999999995,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,86,visible,320.813,166.734,2.125,355,0.15000000000000002,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,87,visible,320.628,164.61700000000002,2.125,355,0.010000000000000007,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,88,visible,320.443,162.5,2.125,355,0.12,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,89,visible,320.258,160.38299999999998,2.125,355,0.15000000000000002,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,90,visible,319.531,158.386,2.125,340,0.30000000000000004,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,91,visible,317.691,157.32299999999998,2.125,300,0.22,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,92,visible,315.574,157.50799999999998,2.125,265,0.37,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,93,visible,314.07099999999997,159.011,2.125,225,0.33,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,94,visible,313.88599999999997,161.128,2.125,185,0.38,0.03,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,95,visible,314.255,163.221,2.125,170,0.34,0.03,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,96,visible,314.624,165.31400000000002,2.125,170,0.27,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,97,visible,314.993,167.407,2.125,170,0.17000000000000004,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,98,visible,316.23,174.424,7.125,170,0.13,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,99,visible,317.467,181.44099999999997,7.125,170,0.0,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,100,visible,316.23,188.458,7.125,190,0.0,0.03,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,101,visible,314.993,195.475,7.125,190,0.0,0.03,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,102,visible,313.756,202.49200000000002,7.125,190,0.0,0.03,False,False,False,False,False,False,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,103,visible,311.631,202.49200000000002,2.125,270,0.0,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,104,visible,309.506,202.49200000000002,2.125,270,0.0,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,105,visible,307.381,202.49200000000002,2.125,270,0.0,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,106,visible,305.256,202.49200000000002,2.125,270,0.030000000000000027,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,107,visible,303.203,201.942,2.125,285,0.09999999999999998,0.03,False,False,False,False,False,False,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,108,visible,301.363,200.88,2.125,300,0.07999999999999996,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,109,visible,299.52299999999997,199.817,2.125,300,0.16000000000000006,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,110,visible,297.683,198.755,2.125,300,0.2,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,111,visible,295.843,197.692,2.125,300,0.31999999999999995,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,112,visible,294.003,196.63,2.125,300,0.4,0.03,False,False,False,False,False,True,False,False,False,,False,False,False,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,113,visible,287.83299999999997,193.067,7.125,300,0.5,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,114,visible,281.663,189.505,7.125,300,0.63,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,115,visible,275.493,185.942,7.125,300,0.74,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,116,visible,269.323,182.38,7.125,300,1.0,0.03,False,False,False,False,False,True,True,False,False,,False,False,True,exploring,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,117,visible,267.483,181.317,2.125,300,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,118,visible,265.643,180.255,2.125,300,1.0,0.03,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,119,visible,263.803,179.192,2.125,300,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,120,visible,261.96299999999997,178.13,2.125,300,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,121,visible,260.123,177.067,2.125,300,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,122,visible,258.283,176.005,2.125,300,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,123,visible,256.443,174.942,2.125,300,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,124,visible,254.702,173.72299999999998,2.125,305,1.0,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,125,visible,253.639,171.88299999999998,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,126,visible,252.577,170.043,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,127,visible,251.514,168.203,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,128,visible,250.452,166.363,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,129,visible,249.389,164.523,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,130,visible,248.327,162.683,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,131,visible,247.264,160.843,2.125,330,1.0,0.04,False,False,False,False,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,132,visible,246.202,159.003,2.125,330,1.0,0.04,False,False,False,True,True,True,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,133,visible,244.109,159.372,2.125,260,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,134,visible,242.743,161.0,2.125,220,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,135,visible,242.558,163.11700000000002,2.125,185,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,136,visible,242.92700000000002,165.21,2.125,170,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,137,visible,243.296,167.303,2.125,170,1.0,0.04,False,False,False,False,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,138,visible,243.665,169.396,2.125,170,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,139,visible,244.392,171.393,2.125,160,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,140,visible,246.13299999999998,172.612,2.125,125,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,141,visible,248.25,172.42700000000002,2.125,85,1.0,0.04,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
5673-542f1e42-fe28-4ea0-9465-7deddcb2d597,142,visible,249.878,171.06099999999998,2.125,50,1.0,0.05,False,False,False,True,True,False,False,False,False,,False,True,False,exploiting,False,False,
