date,n_players_planned,noise,gameid,pid,half,avg_score,n_players
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,2178-32120ba4-d615-483c-a198-479d8809ddb8,first,0.30000000000000154,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,2178-32120ba4-d615-483c-a198-479d8809ddb8,second,0.22499999999999956,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,6737-4cb00c72-ea32-471d-a9eb-1cd78c1437f2,first,0.10250000000000052,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,6737-4cb00c72-ea32-471d-a9eb-1cd78c1437f2,second,0.15166666666666667,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,7329-3f46c03a-81f2-4b06-903b-6be832af1f39,first,0.17833333333333307,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,7329-3f46c03a-81f2-4b06-903b-6be832af1f39,second,0.15833333333333344,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,9554-f8a955f2-fe15-47a1-a82f-cefad6590b97,first,0.21250000000000088,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,9554-f8a955f2-fe15-47a1-a82f-cefad6590b97,second,0.15750000000000058,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,9924-81ba6fdd-a8b3-4435-a297-8b9470c4094f,first,0.2483333333333324,5
2016-10-24-13-5-9-179,5,2,4803-ab34f867-4d3d-4232-868c-8092f56c2243.csv,9924-81ba6fdd-a8b3-4435-a297-8b9470c4094f,second,0.2033333333333335,5
2016-10-24-13-54-27-766,4,0,6103-e35eb46f-766a-4124-94ae-8623d051ad82.csv,2525-1751592e-0162-4f16-80ec-0fc157ac3da4,first,0.15666666666666704,1
2016-10-24-13-54-27-766,4,0,6103-e35eb46f-766a-4124-94ae-8623d051ad82.csv,2525-1751592e-0162-4f16-80ec-0fc157ac3da4,second,0.1408333333333335,1
2016-10-24-13-57-55-731,1,3,9341-d8fc6b51-d708-4560-9d12-ca1928bae890.csv,1118-9b9948fa-745f-44f2-8240-4254dc085d09,first,0.1408333333333335,1
2016-10-24-13-57-55-731,1,3,9341-d8fc6b51-d708-4560-9d12-ca1928bae890.csv,1118-9b9948fa-745f-44f2-8240-4254dc085d09,second,0.45833333333333276,1
2016-10-24-13-6-45-405,2,3,5757-f2e119ea-efba-4b77-8e6e-441a43476bd5.csv,1125-3dbd6399-5c1f-41a3-8f97-9d76e3cf3a93,first,0.10333333333333362,2
2016-10-24-13-6-45-405,2,3,5757-f2e119ea-efba-4b77-8e6e-441a43476bd5.csv,1125-3dbd6399-5c1f-41a3-8f97-9d76e3cf3a93,second,0.11000000000000026,2
2016-10-24-13-6-45-405,2,3,5757-f2e119ea-efba-4b77-8e6e-441a43476bd5.csv,1168-1e4fb516-65e3-4c70-b4f2-374628e8e75f,first,0.17333333333333387,2
2016-10-24-13-6-45-405,2,3,5757-f2e119ea-efba-4b77-8e6e-441a43476bd5.csv,1168-1e4fb516-65e3-4c70-b4f2-374628e8e75f,second,0.1158333333333331,2
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,4085-773dcf09-2e19-4ec1-a8fb-8753e1ef8a60,first,0.13499999999999976,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,4085-773dcf09-2e19-4ec1-a8fb-8753e1ef8a60,second,0.1416666666666669,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,7300-cc8188ad-6475-4485-9425-b7d472188885,first,0.061666666666666425,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,7300-cc8188ad-6475-4485-9425-b7d472188885,second,0.1500000000000008,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,8229-bbfd5973-cd09-46a9-b70e-da4ddb7877b7,first,0.13749999999999798,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,8229-bbfd5973-cd09-46a9-b70e-da4ddb7877b7,second,0.09083333333333327,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,8428-9b619fee-212f-4f8b-8025-addb228fc101,first,0.04166666666666669,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,8428-9b619fee-212f-4f8b-8025-addb228fc101,second,0.1425000000000006,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,8433-e87858da-7882-4f7a-838a-364af47f1ffc,first,0.10666666666666676,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,8433-e87858da-7882-4f7a-838a-364af47f1ffc,second,0.08666666666666703,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,9091-d89162dd-274e-481d-94e6-2bfca620adb0,first,0.09500000000000054,6
2016-10-24-13-7-7-449,6,0,7805-33b49f60-793d-4b32-ad0d-27083604e760.csv,9091-d89162dd-274e-481d-94e6-2bfca620adb0,second,0.06916666666666653,6
2016-10-24-13-9-12-703,3,0,2383-2972b5a9-bbfd-4682-b6d8-6f5bda5ae37f.csv,0055-df4c594d-201c-4d4d-be63-4841376664ca,first,0.1583333333333333,2
2016-10-24-13-9-12-703,3,0,2383-2972b5a9-bbfd-4682-b6d8-6f5bda5ae37f.csv,0055-df4c594d-201c-4d4d-be63-4841376664ca,second,0.1691666666666663,2
2016-10-24-13-9-12-703,3,0,2383-2972b5a9-bbfd-4682-b6d8-6f5bda5ae37f.csv,0403-50eb16af-b060-41bd-8458-08aa7ab3ede6,first,0.24333333333333354,2
2016-10-24-13-9-12-703,3,0,2383-2972b5a9-bbfd-4682-b6d8-6f5bda5ae37f.csv,0403-50eb16af-b060-41bd-8458-08aa7ab3ede6,second,0.14749999999999938,2
2016-10-24-14-12-20-131,3,0,5976-6d71db76-e68a-4471-984d-020d1324d780.csv,9931-2fa8bc2f-75db-4025-a1e6-191cba63ec9f,first,0.1958333333333337,1
2016-10-24-14-12-20-131,3,0,5976-6d71db76-e68a-4471-984d-020d1324d780.csv,9931-2fa8bc2f-75db-4025-a1e6-191cba63ec9f,second,0.17916666666666636,1
2016-10-24-14-19-18-84,6,2,4981-1e49fb44-c73a-40b6-a0b5-71f3ed1fc009.csv,4769-f46852b2-7363-47db-a615-f4d787057a9d,first,0.054166666666666516,1
2016-10-24-14-19-18-84,6,2,4981-1e49fb44-c73a-40b6-a0b5-71f3ed1fc009.csv,4769-f46852b2-7363-47db-a615-f4d787057a9d,second,0.025833333333333604,1
2016-10-24-14-23-49-325,3,0,6617-c902db92-1cf5-4d47-b01c-bfae205bd4d6.csv,3088-0a586f00-538d-43c3-b2f0-88473e7fe95b,first,0.17666666666666617,1
2016-10-24-14-23-49-325,3,0,6617-c902db92-1cf5-4d47-b01c-bfae205bd4d6.csv,3088-0a586f00-538d-43c3-b2f0-88473e7fe95b,second,0.14916666666666545,1
2016-10-24-14-47-18-925,6,2,1019-5f25896d-8537-4290-b1d9-6d81352171ee.csv,1519-e8aef4ad-d72c-4f1a-b6ea-485fda28cb4b,first,0.05083333333333327,1
2016-10-24-14-47-18-925,6,2,1019-5f25896d-8537-4290-b1d9-6d81352171ee.csv,1519-e8aef4ad-d72c-4f1a-b6ea-485fda28cb4b,second,0.029999999999999662,1
2016-10-24-14-50-54-413,3,1,0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732.csv,1220-8383c881-ef9a-4ac3-9484-37c271a4e49e,first,0.06916666666666658,3
2016-10-24-14-50-54-413,3,1,0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732.csv,1220-8383c881-ef9a-4ac3-9484-37c271a4e49e,second,0.3033333333333331,3
2016-10-24-14-50-54-413,3,1,0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732.csv,7282-dc3e9b50-3962-4c1b-92a3-1fd57b2bc778,first,0.05916666666666683,3
2016-10-24-14-50-54-413,3,1,0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732.csv,7282-dc3e9b50-3962-4c1b-92a3-1fd57b2bc778,second,0.24333333333333365,3
2016-10-24-14-50-54-413,3,1,0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732.csv,7363-4078fb9b-8d3f-4338-b21c-891b8c168645,first,0.18000000000000022,3
2016-10-24-14-50-54-413,3,1,0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732.csv,7363-4078fb9b-8d3f-4338-b21c-891b8c168645,second,0.3274999999999997,3
2016-10-24-14-7-5-793,2,0,6350-e0f49aee-4039-44d3-9df2-fbd8d88d72ae.csv,1081-862e39e3-49d0-47f8-8b7d-76a62e2a10a8,first,0.16000000000000067,2
2016-10-24-14-7-5-793,2,0,6350-e0f49aee-4039-44d3-9df2-fbd8d88d72ae.csv,1081-862e39e3-49d0-47f8-8b7d-76a62e2a10a8,second,0.2016666666666662,2
2016-10-24-14-7-5-793,2,0,6350-e0f49aee-4039-44d3-9df2-fbd8d88d72ae.csv,9978-c3095c46-e1e5-4075-80be-53b49741f592,first,0.19666666666666707,2
2016-10-24-14-7-5-793,2,0,6350-e0f49aee-4039-44d3-9df2-fbd8d88d72ae.csv,9978-c3095c46-e1e5-4075-80be-53b49741f592,second,0.12333333333333284,2
2016-10-24-15-1-36-896,3,1,2937-c44d093e-2c0f-462e-b6d1-211844306acc.csv,4607-bea52dcb-5837-4acf-979d-af2b956bb4d5,first,0.25499999999999945,3
2016-10-24-15-1-36-896,3,1,2937-c44d093e-2c0f-462e-b6d1-211844306acc.csv,4607-bea52dcb-5837-4acf-979d-af2b956bb4d5,second,0.21166666666666703,3
2016-10-24-15-1-36-896,3,1,2937-c44d093e-2c0f-462e-b6d1-211844306acc.csv,9196-8c545ad7-32a0-4a16-a430-8f096daafc3c,first,0.1941666666666687,3
2016-10-24-15-1-36-896,3,1,2937-c44d093e-2c0f-462e-b6d1-211844306acc.csv,9196-8c545ad7-32a0-4a16-a430-8f096daafc3c,second,0.25583333333333236,3
2016-10-24-15-1-36-896,3,1,2937-c44d093e-2c0f-462e-b6d1-211844306acc.csv,9886-18f50789-fa56-4414-854a-d0b8e3787a81,first,0.27999999999999986,3
2016-10-24-15-1-36-896,3,1,2937-c44d093e-2c0f-462e-b6d1-211844306acc.csv,9886-18f50789-fa56-4414-854a-d0b8e3787a81,second,0.2975000000000005,3
2016-10-24-15-11-49-615,4,1,9020-7979445c-f011-4407-9123-3faff5febbec.csv,5138-63b8547d-f7a8-4ee2-93f5-f421c34ae665,first,0.19250000000000098,3
2016-10-24-15-11-49-615,4,1,9020-7979445c-f011-4407-9123-3faff5febbec.csv,5138-63b8547d-f7a8-4ee2-93f5-f421c34ae665,second,0.11166666666666678,3
2016-10-24-15-11-49-615,4,1,9020-7979445c-f011-4407-9123-3faff5febbec.csv,6426-f613ed5b-56e3-4cb3-ad5e-69fdcf45e4f4,first,0.3025000000000015,3
2016-10-24-15-11-49-615,4,1,9020-7979445c-f011-4407-9123-3faff5febbec.csv,6426-f613ed5b-56e3-4cb3-ad5e-69fdcf45e4f4,second,0.22666666666666674,3
2016-10-24-15-11-49-615,4,1,9020-7979445c-f011-4407-9123-3faff5febbec.csv,9720-d3866b41-b553-43f9-8b1a-0b0f1a3c0062,first,0.22749999999999873,3
2016-10-24-15-11-49-615,4,1,9020-7979445c-f011-4407-9123-3faff5febbec.csv,9720-d3866b41-b553-43f9-8b1a-0b0f1a3c0062,second,0.18833333333333388,3
2016-10-24-15-14-28-485,1,3,5472-94c90e0d-939f-475e-9bf9-16dbe461e678.csv,1619-0f7ebb74-4bf5-4c4f-9823-955b0b6ea9c8,first,0.16166666666666624,1
2016-10-24-15-14-28-485,1,3,5472-94c90e0d-939f-475e-9bf9-16dbe461e678.csv,1619-0f7ebb74-4bf5-4c4f-9823-955b0b6ea9c8,second,0.13166666666666607,1
2016-10-24-15-14-55-314,4,3,1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2.csv,0459-cabfd51f-7a09-40f9-b606-52625057d348,first,0.2416666666666701,3
2016-10-24-15-14-55-314,4,3,1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2.csv,0459-cabfd51f-7a09-40f9-b606-52625057d348,second,0.28999999999999804,3
2016-10-24-15-14-55-314,4,3,1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2.csv,7444-360b095f-7e05-4281-b70d-3b16b382c29f,first,0.22833333333333428,3
2016-10-24-15-14-55-314,4,3,1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2.csv,7444-360b095f-7e05-4281-b70d-3b16b382c29f,second,0.3666666666666665,3
2016-10-24-15-14-55-314,4,3,1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2.csv,8981-363e1b0a-43d6-4715-8f08-c31ab6b0aa7f,first,0.23500000000000035,3
2016-10-24-15-14-55-314,4,3,1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2.csv,8981-363e1b0a-43d6-4715-8f08-c31ab6b0aa7f,second,0.1725000000000004,3
2016-10-24-15-18-10-860,1,0,1355-7b5ddd47-069b-4fd9-93a6-ae1f0be3f9db.csv,1435-8ead8397-c56b-41e5-8f73-44d1dcd3a2a1,first,0.08166666666666804,1
2016-10-24-15-18-10-860,1,0,1355-7b5ddd47-069b-4fd9-93a6-ae1f0be3f9db.csv,1435-8ead8397-c56b-41e5-8f73-44d1dcd3a2a1,second,0.20249999999999949,1
2016-10-24-15-18-24-777,4,2,6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7.csv,4685-ef77ee72-ad33-4256-953a-ba8eba7f3b32,first,0.2691666666666685,3
2016-10-24-15-18-24-777,4,2,6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7.csv,4685-ef77ee72-ad33-4256-953a-ba8eba7f3b32,second,0.16750000000000045,3
2016-10-24-15-18-24-777,4,2,6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7.csv,6228-35921057-6646-4b07-ad93-51712e0c2818,first,0.1374999999999984,3
2016-10-24-15-18-24-777,4,2,6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7.csv,6228-35921057-6646-4b07-ad93-51712e0c2818,second,0.2891666666666668,3
2016-10-24-15-18-24-777,4,2,6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7.csv,7934-8d48e100-5b6e-4780-9ef6-def33fd48f33,first,0.24833333333333232,3
2016-10-24-15-18-24-777,4,2,6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7.csv,7934-8d48e100-5b6e-4780-9ef6-def33fd48f33,second,0.38666666666666505,3
2016-10-24-15-21-41-916,4,0,5472-a83051f2-8161-49f3-9678-8fcda11c8bc2.csv,5593-d30fdada-55a1-46dc-8a99-b490f93ad860,first,0.06333333333333399,2
2016-10-24-15-21-41-916,4,0,5472-a83051f2-8161-49f3-9678-8fcda11c8bc2.csv,5593-d30fdada-55a1-46dc-8a99-b490f93ad860,second,0.042499999999999656,2
2016-10-24-15-21-41-916,4,0,5472-a83051f2-8161-49f3-9678-8fcda11c8bc2.csv,5883-b79856b5-80cd-4dc1-bfa6-c3feec7d8826,first,0.14166666666666689,2
2016-10-24-15-21-41-916,4,0,5472-a83051f2-8161-49f3-9678-8fcda11c8bc2.csv,5883-b79856b5-80cd-4dc1-bfa6-c3feec7d8826,second,0.20500000000000138,2
2016-10-24-15-24-33-173,6,0,2879-d66cabd3-8be6-414c-806c-53f0c1f4f210.csv,4671-6e51dabc-f79d-4f94-b788-f068c3888493,first,0.1166666666666664,2
2016-10-24-15-24-33-173,6,0,2879-d66cabd3-8be6-414c-806c-53f0c1f4f210.csv,4671-6e51dabc-f79d-4f94-b788-f068c3888493,second,0.13583333333333317,2
2016-10-24-15-24-33-173,6,0,2879-d66cabd3-8be6-414c-806c-53f0c1f4f210.csv,6619-60324359-fd86-4fc3-8e03-6f1e0720ca6b,first,0.23000000000000068,2
2016-10-24-15-24-33-173,6,0,2879-d66cabd3-8be6-414c-806c-53f0c1f4f210.csv,6619-60324359-fd86-4fc3-8e03-6f1e0720ca6b,second,0.28250000000000064,2
2016-10-24-15-27-53-515,1,0,3183-bf962516-3301-44a5-94e8-418a6795bf40.csv,7755-d88d08c6-8f3e-4331-bab9-203b2e96f6b4,first,0.16583333333333353,1
2016-10-24-15-27-53-515,1,0,3183-bf962516-3301-44a5-94e8-418a6795bf40.csv,7755-d88d08c6-8f3e-4331-bab9-203b2e96f6b4,second,0.08166666666666642,1
2016-10-24-15-3-19-539,3,0,0504-6795c88d-0e7e-4847-8c2a-eda65141da88.csv,3849-5b00b820-f38b-45ec-982c-ea046ddc0e84,first,0.23000000000000023,3
2016-10-24-15-3-19-539,3,0,0504-6795c88d-0e7e-4847-8c2a-eda65141da88.csv,3849-5b00b820-f38b-45ec-982c-ea046ddc0e84,second,0.08166666666666642,3
2016-10-24-15-3-19-539,3,0,0504-6795c88d-0e7e-4847-8c2a-eda65141da88.csv,5288-97fed6be-d57e-4a87-8e9b-1352821e00db,first,0.25,3
2016-10-24-15-3-19-539,3,0,0504-6795c88d-0e7e-4847-8c2a-eda65141da88.csv,5288-97fed6be-d57e-4a87-8e9b-1352821e00db,second,0.26416666666666644,3
2016-10-24-15-3-19-539,3,0,0504-6795c88d-0e7e-4847-8c2a-eda65141da88.csv,8954-1f283aaa-c090-4433-8ef0-cb765a387929,first,0.28833333333333294,3
2016-10-24-15-3-19-539,3,0,0504-6795c88d-0e7e-4847-8c2a-eda65141da88.csv,8954-1f283aaa-c090-4433-8ef0-cb765a387929,second,0.247499999999999,3
2016-10-24-15-31-23-599,6,2,1576-32301add-558e-485c-ba14-17b23d872525.csv,6558-84e9ea48-1d68-4da7-8e56-c7635d0376b3,first,0.11916666666666657,1
2016-10-24-15-31-23-599,6,2,1576-32301add-558e-485c-ba14-17b23d872525.csv,6558-84e9ea48-1d68-4da7-8e56-c7635d0376b3,second,0.2783333333333331,1
2016-10-24-15-39-1-35,3,2,2942-60e89cba-9512-44c7-acb3-fd514bfb4490.csv,2785-5ec3fe9f-b4a1-4b09-b9b7-35dcc24f9b35,first,0.15333333333333357,1
2016-10-24-15-39-1-35,3,2,2942-60e89cba-9512-44c7-acb3-fd514bfb4490.csv,2785-5ec3fe9f-b4a1-4b09-b9b7-35dcc24f9b35,second,0.16083333333333236,1
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,0983-ef70e753-b489-40fa-b341-b11f51230ae8,first,0.3941666666666677,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,0983-ef70e753-b489-40fa-b341-b11f51230ae8,second,0.3833333333333314,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,3433-0f6b34bf-a6d4-4e17-8250-29ed960a834a,first,0.27333333333333326,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,3433-0f6b34bf-a6d4-4e17-8250-29ed960a834a,second,0.25583333333333286,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,3827-be9c52ca-a433-4717-b955-0b190f159559,first,0.29000000000000054,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,3827-be9c52ca-a433-4717-b955-0b190f159559,second,0.3808333333333322,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,5154-d3fcee29-b3f9-4108-965c-549e6df5cfd2,first,0.2283333333333337,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,5154-d3fcee29-b3f9-4108-965c-549e6df5cfd2,second,0.26416666666666627,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,9975-b7766526-2fe8-45eb-9d19-fab700853512,first,0.13499999999999973,5
2016-10-24-15-4-0-639,5,2,5196-fdc43135-dbcb-4c72-9883-89dbee181091.csv,9975-b7766526-2fe8-45eb-9d19-fab700853512,second,0.18333333333333315,5
2016-10-24-15-4-33-198,1,1,9068-4251c70b-35d6-43b4-8be4-6ee99ca9239f.csv,6014-0aa6c867-c143-4f04-8acb-876a6bb314c9,first,0.09333333333333306,1
2016-10-24-15-4-33-198,1,1,9068-4251c70b-35d6-43b4-8be4-6ee99ca9239f.csv,6014-0aa6c867-c143-4f04-8acb-876a6bb314c9,second,0.20083333333333314,1
2016-10-24-15-4-45-875,2,2,9754-14134c55-a482-4249-82bc-c3508e835f81.csv,3170-875fbecf-d420-4a5d-a0db-3526ee28f0d3,first,0.03916666666666675,2
2016-10-24-15-4-45-875,2,2,9754-14134c55-a482-4249-82bc-c3508e835f81.csv,3170-875fbecf-d420-4a5d-a0db-3526ee28f0d3,second,0.08000000000000128,2
2016-10-24-15-4-45-875,2,2,9754-14134c55-a482-4249-82bc-c3508e835f81.csv,3503-8386b374-bef6-428f-99ab-e8067061f55b,first,0.06666666666666683,2
2016-10-24-15-4-45-875,2,2,9754-14134c55-a482-4249-82bc-c3508e835f81.csv,3503-8386b374-bef6-428f-99ab-e8067061f55b,second,0.13666666666666727,2
2016-10-24-15-4-49-574,1,1,0962-f0076f79-6e6e-4f67-b7c7-d381b3d8cb18.csv,7177-7c385702-4702-411e-94ea-a3b88f4e6683,first,0.11333333333333194,1
2016-10-24-15-4-49-574,1,1,0962-f0076f79-6e6e-4f67-b7c7-d381b3d8cb18.csv,7177-7c385702-4702-411e-94ea-a3b88f4e6683,second,0.3391666666666677,1
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,2147-54d63bb9-ba28-4583-a3a2-dea27816574e,first,0.1708333333333331,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,2147-54d63bb9-ba28-4583-a3a2-dea27816574e,second,0.21499999999999997,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,6569-3d24e82d-f252-4e04-8443-226467b217c8,first,0.12250000000000003,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,6569-3d24e82d-f252-4e04-8443-226467b217c8,second,0.21833333333333302,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,6679-8d938981-2353-4408-9e2d-72bbfb955104,first,0.08999999999999958,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,6679-8d938981-2353-4408-9e2d-72bbfb955104,second,0.07166666666666664,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,9977-225ef4df-5fe6-49e4-ab7d-913764699eb0,first,0.29333333333333245,4
2016-10-24-15-4-57-410,4,3,6396-a3ff2fd4-7535-4f6b-99f7-1a540ead2515.csv,9977-225ef4df-5fe6-49e4-ab7d-913764699eb0,second,0.26416666666666605,4
2016-10-24-15-42-2-285,4,0,9817-d4e9b5e0-9334-4c99-aca9-6f2b29b25321.csv,0113-5d9a38d4-7ec0-42c8-96cf-b73909235e6b,first,0.08083333333333324,2
2016-10-24-15-42-2-285,4,0,9817-d4e9b5e0-9334-4c99-aca9-6f2b29b25321.csv,0113-5d9a38d4-7ec0-42c8-96cf-b73909235e6b,second,0.09583333333333274,2
2016-10-24-15-42-2-285,4,0,9817-d4e9b5e0-9334-4c99-aca9-6f2b29b25321.csv,4327-4ee64b2e-75b5-44e7-9359-f1ae4d1e6c7a,first,0.06833333333333348,2
2016-10-24-15-42-2-285,4,0,9817-d4e9b5e0-9334-4c99-aca9-6f2b29b25321.csv,4327-4ee64b2e-75b5-44e7-9359-f1ae4d1e6c7a,second,0.1474999999999994,2
2016-10-24-15-48-45-921,2,1,6035-f907fc61-f2df-41f6-93d8-1b503f226ae1.csv,9662-74477d6c-81fe-484c-adf0-8c807677cec7,first,0.2341666666666665,1
2016-10-24-15-48-45-921,2,1,6035-f907fc61-f2df-41f6-93d8-1b503f226ae1.csv,9662-74477d6c-81fe-484c-adf0-8c807677cec7,second,0.2350000000000003,1
2016-10-24-15-48-5-306,1,0,3650-836ec119-6afa-4ca4-8d8c-952639893c54.csv,0736-87d57a8e-3c1e-4c66-9745-b566c7c16ce2,first,0.10583333333333356,1
2016-10-24-15-48-5-306,1,0,3650-836ec119-6afa-4ca4-8d8c-952639893c54.csv,0736-87d57a8e-3c1e-4c66-9745-b566c7c16ce2,second,0.2691666666666677,1
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,0549-d5991c03-cfc9-482a-a8c7-f0585b4bd6e9,first,0.2083333333333335,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,0549-d5991c03-cfc9-482a-a8c7-f0585b4bd6e9,second,0.3033333333333358,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,0610-d595e617-0252-4dfb-a711-8ea8256cd705,first,0.3375000000000009,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,0610-d595e617-0252-4dfb-a711-8ea8256cd705,second,0.34083333333333315,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,1599-da267351-e965-479b-af99-c4d817da4d8a,first,0.27166666666666556,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,1599-da267351-e965-479b-af99-c4d817da4d8a,second,0.4191666666666668,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,7712-4eab7ca0-dfc2-4624-bb6d-8ed74635b628,first,0.344166666666667,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,7712-4eab7ca0-dfc2-4624-bb6d-8ed74635b628,second,0.4041666666666665,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,7945-daebb3e3-66f6-4e23-8258-b51fe77167be,first,0.1875,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,7945-daebb3e3-66f6-4e23-8258-b51fe77167be,second,0.32333333333333336,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,9171-32bbe75e-dd84-479c-bebc-c6b637680507,first,0.25583333333333236,6
2016-10-24-15-5-29-409,6,0,6044-510cb1cf-c18b-4626-bc72-52bfdbfa577d.csv,9171-32bbe75e-dd84-479c-bebc-c6b637680507,second,0.35083333333333294,6
2016-10-24-15-5-41-644,2,0,0608-c1aa8f54-bdc8-4072-969b-b6f8f85a7913.csv,7293-d8ce5d62-e5b5-4dfd-aad6-ca647e460de7,first,0.18416666666666615,2
