,PID,Bg,Bg Match,Nearest Goal,Goal Hits,Asocial Goal Hits,Social Index,Social Strategy,RME Score
0,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,matched,close,1.0,1.0,0.0,1.0,0.8888888888888888
1,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,mismatch,close,1.0,1.0,0.0,1.0,0.8888888888888888
2,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,matched,far,0.4264705882352941,0.4117647058823529,0.01470588235294118,1.0,0.8888888888888888
3,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,mismatch,far,0.4264705882352941,0.4117647058823529,0.01470588235294118,1.0,0.8888888888888888
4,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,matched,close,1.0,1.0,0.0,1.0,0.3333333333333333
5,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,mismatch,close,1.0,1.0,0.0,1.0,0.3333333333333333
6,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,matched,far,0.0,0.0,0.0,1.0,0.3333333333333333
7,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,mismatch,far,0.0,0.0,0.0,1.0,0.3333333333333333
8,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,matched,close,1.0,1.0,0.0,1.0,0.8055555555555556
9,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,mismatch,close,1.0,1.0,0.0,1.0,0.8055555555555556
10,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,matched,far,0.0,0.11764705882352941,-0.11764705882352941,1.0,0.8055555555555556
11,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,mismatch,far,0.0,0.11764705882352941,-0.11764705882352941,1.0,0.8055555555555556
12,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,matched,close,1.0,1.0,0.0,1.0,0.8888888888888888
13,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,mismatch,close,1.0,1.0,0.0,1.0,0.8888888888888888
14,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,matched,far,0.35294117647058826,0.0,0.35294117647058826,1.0,0.8888888888888888
15,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,mismatch,far,0.35294117647058826,0.0,0.35294117647058826,1.0,0.8888888888888888
16,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,matched,close,1.0,1.0,0.0,1.0,0.7777777777777778
17,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,mismatch,close,1.0,1.0,0.0,1.0,0.7777777777777778
18,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,matched,far,0.22058823529411764,0.19117647058823528,0.02941176470588236,1.0,0.7777777777777778
19,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,mismatch,far,0.22058823529411764,0.19117647058823528,0.02941176470588236,1.0,0.7777777777777778
20,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,matched,close,1.0,1.0,0.0,1.0,0.5277777777777778
21,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,mismatch,close,1.0,1.0,0.0,1.0,0.5277777777777778
22,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,matched,far,0.39705882352941174,0.07352941176470588,0.32352941176470584,1.0,0.5277777777777778
23,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,mismatch,far,0.39705882352941174,0.07352941176470588,0.32352941176470584,1.0,0.5277777777777778
24,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,matched,close,1.0,1.0,0.0,0.0,0.4166666666666667
25,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,mismatch,close,1.0,1.0,0.0,0.0,0.4166666666666667
26,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,matched,far,0.04411764705882353,0.04411764705882353,0.0,0.0,0.4166666666666667
27,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,mismatch,far,0.04411764705882353,0.04411764705882353,0.0,0.0,0.4166666666666667
28,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,matched,close,1.0,1.0,0.0,1.0,0.8333333333333334
29,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,mismatch,close,1.0,1.0,0.0,1.0,0.8333333333333334
30,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,matched,far,0.25,0.39705882352941174,-0.14705882352941174,1.0,0.8333333333333334
31,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,mismatch,far,0.25,0.39705882352941174,-0.14705882352941174,1.0,0.8333333333333334
32,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,matched,close,0.9411764705882353,1.0,-0.05882352941176472,1.0,0.7222222222222222
33,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,mismatch,close,0.9411764705882353,1.0,-0.05882352941176472,1.0,0.7222222222222222
34,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,matched,far,0.4411764705882353,0.27941176470588236,0.16176470588235292,1.0,0.7222222222222222
35,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,mismatch,far,0.4411764705882353,0.27941176470588236,0.16176470588235292,1.0,0.7222222222222222
36,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,matched,close,1.0,0.9705882352941176,0.02941176470588236,1.0,0.8055555555555556
37,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,mismatch,close,1.0,0.9705882352941176,0.02941176470588236,1.0,0.8055555555555556
38,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,matched,far,0.0,0.0,0.0,1.0,0.8055555555555556
39,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,mismatch,far,0.0,0.0,0.0,1.0,0.8055555555555556
40,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,matched,close,1.0,1.0,0.0,0.0,0.6111111111111112
41,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,mismatch,close,1.0,1.0,0.0,0.0,0.6111111111111112
42,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,matched,far,0.7205882352941176,0.11764705882352941,0.6029411764705882,0.0,0.6111111111111112
43,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,mismatch,far,0.7205882352941176,0.11764705882352941,0.6029411764705882,0.0,0.6111111111111112
44,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,matched,close,1.0,1.0,0.0,0.0,0.4166666666666667
45,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,mismatch,close,1.0,1.0,0.0,0.0,0.4166666666666667
46,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,matched,far,0.0,0.7352941176470589,-0.7352941176470589,0.0,0.4166666666666667
47,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,mismatch,far,0.0,0.7352941176470589,-0.7352941176470589,0.0,0.4166666666666667
52,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,matched,close,1.0,0.8676470588235294,0.13235294117647056,0.0,0.4444444444444444
53,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,mismatch,close,1.0,0.8676470588235294,0.13235294117647056,0.0,0.4444444444444444
54,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,matched,far,0.36764705882352944,0.0,0.36764705882352944,0.0,0.4444444444444444
55,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,mismatch,far,0.36764705882352944,0.0,0.36764705882352944,0.0,0.4444444444444444
56,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,matched,close,1.0,1.0,0.0,1.0,0.8888888888888888
57,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,mismatch,close,1.0,1.0,0.0,1.0,0.8888888888888888
58,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,matched,far,0.0,0.16176470588235295,-0.16176470588235295,1.0,0.8888888888888888
59,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,mismatch,far,0.0,0.16176470588235295,-0.16176470588235295,1.0,0.8888888888888888
60,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,matched,close,1.0,1.0,0.0,1.0,0.75
