,PID,Bg,Bg Match,Nearest Goal,Goal Hits,Asocial Goal Hits,Social Index,Social Strategy,RME Score
61,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,mismatch,close,1.0,1.0,0.0,1.0,0.75
62,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,matched,far,0.0,0.0,0.0,1.0,0.75
63,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,mismatch,far,0.0,0.0,0.0,1.0,0.75
64,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,matched,close,1.0,1.0,0.0,0.0,0.6111111111111112
65,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,mismatch,close,1.0,1.0,0.0,0.0,0.6111111111111112
66,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,matched,far,0.22058823529411764,0.0,0.22058823529411764,0.0,0.6111111111111112
67,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,mismatch,far,0.22058823529411764,0.0,0.22058823529411764,0.0,0.6111111111111112
68,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,matched,close,1.0,1.0,0.0,0.0,0.8888888888888888
69,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,mismatch,close,1.0,1.0,0.0,0.0,0.8888888888888888
70,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,matched,far,0.0,0.0,0.0,0.0,0.8888888888888888
71,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,mismatch,far,0.0,0.0,0.0,0.0,0.8888888888888888
72,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,matched,close,1.0,1.0,0.0,1.0,0.8611111111111112
73,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,mismatch,close,1.0,1.0,0.0,1.0,0.8611111111111112
74,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,matched,far,0.35294117647058826,0.0,0.35294117647058826,1.0,0.8611111111111112
75,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,mismatch,far,0.35294117647058826,0.0,0.35294117647058826,1.0,0.8611111111111112
76,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,matched,close,1.0,1.0,0.0,1.0,0.3888888888888889
77,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,mismatch,close,1.0,1.0,0.0,1.0,0.3888888888888889
78,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,matched,far,0.39705882352941174,0.5588235294117647,-0.16176470588235298,1.0,0.3888888888888889
79,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,mismatch,far,0.39705882352941174,0.5588235294117647,-0.16176470588235298,1.0,0.3888888888888889
80,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,matched,close,1.0,1.0,0.0,0.0,0.8888888888888888
81,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,mismatch,close,1.0,1.0,0.0,0.0,0.8888888888888888
82,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,matched,far,0.19117647058823528,0.0,0.19117647058823528,0.0,0.8888888888888888
83,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,mismatch,far,0.19117647058823528,0.0,0.19117647058823528,0.0,0.8888888888888888
84,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,matched,close,1.0,1.0,0.0,1.0,0.7222222222222222
85,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,mismatch,close,1.0,1.0,0.0,1.0,0.7222222222222222
86,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,matched,far,0.3382352941176471,0.11764705882352941,0.22058823529411767,1.0,0.7222222222222222
87,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,mismatch,far,0.3382352941176471,0.11764705882352941,0.22058823529411767,1.0,0.7222222222222222
88,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,matched,close,1.0,1.0,0.0,1.0,0.6666666666666666
89,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,mismatch,close,1.0,1.0,0.0,1.0,0.6666666666666666
90,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,matched,far,0.17647058823529413,0.75,-0.5735294117647058,1.0,0.6666666666666666
91,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,mismatch,far,0.17647058823529413,0.75,-0.5735294117647058,1.0,0.6666666666666666
92,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,matched,close,1.0,1.0,0.0,1.0,0.8333333333333334
93,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,mismatch,close,1.0,1.0,0.0,1.0,0.8333333333333334
94,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,matched,far,0.11764705882352941,0.0,0.11764705882352941,1.0,0.8333333333333334
95,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,mismatch,far,0.11764705882352941,0.0,0.11764705882352941,1.0,0.8333333333333334
96,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,matched,close,1.0,1.0,0.0,1.0,0.8333333333333334
97,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,mismatch,close,1.0,1.0,0.0,1.0,0.8333333333333334
98,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,matched,far,0.27941176470588236,0.0,0.27941176470588236,1.0,0.8333333333333334
99,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,mismatch,far,0.27941176470588236,0.0,0.27941176470588236,1.0,0.8333333333333334
100,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,matched,close,1.0,1.0,0.0,0.0,0.8611111111111112
101,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,mismatch,close,1.0,1.0,0.0,0.0,0.8611111111111112
102,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,matched,far,0.0,0.0,0.0,0.0,0.8611111111111112
103,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,mismatch,far,0.0,0.0,0.0,0.0,0.8611111111111112
104,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,matched,close,1.0,1.0,0.0,1.0,0.8333333333333334
105,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,mismatch,close,1.0,1.0,0.0,1.0,0.8333333333333334
106,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,matched,far,0.5882352941176471,0.10294117647058823,0.4852941176470589,1.0,0.8333333333333334
107,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,mismatch,far,0.5882352941176471,0.10294117647058823,0.4852941176470589,1.0,0.8333333333333334
108,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,matched,close,1.0,1.0,0.0,1.0,0.8888888888888888
109,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,mismatch,close,1.0,1.0,0.0,1.0,0.8888888888888888
110,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,matched,far,0.0,0.0,0.0,1.0,0.8888888888888888
111,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,mismatch,far,0.0,0.0,0.0,1.0,0.8888888888888888
