pid,tick,latency
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,2403,27.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,2403,51
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,0,28
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,0,52.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,1,28
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,1,54
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,2,27
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,2,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,3,27
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,3,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,4,38
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,4,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,5,34.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,5,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,6,34
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,6,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,7,30
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,7,51
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,8,59.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,8,100
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,9,54.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,9,65.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,10,46
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,10,53.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,11,27
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,11,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,12,26
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,12,51.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,13,28.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,13,51.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,14,27.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,14,52.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,15,26.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,15,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,16,25
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,16,51.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,17,28.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,17,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,18,26
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,18,54.5
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,19,27.5
2768-e28ea5f5-8010-4125-8cf8-57be61f76b32,19,52
9202-119174a0-c6e3-4f15-9ef6-546d895a3e00,20,31.5
