pid,tick,latency
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,0,740
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,1,885.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,2,823
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,3,760
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,4,698
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,5,635
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,6,572.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,7,510.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,8,447.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,9,2305.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,10,2243.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,11,2180.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,12,2145
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,13,2082.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,14,2020
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,15,1957.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,16,2016
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,17,1953
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,18,1890.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,19,1828
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,20,1765
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,21,1702.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,22,1640
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,23,1577
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,24,1514
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,25,1451.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,26,1388.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,27,1326
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,28,1263
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,29,1200.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,30,1137.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,31,1074.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,32,1012
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,33,949
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,34,886.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,35,823.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,36,761
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,37,698.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,38,635.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,39,572.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,40,509.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,41,447
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,42,384.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,43,321.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,44,259
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,45,196
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,46,133
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,47,99
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,48,62
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,49,79.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,50,47
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,51,37
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,52,30.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,53,29
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,54,29.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,55,27.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,56,33.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,57,31.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,58,39.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,59,42.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,60,38.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,61,180
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,62,146
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,63,83
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,64,46.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,65,42
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,66,55.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,67,48
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,68,44
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,69,45
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,70,44
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,71,170.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,72,141.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,73,104
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,74,67.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,75,30
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,76,47.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,77,47.5
3122-1010f107-6830-44a9-8b5b-b2dfe4f519d6,78,46.5
