pid,tick,latency
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,0,74.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,1,111.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,2,50
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,3,32.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,4,33
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,5,33.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,6,32
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,7,34
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,8,31
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,9,32.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,10,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,11,32
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,12,31
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,13,32
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,14,33
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,15,33
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,16,32
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,17,34
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,18,36
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,19,58
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,20,36.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,21,32.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,22,35
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,23,31
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,24,34
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,25,31
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,26,34
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,27,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,28,32.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,29,31
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,30,32.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,31,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,32,30.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,33,32
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,34,32
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,35,33.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,36,30
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,37,39.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,38,34.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,39,39
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,40,36
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,41,40.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,42,35.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,43,76
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,44,40
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,45,38.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,46,35
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,47,33
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,48,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,49,32.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,50,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,51,37.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,52,34
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,53,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,54,34.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,55,31.5
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,56,33
6882-ef8661d6-74cd-4c31-a791-f807ad40a82f,57,33
