pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,0,visible,260.104,185.238,2.125,59,0.31000000000000005,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,0,visible,311.433,147.432,2.125,271,0.18999999999999995,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,0,visible,356.212,111.312,2.125,96,0.18999999999999995,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,1,visible,261.925,184.144,2.125,59,0.31000000000000005,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,1,visible,309.308,147.395,2.125,271,0.19999999999999996,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,1,visible,358.274,110.798,2.125,76,0.18999999999999995,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,2,visible,263.746,183.05,2.125,59,0.29000000000000004,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,2,visible,307.183,147.358,2.125,271,0.20999999999999996,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,2,visible,360.336,110.284,2.125,76,0.17000000000000004,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,3,visible,265.567,181.956,2.125,59,0.29000000000000004,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,3,visible,305.058,147.321,2.125,271,0.20999999999999996,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,3,visible,362.398,109.77,2.125,76,0.17000000000000004,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,4,visible,267.388,180.862,2.125,59,0.29000000000000004,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,4,visible,302.933,147.284,2.125,271,0.21999999999999997,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,4,visible,364.441,110.356,2.125,106,0.19999999999999996,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,5,visible,268.725,179.211,2.125,39,0.30000000000000004,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,5,visible,300.808,147.247,2.125,271,0.21999999999999997,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,5,visible,366.262,111.45,2.125,121,0.19999999999999996,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,6,visible,268.688,177.086,2.125,359,0.31000000000000005,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,6,visible,298.683,147.21,2.125,271,0.24,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,6,visible,367.292,113.309,2.125,151,0.18999999999999995,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,7,visible,266.926,175.898,2.125,304,0.31999999999999995,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,7,visible,296.558,147.173,2.125,271,0.24,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,7,visible,367.07,115.422,2.125,186,0.18999999999999995,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,8,visible,261.019,171.914,7.125,304,0.33999999999999997,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,8,visible,294.433,147.136,2.125,271,0.27,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,8,visible,365.821,117.141,2.125,216,0.17000000000000004,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,9,visible,255.112,167.93,7.125,304,0.37,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,9,visible,292.308,147.099,2.125,271,0.28,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,9,visible,363.812,117.833,2.125,251,0.16000000000000003,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,10,visible,249.205,163.946,7.125,304,0.39,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,10,visible,290.183,147.062,2.125,271,0.28,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,10,visible,361.692,117.981,2.125,266,0.17000000000000004,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,11,visible,243.298,159.962,7.125,304,0.42000000000000004,0.59
2796-3ad07113-9e40-426c-8c88-58f104f75d32,11,visible,288.058,147.025,2.125,271,0.27,0.26
5159-c7c428b6-5064-4a89-a754-6fc4b6f6bbcd,11,visible,359.572,118.129,2.125,266,0.17000000000000004,0.19
1239-ace381bb-85bd-48d6-bdce-3fa72ea3ccb8,12,visible,237.391,155.978,7.125,304,0.44999999999999996,0.59
