pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y,on_wall,in_close,in_far,round,round_type,bg_cond,close_cond,sim_num
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,0,visible,480.909,6.542,2.125,38,0,0,0,479.600901735,8.21677125545,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,1,visible,482.217,4.867,2.125,38,0,0,0,479.600901735,8.21677125545,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,2,visible,482.5,3.192,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,3,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,4,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,5,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,6,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,7,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,8,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,9,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,10,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,11,visible,482.5,2.5,2.125,38,0,0,0,479.600901735,8.21677125545,1,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,12,visible,480.414,2.905,2.125,259,0,0,0,390,21,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,13,visible,478.328,3.31,2.125,259,0,0,0,390,21,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,14,visible,476.242,3.715,2.125,259,0,0,0,390,21,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,15,visible,474.156,4.12,2.125,259,0,0,0,390,21,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,16,visible,472.031,4.083,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,17,visible,469.906,4.046,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,18,visible,467.781,4.009,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,19,visible,465.656,3.972,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,20,visible,463.531,3.935,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,21,visible,461.406,3.898,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,22,visible,459.281,3.861,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,23,visible,457.156,3.824,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,24,visible,455.031,3.787,2.125,271,0,0,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,25,visible,452.906,3.75,2.125,271,0,0.01,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,26,visible,450.781,3.713,2.125,271,0,0.01,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,27,visible,448.656,3.676,2.125,271,0,0.01,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,28,visible,446.531,3.639,2.125,271,0,0.01,0,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,29,visible,444.406,3.602,2.125,271,1,0.01,1,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,30,visible,442.281,3.565,2.125,271,1,0.01,1,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,31,visible,440.156,3.528,2.125,271,1,0.01,1,391,3,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,32,visible,440.119,5.653,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,33,visible,440.082,7.778,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,34,visible,440.045,9.903,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,35,visible,440.008,12.028,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,36,visible,439.971,14.153,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,37,visible,439.934,16.278,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,38,visible,439.897,18.403,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,39,visible,439.86,20.528,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,40,visible,439.823,22.653,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,41,visible,439.786,24.778,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,42,visible,439.749,26.903,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,43,visible,439.712,29.028,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,44,visible,439.675,31.153,2.125,181,1,0.01,1,440,29,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,45,visible,440.924,29.434,2.125,36,1,0.01,1,457,6,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,46,visible,442.173,27.715,2.125,36,1,0.02,1,457,6,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,47,visible,443.422,25.996,2.125,36,1,0.02,1,457,6,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,48,visible,444.671,24.277,2.125,36,1,0.02,1,457,6,0,0,0,0,initialVisible1,wall,second,94
0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,49,visible,445.92,22.558,2.125,36,1,0.02,1,457,6,0,0,0,0,initialVisible1,wall,second,94
