pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y,on_wall,in_close,in_far,round,round_type,bg_cond,close_cond,sim_num
8411-dd6c9665-8f08-41a6-892c-30662579fb95,0,visible,123.479,3.536,2.125,48,0,0,0,121.899763662,4.95754491493,0,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,1,visible,125.058,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,2,visible,126.637,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,3,visible,128.216,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,4,visible,129.795,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,5,visible,131.374,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,6,visible,132.953,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,7,visible,134.532,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,8,visible,136.111,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,9,visible,137.69,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,10,visible,139.269,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,11,visible,140.848,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,12,visible,142.427,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,13,visible,144.006,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,14,visible,145.585,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,15,visible,147.164,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,16,visible,148.743,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,17,visible,150.322,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,18,visible,151.901,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,19,visible,153.48,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
8411-dd6c9665-8f08-41a6-892c-30662579fb95,20,visible,155.059,2.5,2.125,48,0,0,0,121.899763662,4.95754491493,1,0,0,0,initialVisible1,wall,second,93
