pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y,on_wall,in_close,in_far,round,round_type,bg_cond,close_cond,sim_num
0117-650c9fbb-7645-46b8-8c90-df959866551a,0,visible,474.136,138.809,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,1,visible,472.485,137.472,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,2,visible,470.834,136.135,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,3,visible,469.183,134.798,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,4,visible,467.532,133.461,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,5,visible,465.881,132.124,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,6,visible,464.23,130.787,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,7,visible,462.579,129.45,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,8,visible,460.928,128.113,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,9,visible,459.277,126.776,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,10,visible,457.626,125.439,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,11,visible,455.975,124.102,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,12,visible,454.324,122.765,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,13,visible,452.673,121.428,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,14,visible,451.022,120.091,2.125,309,0,0,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
0117-650c9fbb-7645-46b8-8c90-df959866551a,15,visible,449.371,118.754,2.125,309,0,0.01,0,475.786941391,140.146765641,0,0,0,0,initialVisible1,spot,second,28
