pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y,on_wall,in_close,in_far,round,round_type,bg_cond,close_cond,sim_num
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,0,visible,268.933,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,1,visible,270.652,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,2,visible,272.371,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,3,visible,274.09,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,4,visible,275.809,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,5,visible,277.528,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,6,visible,279.247,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,7,visible,280.966,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,8,visible,282.685,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,9,visible,284.404,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,10,visible,286.123,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,11,visible,287.842,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,12,visible,289.561,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,13,visible,291.28,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,14,visible,292.999,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,15,visible,294.718,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,16,visible,296.437,2.5,2.125,54,0,0,0,267.214084381,2.5,1,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,17,visible,297.716,4.197,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,18,visible,298.995,5.894,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,19,visible,300.274,7.591,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,20,visible,301.553,9.288,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,21,visible,302.832,10.985,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,22,visible,304.111,12.682,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,23,visible,305.39,14.379,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,24,visible,306.669,16.076,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,25,visible,307.948,17.773,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,26,visible,309.227,19.47,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,27,visible,310.506,21.167,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,28,visible,311.785,22.864,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,29,visible,313.064,24.561,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,30,visible,314.343,26.258,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,31,visible,315.622,27.955,2.125,143,0,0,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,32,visible,316.901,29.652,2.125,143,0,0.01,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,33,visible,318.18,31.349,2.125,143,0,0.01,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,34,visible,319.459,33.046,2.125,143,0,0.01,0,370,101,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,35,visible,321.013,34.495,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,36,visible,322.567,35.944,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,37,visible,324.121,37.393,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,38,visible,325.675,38.842,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,39,visible,327.229,40.291,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,40,visible,328.783,41.74,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,41,visible,330.337,43.189,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,42,visible,331.891,44.638,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,43,visible,333.445,46.087,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,44,visible,334.999,47.536,2.125,133,0,0.01,0,399,107,0,0,0,0,initialVisible1,spot,first,23
9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,45,visible,336.761,48.724,2.125,124,0,0.01,0,426,107,0,0,0,0,initialVisible1,spot,first,23
