pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y,on_wall,in_close,in_far,round,round_type,bg_cond,close_cond,sim_num
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,0,visible,428.399,128.862,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,1,visible,430.201,127.736,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,2,visible,432.003,126.61,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,3,visible,433.805,125.484,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,4,visible,435.607,124.358,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,5,visible,437.409,123.232,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,6,visible,439.211,122.106,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,7,visible,441.013,120.98,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,8,visible,442.815,119.854,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,9,visible,444.617,118.728,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,10,visible,446.419,117.602,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,11,visible,448.221,116.476,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,12,visible,450.023,115.35,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,13,visible,451.825,114.224,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,14,visible,453.627,113.098,2.125,58,0,0,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,15,visible,455.429,111.972,2.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,16,visible,457.231,110.846,2.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,17,visible,463.273,107.07,7.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,18,visible,469.315,103.294,7.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,19,visible,471.117,102.168,2.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,20,visible,472.919,101.042,2.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,21,visible,474.721,99.916,2.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,22,visible,476.523,98.79,2.125,58,0,0.01,0,426.596687829,129.987878889,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,23,visible,482.5,95.014,7.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,24,visible,482.5,93.888,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,25,visible,482.5,92.762,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,26,visible,482.5,92.762,0,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,27,visible,482.5,92.762,0,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,28,visible,482.5,91.636,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,29,visible,482.5,90.51,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,30,visible,482.5,89.384,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,31,visible,482.5,88.258,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,32,visible,482.5,87.132,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,33,visible,482.5,86.006,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,34,visible,482.5,84.88,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,35,visible,482.5,83.754,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,36,visible,482.5,82.628,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,37,visible,482.5,81.502,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,38,visible,482.5,80.376,2.125,58,0,0.01,0,426.596687829,129.987878889,1,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,39,visible,482.022,82.447,2.125,193,0,0.01,0,462,169,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,40,visible,481.544,84.518,2.125,193,0,0.01,0,462,169,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,41,visible,481.066,86.589,2.125,193,0,0.01,0,462,169,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,42,visible,479.972,88.41,2.125,211,0,0.01,0,456,129,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,43,visible,478.878,90.231,2.125,211,0,0.01,0,456,129,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,44,visible,477.784,92.052,2.125,211,0,0.01,0,456,129,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,45,visible,475.685,92.384,2.125,261,0,0.01,0,360,109,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,46,visible,473.586,92.716,2.125,261,0,0.01,0,360,109,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,47,visible,471.487,93.048,2.125,261,0,0.01,0,360,109,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,48,visible,469.546,92.184,2.125,294,0,0.01,0,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,49,visible,467.605,91.32,2.125,294,0,0.01,0,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,50,visible,465.664,90.456,2.125,294,0,0.01,0,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,51,visible,463.723,89.592,2.125,294,0,0.01,0,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,52,visible,461.782,88.728,2.125,294,0,0.01,0,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,53,visible,459.841,87.864,2.125,294,1,0.01,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,54,visible,457.9,87,2.125,294,1,0.01,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,55,visible,455.959,86.136,2.125,294,1,0.01,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,56,visible,455.959,86.136,0,294,1,0.01,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,57,visible,454.018,85.272,2.125,294,1,0.01,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,58,visible,452.077,84.408,2.125,294,1,0.01,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,59,visible,450.136,83.544,2.125,294,1,0.02,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,60,visible,448.195,82.68,2.125,294,1,0.02,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,61,visible,446.254,81.816,2.125,294,1,0.02,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,62,visible,444.313,80.952,2.125,294,1,0.02,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,63,visible,442.372,80.088,2.125,294,1,0.02,1,368,47,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,64,visible,443.56,78.326,2.125,34,1,0.02,1,468,43,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,65,visible,444.39,76.37,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,66,visible,445.22,74.414,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,67,visible,446.05,72.458,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,68,visible,446.88,70.502,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,69,visible,447.71,68.546,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,70,visible,448.54,66.59,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,71,visible,449.37,64.634,2.125,23,1,0.02,1,460,41,0,0,0,0,initialVisible1,spot,first,28
