pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,obs_bg_val,goal_x,goal_y,on_wall,in_close,in_far,round,round_type,bg_cond,close_cond,sim_num
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,0,visible,232.974,3.8,2.125,8,0,0,0,232.678719994,5.90435370668,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,1,visible,233.27,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,2,visible,233.566,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,3,visible,233.862,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,4,visible,234.158,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,5,visible,234.454,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,6,visible,234.75,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,7,visible,235.046,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,8,visible,235.342,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,9,visible,235.638,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,10,visible,236.63,2.5,7.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,11,visible,237.622,2.5,7.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,12,visible,238.614,2.5,7.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,13,visible,239.606,2.5,7.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,14,visible,240.598,2.5,7.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,15,visible,240.894,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,16,visible,241.19,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,17,visible,241.486,2.5,2.125,8,0,0,0,232.678719994,5.90435370668,1,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,18,visible,239.53,3.33,2.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,19,visible,237.574,4.16,2.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,20,visible,235.618,4.99,2.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,21,visible,229.059,7.774,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,22,visible,222.5,10.558,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,23,visible,215.941,13.342,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,24,visible,209.382,16.126,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,25,visible,202.823,18.91,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,26,visible,196.264,21.694,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,27,visible,189.705,24.478,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,28,visible,183.146,27.262,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,29,visible,176.587,30.046,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,30,visible,170.028,32.83,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,31,visible,163.469,35.614,7.125,247,0,0,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,32,visible,156.91,38.398,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,33,visible,150.351,41.182,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,34,visible,143.792,43.966,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,35,visible,137.233,46.75,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,36,visible,130.674,49.534,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,37,visible,124.115,52.318,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,38,visible,117.556,55.102,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,39,visible,110.997,57.886,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,40,visible,104.438,60.67,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,41,visible,97.879,63.454,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,42,visible,91.32,66.238,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,43,visible,84.761,69.022,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,44,visible,78.202,71.806,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,45,visible,71.643,74.59,7.125,247,0,0.01,0,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,46,visible,65.084,77.374,7.125,247,1,0.01,1,36,90,0,0,0,0,initialVisible1,wall,second,55
4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,47,visible,63.128,78.204,2.125,247,1,0.01,1,36,90,0,0,0,0,initialVisible1,wall,second,55
