pid,tick,latency
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,0,323.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,1,590.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,2,528
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,3,465
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,4,401.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,5,338.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,6,294.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,7,233
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,8,170
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,9,107
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,10,43.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,11,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,12,26
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,13,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,14,23.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,15,28
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,16,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,17,32
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,18,23
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,19,24.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,20,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,21,25.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,22,26
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,23,28
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,24,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,25,23.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,26,23
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,27,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,28,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,29,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,30,24.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,31,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,32,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,33,21.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,34,27
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,35,23.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,36,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,37,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,38,26
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,39,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,40,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,41,23
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,42,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,43,24.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,44,23
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,45,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,46,22
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,47,22.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,48,21.5
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,49,23
8109-c2c94149-0d1a-4cf0-85ef-df4af77b533d,50,22.5
