pid,tick,latency
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,0,70
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,1,152.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,2,89
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,3,80
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,4,52.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,5,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,6,51.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,7,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,8,51.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,9,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,10,53
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,11,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,12,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,13,52
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,14,58.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,15,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,16,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,17,53.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,18,53
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,19,56.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,20,56.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,21,56.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,22,53.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,23,55
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,24,54.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,25,54.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,26,52
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,27,53
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,28,52.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,29,52
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,30,54.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,31,52.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,32,53.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,33,53.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,34,54
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,35,53
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,36,51
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,37,50.5
6183-1f0ba242-f1b3-4023-a461-fc1a56fe0bdf,38,51
