pid,tick,latency
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,0,67
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,1,25
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,2,200.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,3,141.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,4,79.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,5,18
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,6,15.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,7,17
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,8,51
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,9,16.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,10,14.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,11,16.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,12,13
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,13,14.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,14,19.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,15,15.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,16,15
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,17,14.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,18,14.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,19,18.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,20,22.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,21,17
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,22,14
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,23,16.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,24,14
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,25,17
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,26,21.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,27,15
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,28,13.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,29,16
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,30,14
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,31,21.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,32,15
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,33,15
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,34,14
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,35,21
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,36,17.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,37,15.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,38,21
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,39,24
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,40,23
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,41,14.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,42,18.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,43,18.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,44,15.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,45,20
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,46,21.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,47,18.5
9286-b5eb1da9-cec3-480a-89b3-4a39751081e4,48,14
