,assigned_n_players,bn_players,difficulty,first_half_score,fn_players,game,hn_players,max_lat,mean_lat,noise,pid,score,second_half_score,wait
100,4,4,,0.019166666666666665,4,2016-10-24-22-14-30-899_4_3_9586-104e8fab-23e7-4f89-abfe-4cd1ba1d1a2d,4,72.5,12.085660691954981,3,0440-2339d8d9-a47b-4d46-a3f1-efb7c931c2e9,0.06375,0.10833333333333334,261
101,4,4,,0.034166666666666665,4,2016-10-24-22-14-30-899_4_3_9586-104e8fab-23e7-4f89-abfe-4cd1ba1d1a2d,4,120.0,34.03939141308879,3,8249-11cf03a9-05a3-4271-9c11-ffcdf0ac431e,0.07041666666666667,0.10666666666666667,933
102,4,4,,0.21166666666666667,4,2016-10-24-22-14-30-899_4_3_9586-104e8fab-23e7-4f89-abfe-4cd1ba1d1a2d,4,61.0,10.092121717382243,3,4330-31da80aa-2ea6-47fd-ac0f-6ad62dc51ef6,0.17958333333333334,0.1475,294
103,4,4,,0.07916666666666666,4,2016-10-24-22-14-30-899_4_3_9586-104e8fab-23e7-4f89-abfe-4cd1ba1d1a2d,4,105.0,22.959149645685702,3,1614-ce26353e-a4aa-4055-a734-16c428f375f1,0.07208333333333333,0.065,846
104,2,1,,0.14166666666666666,1,2016-10-24-21-42-44-578_2_2_7891-e7ebd638-798d-424e-a502-55389edd7d21,1,233.0,27.358333333333334,2,9523-87271beb-8bff-47fb-b9e0-4d1338d972a4,0.14458333333333334,0.1475,262
105,6,2,,0.06,2,2016-10-24-22-33-48-914_6_1_1366-45ccd852-240a-4e29-b29c-9bfea5aaf7c5,2,174.0,20.892708333333335,1,0999-d8ae61f7-9b37-4082-8bf0-d12720c9d17f,0.11625,0.1725,1456
106,6,2,,0.1225,2,2016-10-24-22-33-48-914_6_1_1366-45ccd852-240a-4e29-b29c-9bfea5aaf7c5,2,64.5,26.872916666666665,1,7866-8c7af8bb-9ac0-4224-a884-f1abc29fc834,0.13916666666666666,0.15583333333333332,1263
107,6,1,,0.1625,1,2016-10-24-22-47-25-340_6_3_3257-97dfca26-f833-4aa9-a726-3b5f46b0a8d2,1,1082.5,29.657916666666665,3,1449-7170112f-2c43-4df3-928f-1a2e8e13aad5,0.205,0.2475,1458
108,6,1,,0.09583333333333334,1,2016-10-24-22-54-20-140_6_2_3250-9e71e231-7938-4fc9-9c19-abfafae39949,1,441.0,78.82555231346394,2,7507-d6bcfa87-f15a-4044-8303-09c9258203c4,0.1225,0.14916666666666667,1457
109,1,1,,0.17333333333333334,1,2016-10-24-22-42-53-285_1_3_0525-01161955-0278-49ab-a9ca-d6d4dddc6775,1,330.0,26.13651521467278,3,0419-28a6963a-f893-41e2-a888-353af6474056,0.12791666666666668,0.0825,262
110,1,1,,0.0,1,2016-10-24-22-12-12-365_1_3_0582-ac5f9a21-0851-431d-8b6b-6a4270d8b7d2,1,119.0,49.67916666666667,3,3681-40b46a61-436f-4a5c-8f58-2025df6c5171,0.03833333333333333,0.07666666666666666,261
111,1,1,,0.16833333333333333,1,2016-10-24-21-23-36-899_1_0_0216-45c14ff1-1f7b-47e6-b61e-e03a8debfbd4,1,233.5,22.823333333333334,0,6953-16903416-cde8-4485-a825-457f123e0437,0.13708333333333333,0.10583333333333333,261
112,5,5,,0.1825,5,2016-10-24-22-8-56-172_5_0_4278-42b9dd3f-41c3-425a-ba13-1c1e7d3cc93d,5,680.0,55.80895833333334,0,8595-c7457ffc-6a61-4644-809f-290828d4a8c8,0.16333333333333333,0.14416666666666667,261
113,5,5,,0.03,5,2016-10-24-22-8-56-172_5_0_4278-42b9dd3f-41c3-425a-ba13-1c1e7d3cc93d,5,139.0,36.76385994164235,0,1242-f7896113-d277-438b-8b9e-5f81f9682abe,0.04708333333333333,0.06416666666666666,640
114,5,5,,0.14583333333333334,5,2016-10-24-22-8-56-172_5_0_4278-42b9dd3f-41c3-425a-ba13-1c1e7d3cc93d,5,403.0,63.706422018348626,0,5036-543785d1-6972-44ad-aece-b2ed155f5d44,0.18458333333333332,0.22333333333333333,266
115,5,5,,0.15833333333333333,5,2016-10-24-22-8-56-172_5_0_4278-42b9dd3f-41c3-425a-ba13-1c1e7d3cc93d,5,3856.5,176.17903293038765,0,5604-6d227dca-8968-4cad-ab03-fc3740a49aa7,0.1275,0.09666666666666666,502
116,5,5,,0.11333333333333333,5,2016-10-24-22-8-56-172_5_0_4278-42b9dd3f-41c3-425a-ba13-1c1e7d3cc93d,5,245.0,26.578541666666666,0,7529-40c246b4-322b-4414-8f84-56d579501880,0.15708333333333332,0.20083333333333334,759
117,2,2,,0.11833333333333333,2,2016-10-24-21-37-25-195_2_3_7703-d46b35e4-9af7-410b-8638-ebf0aec1b7c1,2,48.0,11.838125,3,0849-c688f57d-f93a-46de-9298-42dd29fc7bf6,0.16,0.20166666666666666,265
118,2,2,,0.16166666666666665,2,2016-10-24-21-37-25-195_2_3_7703-d46b35e4-9af7-410b-8638-ebf0aec1b7c1,2,176.0,20.608541666666667,3,1947-92a9a191-0a1e-4848-9a91-542d033321a0,0.15541666666666668,0.14916666666666667,263
119,4,4,,0.1375,4,2016-10-24-22-8-12-856_4_1_5240-2ba01b78-4f11-40c6-8765-9809ea878c78,4,958.5,43.90350145894123,1,4559-cc5672bc-5516-4bc9-8a6a-cfe4d9cdd834,0.17875,0.22,261
120,4,4,,0.06416666666666666,4,2016-10-24-22-8-12-856_4_1_5240-2ba01b78-4f11-40c6-8765-9809ea878c78,4,234.0,49.35410587744894,1,6720-fe0b044c-5eba-43b1-be98-fd93b55c0b72,0.09208333333333334,0.12,407
121,4,4,,0.12166666666666667,4,2016-10-24-22-8-12-856_4_1_5240-2ba01b78-4f11-40c6-8765-9809ea878c78,4,129.5,10.604210087536474,1,1955-a0adddaf-0941-48cc-8ade-8409375959f0,0.2554166666666667,0.38916666666666666,435
122,4,4,,0.07666666666666666,4,2016-10-24-22-8-12-856_4_1_5240-2ba01b78-4f11-40c6-8765-9809ea878c78,4,340.5,67.04126719466444,1,7322-c52c25e4-7ad4-4340-846f-f62104cd3eeb,0.14,0.20333333333333334,347
123,1,1,,0.15666666666666668,1,2016-10-24-21-48-45-109_1_3_0328-362650c6-0684-4658-990b-7d3660b52552,1,249.5,52.366875,3,8500-41eb010b-d31d-44bc-9d28-f2acb5e121d0,0.14916666666666667,0.14166666666666666,261
124,5,4,,0.09416666666666666,4,2016-10-24-22-20-25-299_5_3_0822-1b7e630d-15f8-4b9a-80b1-328886e936b4,4,200.0,21.882242601083785,3,0960-69a27b0e-4c5d-4e82-8647-e0234476fc66,0.12583333333333332,0.1575,1032
125,5,4,,0.2175,4,2016-10-24-22-20-25-299_5_3_0822-1b7e630d-15f8-4b9a-80b1-328886e936b4,4,74.0,33.35431429762401,3,5073-7397407c-6360-4b2a-a6ab-9759e8b58862,0.24958333333333332,0.2816666666666667,1452
126,5,4,,0.08583333333333333,4,2016-10-24-22-20-25-299_5_3_0822-1b7e630d-15f8-4b9a-80b1-328886e936b4,4,180.5,32.481450604418505,3,8379-74c3a518-77d9-4073-85d6-b98bb6ba8eb2,0.10916666666666666,0.1325,845
127,5,4,,0.145,4,2016-10-24-22-20-25-299_5_3_0822-1b7e630d-15f8-4b9a-80b1-328886e936b4,4,317.0,53.15089620675281,3,8599-02b60c82-6315-40b5-8d59-f1dfead7d747,0.125,0.105,392
128,6,6,,0.0575,6,2016-10-24-21-42-45-587_6_1_6549-cc331ebf-d96f-4fc4-9c53-23c90e4b2d78,6,381.5,40.21425593997499,1,6154-a8611281-9fd8-40f0-8b43-f4287a345dd8,0.08791666666666667,0.11833333333333333,282
129,6,6,,0.115,6,2016-10-24-21-42-45-587_6_1_6549-cc331ebf-d96f-4fc4-9c53-23c90e4b2d78,6,105.5,26.562734472696956,1,1688-a42ae668-9bc8-4891-91d8-eeb60ec373d7,0.16125,0.2075,300
130,6,6,,0.023333333333333334,6,2016-10-24-21-42-45-587_6_1_6549-cc331ebf-d96f-4fc4-9c53-23c90e4b2d78,6,857.0,139.74645833333332,1,8024-eac2c8cd-19f1-4f2e-b366-18d8a0b6e453,0.11375,0.20416666666666666,270
131,6,6,,0.11916666666666667,6,2016-10-24-21-42-45-587_6_1_6549-cc331ebf-d96f-4fc4-9c53-23c90e4b2d78,6,48.5,32.7511463109629,1,2474-84237eda-f5d6-4051-8b84-02b3ef4aa8b4,0.12458333333333334,0.13,261
132,6,6,,0.05,6,2016-10-24-21-42-45-587_6_1_6549-cc331ebf-d96f-4fc4-9c53-23c90e4b2d78,6,72.0,23.781158816173406,1,7293-24af63be-de7d-4df4-a7a2-62b96fa39902,0.125,0.2,281
133,6,6,,0.08833333333333333,6,2016-10-24-21-42-45-587_6_1_6549-cc331ebf-d96f-4fc4-9c53-23c90e4b2d78,6,133.0,33.732805335556485,1,1990-76a1dcdf-397e-4514-bd0e-d91d8689c29c,0.18916666666666668,0.29,582
134,2,1,,0.055,1,2016-10-24-21-42-29-206_2_1_5807-41343bb5-374d-4c6c-a527-ff79c3927786,1,139.0,35.17270833333333,1,9013-836a4700-3097-4f3e-8753-1f1bdcc233da,0.06125,0.0675,262
135,5,2,,0.12416666666666666,2,2016-10-24-22-16-56-455_5_3_7582-6d33617c-5ee3-46be-9db0-493e44937be0,2,235.5,54.28916666666667,3,0018-17372566-d3c0-4f07-bd45-fd45861cfbb2,0.12666666666666668,0.12916666666666668,1447
136,5,2,,0.15,2,2016-10-24-22-16-56-455_5_3_7582-6d33617c-5ee3-46be-9db0-493e44937be0,2,448.0,37.094205919132975,3,8229-ed19d247-5898-41cc-9456-76ea7a2ed0f2,0.21,0.27,1034
137,6,5,,0.2425,5,2016-10-22-16-32-24-271_6_3_3990-8843fe70-0253-4992-96be-074c49df1001,5,197.5,15.369791666666666,3,1454-3a2be92e-ac19-4f60-bdd6-f4d601b57422,0.24875,0.255,886
138,6,5,,0.19333333333333333,5,2016-10-22-16-32-24-271_6_3_3990-8843fe70-0253-4992-96be-074c49df1001,5,123.5,34.751666666666665,3,0893-e5eb721e-69a8-4819-9cae-76389228e408,0.18708333333333332,0.18083333333333335,261
139,6,5,,0.2475,5,2016-10-22-16-32-24-271_6_3_3990-8843fe70-0253-4992-96be-074c49df1001,5,193.0,32.41375,3,5928-7e38c59d-9b28-4888-ac58-89e70de18abc,0.24458333333333335,0.24166666666666667,1094
140,6,5,,0.1025,5,2016-10-22-16-32-24-271_6_3_3990-8843fe70-0253-4992-96be-074c49df1001,5,247.0,33.71208333333333,3,9360-c33a932e-d48c-45a7-9966-0df958e80fef,0.12458333333333334,0.14666666666666667,385
141,6,5,,0.16916666666666666,5,2016-10-22-16-32-24-271_6_3_3990-8843fe70-0253-4992-96be-074c49df1001,5,564.0,28.953958333333333,3,8001-2bd03f60-fb9a-43c2-9d1d-aa73d892495d,0.16333333333333333,0.1575,821
142,2,1,,0.27,1,2016-10-22-17-6-24-206_2_0_2681-7db33bb9-df70-48f3-8901-608fdf39a048,1,228.5,54.86890370987911,0,0379-0af806d5-2c26-42b2-92e5-5f3a6d14dccd,0.22666666666666666,0.18333333333333332,1457
143,6,6,,0.19833333333333333,6,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1,6,682.0,18.974155898290956,2,4927-5de0dfc4-7dc4-4c2b-831a-4d57b0c22ecc,0.31375,0.42916666666666664,487
144,6,6,,0.1025,6,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1,6,317.0,47.62520833333333,2,4797-19bb1fa4-382e-420e-9323-81b5d5c31721,0.1825,0.2625,700
145,6,6,,0.135,6,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1,6,99.0,41.156875,2,7927-68f6bdbd-938f-477c-87d1-653fb74d985b,0.1975,0.26,610
146,6,6,,0.16,6,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1,6,322.5,38.50833333333333,2,3049-832712b8-81da-4ee4-a07b-1263ea722484,0.21416666666666667,0.2683333333333333,261
147,6,6,,0.16166666666666665,6,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1,6,144.5,25.559791666666666,2,9097-382c4040-266f-441b-b671-73fa5a601744,0.2733333333333333,0.385,757
148,6,6,,0.15,6,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1,6,62.0,15.443518132555232,2,0876-4bf93058-403b-49c3-a605-24878bb199d3,0.21208333333333335,0.27416666666666667,548
149,2,1,,0.14833333333333334,1,2016-10-22-17-2-41-463_2_0_8178-260a76f7-c77f-4123-97c3-19810a428c43,1,34.0,23.0939974989579,0,1463-a05514f4-bd9e-4b3c-84f7-bf2cb4a4e005,0.09333333333333334,0.03833333333333333,1457
150,6,1,,0.06333333333333334,1,2016-10-22-16-53-30-960_6_3_4436-b459b582-3d63-46bf-82d4-caba97c42b19,1,214.0,25.460817007086288,3,6802-2bf1a515-368f-400c-9765-05b0808d976a,0.07,0.07666666666666666,1454
151,6,1,,0.1825,1,2016-10-22-17-14-4-594_6_3_6639-9f5caf88-8466-42f0-b6d1-4637a50fb452,1,211.0,26.08003334722801,3,4880-738562e5-5dd7-4cd5-b3b8-8c47c20a6d16,0.15333333333333332,0.12416666666666666,1457
152,1,1,,0.165,1,2016-10-22-16-21-18-192_1_2_5311-ab315880-9f9b-4b34-9368-c9cbca9e446e,1,64.5,24.421425593997498,2,3769-51072f8c-2da4-4210-96a3-f70caf1ed805,0.15208333333333332,0.13916666666666666,261
153,6,5,,0.26166666666666666,5,2016-10-22-16-27-37-649_6_2_4842-5c973c34-d757-4172-9b69-46423717dfe9,5,170.5,8.445393914130888,2,5421-a9be35a3-39e6-4c09-882b-a82fb0ffa5c9,0.27875,0.29583333333333334,794
154,6,5,,0.0925,5,2016-10-22-16-27-37-649_6_2_4842-5c973c34-d757-4172-9b69-46423717dfe9,5,214.0,26.903501458941225,2,0486-23bd5d73-ce18-4eaf-aebb-c423055c5742,0.17208333333333334,0.25166666666666665,1057
155,6,5,,0.24333333333333335,5,2016-10-22-16-27-37-649_6_2_4842-5c973c34-d757-4172-9b69-46423717dfe9,5,192.0,30.045227177990828,2,8492-cec321ef-9942-48fc-84b5-404723bcf004,0.20875,0.17416666666666666,539
156,6,5,,0.19666666666666666,5,2016-10-22-16-27-37-649_6_2_4842-5c973c34-d757-4172-9b69-46423717dfe9,5,299.0,25.21154647769904,2,1806-91237b17-210c-4528-94fd-196738cef70c,0.23625,0.2758333333333333,267
157,6,5,,0.24583333333333332,5,2016-10-22-16-27-37-649_6_2_4842-5c973c34-d757-4172-9b69-46423717dfe9,5,311.0,67.03125,2,6714-e719eac6-3271-428a-ba34-4e7888f248b9,0.2,0.15416666666666667,666
158,6,6,,0.15416666666666667,6,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78,6,357.0,34.342083333333335,0,7808-ef213082-ac4f-40c7-98da-b4632fd6c326,0.18833333333333332,0.2225,474
159,6,6,,0.135,6,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78,6,970.0,82.01773789649415,0,3300-acc8891b-e5fc-40c2-8e97-abaacf3ab40a,0.13541666666666666,0.13583333333333333,261
160,6,6,,0.2075,6,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78,6,83.0,36.74,0,7833-dace3da3-ecc5-4969-aa7e-1efee49a4a18,0.2504166666666667,0.29333333333333333,268
161,6,6,,0.2075,6,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78,6,194.5,45.23708333333333,0,9387-85cddf0f-ea80-44b9-a741-8d3b92135050,0.2525,0.2975,532
162,6,6,,0.16666666666666666,6,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78,6,279.0,57.111875,0,5791-26d525c2-7169-4c6e-b50c-67a65c86e50c,0.17541666666666667,0.18416666666666667,621
163,6,6,,0.13583333333333333,6,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78,6,1267.5,41.767916666666665,0,2621-5f156254-53d9-4358-a6cc-18897e5cb851,0.215,0.2941666666666667,563
164,2,2,,0.22916666666666666,2,2016-10-22-16-30-52-106_2_3_2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95,2,266.0,65.959375,3,8707-9eec2eb6-9698-4d7c-9521-64bac492a2c3,0.29083333333333333,0.3525,261
165,2,2,,0.19333333333333333,2,2016-10-22-16-30-52-106_2_3_2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95,2,2962.5,120.00416666666666,3,7571-d71b0a42-6a1a-4dc2-abf2-5790e86e74cf,0.3325,0.4716666666666667,280
166,6,6,,0.17,5,2016-10-22-16-18-5-406_6_2_0686-87a608e7-0709-4493-bb04-cd79adcc8425,5,93.0,47.54147561483952,2,4111-f433c9d7-c1fc-4ca9-ade8-5f6df3c622ad,0.28208333333333335,0.39416666666666667,768
167,6,6,,0.20416666666666666,5,2016-10-22-16-18-5-406_6_2_0686-87a608e7-0709-4493-bb04-cd79adcc8425,5,51.0,44.625,2,6703-ef624211-15e6-4df5-86ff-26ff900a71f0,0.24875,0.29333333333333333,261
168,6,6,,0.12916666666666668,5,2016-10-22-16-18-5-406_6_2_0686-87a608e7-0709-4493-bb04-cd79adcc8425,5,555.0,104.4091288036682,2,2978-edf4960e-f3b3-49b2-91cf-c3287b6327ce,0.25083333333333335,0.3725,435
169,6,6,,0.21333333333333335,5,2016-10-22-16-18-5-406_6_2_0686-87a608e7-0709-4493-bb04-cd79adcc8425,5,164.0,31.341392246769487,2,1956-8f759c93-afdb-4bef-bf27-8ace11e99c6f,0.19625,0.17916666666666667,292
170,6,6,,0.17,5,2016-10-22-16-18-5-406_6_2_0686-87a608e7-0709-4493-bb04-cd79adcc8425,5,228.5,24.165277198832847,2,5955-90a1ed54-d245-4d93-823a-bb281a170624,0.22666666666666666,0.2833333333333333,670
171,2,1,,0.39,1,2016-10-22-16-59-15-420_2_1_4238-e0623e99-553c-4af6-a728-45c164b5792b,1,73.5,34.87869945810755,1,6271-859bad7f-a373-4349-8433-942423dd7511,0.3275,0.265,1457
172,2,1,,0.18916666666666668,1,2016-10-22-16-17-22-910_2_2_7849-eeac73ab-2c94-4b9c-8e5b-ec39a8d662d8,1,61.5,29.695,2,4792-497f2ceb-c0a7-4eaa-86d5-82004815ea14,0.18833333333333332,0.1875,263
173,6,2,,0.17666666666666667,2,2016-10-22-16-40-39-723_6_0_2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40,2,404.0,35.27583333333333,0,9377-8692895a-fce1-4cd3-ad9a-fc6b3eb670b3,0.14708333333333334,0.1175,1453
174,6,2,,0.03916666666666667,2,2016-10-22-16-40-39-723_6_0_2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40,2,922.5,51.68333333333333,0,6447-ba9782c8-5867-43b3-8196-4880bc8e0c83,0.057916666666666665,0.07666666666666666,572
175,4,2,,0.28,2,2016-10-24-19-25-44-800_4_2_0097-a1701115-ace1-4e7b-9463-8b80aa5bc5e9,2,134.5,30.65020833333333,2,6436-007e199c-00ca-44f4-ac1e-22cdaf7d8374,0.29541666666666666,0.31083333333333335,1457
176,4,2,,0.10666666666666667,2,2016-10-24-19-25-44-800_4_2_0097-a1701115-ace1-4e7b-9463-8b80aa5bc5e9,2,476.0,42.62104166666666,2,3851-f3d712e8-c6ee-45f5-82f0-f36768239f31,0.1525,0.19833333333333333,367
177,6,6,,0.19583333333333333,6,2016-10-24-13-5-29-987_6_3_8711-017f2db6-e51f-4f7e-ba38-ca167ff18111,6,64.5,36.52333333333333,3,7531-5f9b2701-0f84-4afd-a38e-110bd17277e1,0.31333333333333335,0.43083333333333335,497
178,6,6,,0.5191666666666667,6,2016-10-24-13-5-29-987_6_3_8711-017f2db6-e51f-4f7e-ba38-ca167ff18111,6,244.5,26.15339724885369,3,7583-53b539da-cd14-4e1a-9fa3-c86eddaba1a2,0.55875,0.5983333333333334,509
179,6,6,,0.21916666666666668,6,2016-10-24-13-5-29-987_6_3_8711-017f2db6-e51f-4f7e-ba38-ca167ff18111,6,28.5,18.837015423092954,3,1069-755e0da9-0fd9-456e-b65f-4b63076dfa1f,0.25333333333333335,0.2875,514
180,6,6,,0.3016666666666667,6,2016-10-24-13-5-29-987_6_3_8711-017f2db6-e51f-4f7e-ba38-ca167ff18111,6,150.0,59.055,3,6025-21df51db-fa08-4269-9c00-e5a4c9bc0a47,0.4091666666666667,0.5166666666666667,474
181,6,6,,0.06833333333333333,6,2016-10-24-13-5-29-987_6_3_8711-017f2db6-e51f-4f7e-ba38-ca167ff18111,6,129.5,31.65506461025427,3,1411-0614367e-e41e-45d2-9c6f-0a95c6d3094c,0.15541666666666668,0.2425,261
182,6,6,,0.11416666666666667,6,2016-10-24-13-5-29-987_6_3_8711-017f2db6-e51f-4f7e-ba38-ca167ff18111,6,839.0,17.045018757815757,3,4213-bd573249-6c4a-4bbe-a1e6-e6fdaaa95c8a,0.20791666666666667,0.3016666666666667,721
183,2,2,,0.17666666666666667,2,2016-10-24-15-52-46-545_2_3_7278-13c058b6-c1f0-4474-8331-5b07076944e1,2,252.0,30.455,3,5043-1f21c90e-203b-4aad-9b4f-5336621a079b,0.16875,0.16083333333333333,263
184,2,2,,0.0425,2,2016-10-24-15-52-46-545_2_3_7278-13c058b6-c1f0-4474-8331-5b07076944e1,2,1265.5,40.89270833333333,3,0931-0c58911f-6bdf-438f-a5af-4484becde8bc,0.09625,0.15,268
185,4,1,,0.15666666666666668,1,2016-10-24-13-54-27-766_4_0_6103-e35eb46f-766a-4124-94ae-8623d051ad82,1,997.0,26.51333889120467,0,2525-1751592e-0162-4f16-80ec-0fc157ac3da4,0.14875,0.14083333333333334,1458
186,4,3,,0.15416666666666667,3,2016-10-24-16-23-2-922_4_3_3731-b80c5799-05a0-40ce-bfcd-1891437a8421,3,1758.5,72.34895833333333,3,3654-cdefa338-69c3-4c9f-9c48-f66e05d0f00a,0.23708333333333334,0.32,1133
187,4,3,,0.16833333333333333,3,2016-10-24-16-23-2-922_4_3_3731-b80c5799-05a0-40ce-bfcd-1891437a8421,3,647.0,21.588125,3,0456-28f0d4f6-a1fc-4438-8be2-53728464a050,0.2325,0.2966666666666667,1135
188,4,3,,0.14083333333333334,3,2016-10-24-16-23-2-922_4_3_3731-b80c5799-05a0-40ce-bfcd-1891437a8421,3,138.5,30.495416666666667,3,1561-735761fd-0e97-4aac-963a-1aba506942c0,0.23458333333333334,0.3283333333333333,1447
189,2,1,,0.16333333333333333,1,2016-10-24-19-57-20-949_2_3_1566-648f5094-6802-48a5-8c52-882fcdd0efda,1,111.5,33.40266777824093,3,3646-6022abba-0460-42ee-bcaf-39f39fe3b1e9,0.18666666666666668,0.21,1457
190,4,1,,0.07833333333333334,1,2016-10-24-13-20-52-592_4_0_6194-ae33a6b9-63b0-411b-a8bc-6cb83f648b3b,1,568.0,57.873333333333335,0,1830-c4a43c5c-bf42-40cc-9054-8e769667b6d1,0.09583333333333334,0.11333333333333333,1457
191,5,5,,0.07083333333333333,5,2016-10-24-15-52-49-778_5_1_8813-f6c4b184-8720-486e-8aa3-9c4280cf23e5,5,183.0,21.36494372655273,1,7888-3dd10c2d-669f-4999-9273-5869ecf5fd70,0.16375,0.25666666666666665,533
192,5,5,,0.22416666666666665,5,2016-10-24-15-52-49-778_5_1_8813-f6c4b184-8720-486e-8aa3-9c4280cf23e5,5,215.0,22.516048353480617,1,4430-7453d599-befa-4a46-950f-c4419c243681,0.17208333333333334,0.12,294
193,5,5,,0.11916666666666667,5,2016-10-24-15-52-49-778_5_1_8813-f6c4b184-8720-486e-8aa3-9c4280cf23e5,5,278.0,31.086494372655274,1,7690-23eb062f-619d-4cdd-8d68-2db9637fd1ea,0.20541666666666666,0.2916666666666667,376
194,5,5,,0.2966666666666667,5,2016-10-24-15-52-49-778_5_1_8813-f6c4b184-8720-486e-8aa3-9c4280cf23e5,5,171.0,24.679658190912882,1,6302-15aa88f8-ecd2-4787-a083-523d4ce4c420,0.2775,0.25833333333333336,387
195,5,5,,0.2758333333333333,5,2016-10-24-15-52-49-778_5_1_8813-f6c4b184-8720-486e-8aa3-9c4280cf23e5,5,410.5,67.61233847436432,1,5025-95e1aca8-34a7-47ba-8298-91a397fe8362,0.27458333333333335,0.2733333333333333,258
196,3,2,,0.24333333333333335,2,2016-10-24-13-9-12-703_3_0_2383-2972b5a9-bbfd-4682-b6d8-6f5bda5ae37f,2,242.0,43.21383909962484,0,0403-50eb16af-b060-41bd-8458-08aa7ab3ede6,0.19541666666666666,0.1475,300
197,3,2,,0.15833333333333333,2,2016-10-24-13-9-12-703_3_0_2383-2972b5a9-bbfd-4682-b6d8-6f5bda5ae37f,2,523.0,55.00833680700292,0,0055-df4c594d-201c-4d4d-be63-4841376664ca,0.16375,0.16916666666666666,1447
198,2,2,,0.29333333333333333,2,2016-10-24-15-5-41-644_2_0_0608-c1aa8f54-bdc8-4072-969b-b6f8f85a7913,2,98.0,57.086666666666666,0,7417-6bce2a58-81ac-4bcc-9de3-30efa90a8834,0.26625,0.23916666666666667,273
199,2,2,,0.18416666666666667,2,2016-10-24-15-5-41-644_2_0_0608-c1aa8f54-bdc8-4072-969b-b6f8f85a7913,2,848.0,55.880625,0,7293-d8ce5d62-e5b5-4dfd-aad6-ca647e460de7,0.18208333333333335,0.18,261
200,6,1,,0.26416666666666666,1,2016-10-24-18-25-58-441_6_3_5512-8f2849b7-8901-48ad-9725-d1d7bcfa0d7d,1,477.0,38.57116104868914,3,1759-d59133f2-7e39-4301-8c30-ff3b618f8efe,0.32208333333333333,0.38,1457
201,1,1,,0.17166666666666666,1,2016-10-24-16-31-34-790_1_0_5567-a1045db2-c553-40ea-9631-5f8536b7a8c9,1,56.0,47.36208333333333,0,6409-addcc275-21da-47c8-be61-ed99d09ddf20,0.22291666666666668,0.27416666666666667,262
202,5,3,,0.18083333333333335,3,2016-10-24-15-9-35-717_5_1_2103-9a1828a9-cfd9-4f61-9bac-e66b61d6609a,3,230.5,31.839791666666667,1,8801-8f5c211d-bbdb-475c-ab12-e3cd598212dc,0.20791666666666667,0.235,1138
203,5,3,,0.13,3,2016-10-24-15-9-35-717_5_1_2103-9a1828a9-cfd9-4f61-9bac-e66b61d6609a,3,151.0,47.99583333333333,1,7483-85fc7e7f-e7a2-481c-82ce-b8be92ac76ca,0.19291666666666665,0.25583333333333336,692
204,5,3,,0.26916666666666667,3,2016-10-24-15-9-35-717_5_1_2103-9a1828a9-cfd9-4f61-9bac-e66b61d6609a,3,65.0,37.91854166666667,1,7322-4284a8bf-1af8-4fb2-9685-55bd5a048e31,0.30541666666666667,0.3416666666666667,262
205,4,3,,0.1925,3,2016-10-24-15-11-49-615_4_1_9020-7979445c-f011-4407-9123-3faff5febbec,3,98.5,25.943101292205085,1,5138-63b8547d-f7a8-4ee2-93f5-f421c34ae665,0.15208333333333332,0.11166666666666666,416
206,4,3,,0.3025,3,2016-10-24-15-11-49-615_4_1_9020-7979445c-f011-4407-9123-3faff5febbec,3,63.5,26.661734055856606,1,6426-f613ed5b-56e3-4cb3-ad5e-69fdcf45e4f4,0.26458333333333334,0.22666666666666666,262
207,4,3,,0.2275,3,2016-10-24-15-11-49-615_4_1_9020-7979445c-f011-4407-9123-3faff5febbec,3,74.0,33.376198416006666,1,9720-d3866b41-b553-43f9-8b1a-0b0f1a3c0062,0.20791666666666667,0.18833333333333332,334
