,assigned_n_players,bn_players,difficulty,first_half_score,fn_players,game,hn_players,max_lat,mean_lat,noise,pid,score,second_half_score,wait
208,3,2,,0.16,2,2016-10-24-17-24-53-296_3_2_9973-3bb9c7e2-2226-468f-b5e0-76109434ee18,2,258.0,46.188541666666666,2,8377-abfe8d5b-1ef2-40a2-ab9d-68c3a8975d22,0.19708333333333333,0.23416666666666666,1455
209,3,2,,0.19416666666666665,2,2016-10-24-17-24-53-296_3_2_9973-3bb9c7e2-2226-468f-b5e0-76109434ee18,2,4528.5,147.61007462686567,2,2229-7b1270d2-c6d0-4068-a7ac-8fa305b158f8,0.18625,0.17833333333333334,956
210,3,3,,0.1225,2,2016-10-24-16-44-11-443_3_3_5468-abc44c54-9dcb-4450-944a-6df59c1f488e,2,220.5,36.420833333333334,3,1103-94483fcc-90d8-485c-948c-0e8e70e312a4,0.13458333333333333,0.14666666666666667,730
211,3,3,,0.17833333333333334,2,2016-10-24-16-44-11-443_3_3_5468-abc44c54-9dcb-4450-944a-6df59c1f488e,2,264.0,37.23,3,8690-79cc046d-9882-4e76-a812-4f86e4e4fc78,0.17958333333333334,0.18083333333333335,630
212,6,1,,0.05416666666666667,1,2016-10-24-14-19-18-84_6_2_4981-1e49fb44-c73a-40b6-a0b5-71f3ed1fc009,1,441.5,10.549812421842434,2,4769-f46852b2-7363-47db-a615-f4d787057a9d,0.04,0.025833333333333333,1457
213,3,3,,0.1225,3,2016-10-24-16-27-2-362_3_1_4148-cc324786-7f2d-4a30-9b7f-685ae3523ce0,3,602.0,55.4468528553564,1,9431-a5807d44-7762-40be-8195-364e5f0a4cd4,0.15541666666666668,0.18833333333333332,262
214,3,3,,0.13083333333333333,3,2016-10-24-16-27-2-362_3_1_4148-cc324786-7f2d-4a30-9b7f-685ae3523ce0,3,643.0,85.45229166666667,1,9202-df4ed1ce-7e36-4993-8df1-6aacb3e15b4d,0.14916666666666667,0.1675,643
215,3,3,,0.16916666666666666,3,2016-10-24-16-27-2-362_3_1_4148-cc324786-7f2d-4a30-9b7f-685ae3523ce0,3,356.5,50.95287739783153,1,9848-e353b293-0c61-433b-bb27-2327802189ea,0.16375,0.15833333333333333,306
216,1,1,,0.09333333333333334,1,2016-10-24-15-4-33-198_1_1_9068-4251c70b-35d6-43b4-8be4-6ee99ca9239f,1,79.0,32.32208333333333,1,6014-0aa6c867-c143-4f04-8acb-876a6bb314c9,0.14708333333333334,0.20083333333333334,262
217,4,4,,0.065,4,2016-10-24-15-53-38-323_4_0_2877-f7693570-6b0b-4325-8c57-83624d5e521b,4,147.0,25.87375,0,6396-66f13ec8-4ca1-4fdb-aa77-4855fb4f18de,0.09791666666666667,0.13083333333333333,878
218,4,4,,0.12666666666666668,4,2016-10-24-15-53-38-323_4_0_2877-f7693570-6b0b-4325-8c57-83624d5e521b,4,2239.5,99.20907955018743,0,5014-e1f73c57-2239-4da7-a400-6ed17e36a0a6,0.14791666666666667,0.16916666666666666,262
219,4,4,,0.15583333333333332,4,2016-10-24-15-53-38-323_4_0_2877-f7693570-6b0b-4325-8c57-83624d5e521b,4,1395.5,180.16139108704706,0,6131-307485e5-646a-4d4e-bf4a-a09c4a8b5647,0.23458333333333334,0.31333333333333335,1133
220,4,4,,0.11583333333333333,4,2016-10-24-15-53-38-323_4_0_2877-f7693570-6b0b-4325-8c57-83624d5e521b,4,273.0,47.74875,0,7545-987ba0ca-e679-410a-8c04-4952acd89a61,0.20458333333333334,0.29333333333333333,1098
221,6,1,,0.09166666666666666,1,2016-10-24-13-12-41-161_6_2_5466-7068881b-c1b7-4b6c-be10-fde3aaf2fd0f,1,434.5,34.93726552730304,2,5078-3c451b64-840f-4e78-8aea-6c96f2646dc5,0.16625,0.24083333333333334,1085
222,4,3,,0.24,3,2016-10-24-16-18-40-954_4_2_2214-c5f49617-b764-43f6-b742-c9ad8933835e,3,343.0,38.245935806586076,2,4795-26520b8a-65f9-4a8c-80ad-f29405c7091c,0.25833333333333336,0.27666666666666667,418
223,4,3,,0.1875,3,2016-10-24-16-18-40-954_4_2_2214-c5f49617-b764-43f6-b742-c9ad8933835e,3,411.0,55.529375,2,2958-7e1d3a30-32aa-47ac-957d-9da09f5adf0c,0.155,0.1225,261
224,4,3,,0.15583333333333332,3,2016-10-24-16-18-40-954_4_2_2214-c5f49617-b764-43f6-b742-c9ad8933835e,3,746.0,17.386411004585245,2,1903-239f1b91-d268-41c5-83a7-06e2b2377ddb,0.12708333333333333,0.09833333333333333,403
225,6,5,,0.2966666666666667,5,2016-10-24-15-6-11-356_6_3_6046-b0107647-416b-464a-84fc-70e28a4b6761,5,483.5,81.74822842851188,3,9643-945af3b4-7549-40d2-9899-daf1a3517006,0.33208333333333334,0.3675,547
226,6,5,,0.18833333333333332,5,2016-10-24-15-6-11-356_6_3_6046-b0107647-416b-464a-84fc-70e28a4b6761,5,643.0,99.39328887036265,3,5872-1447eecc-e5c1-4b22-958a-07c719d80a86,0.2225,0.25666666666666665,261
227,6,5,,0.20583333333333334,5,2016-10-24-15-6-11-356_6_3_6046-b0107647-416b-464a-84fc-70e28a4b6761,5,449.5,106.21383909962485,3,5797-fa3ba767-daed-417c-aa77-17305da93976,0.23916666666666667,0.2725,475
228,6,5,,0.13416666666666666,5,2016-10-24-15-6-11-356_6_3_6046-b0107647-416b-464a-84fc-70e28a4b6761,5,165.5,37.981450604418505,3,0224-4c96c74f-12cc-427a-a696-92a44b27107a,0.23875,0.3433333333333333,516
229,6,5,,0.20333333333333334,5,2016-10-24-15-6-11-356_6_3_6046-b0107647-416b-464a-84fc-70e28a4b6761,5,662.0,44.216340141725716,3,4619-963b65bc-7727-4e61-9b64-a48f95074a2e,0.22625,0.24916666666666668,520
230,5,5,,0.09083333333333334,5,2016-10-24-16-12-32-742_5_0_2050-c6762c62-c6e4-4d23-bd44-47307be13a82,5,437.0,15.572321800750313,0,6825-2e76779d-0d2c-4002-a863-177a4aac74dc,0.0925,0.09416666666666666,265
231,5,5,,0.175,5,2016-10-24-16-12-32-742_5_0_2050-c6762c62-c6e4-4d23-bd44-47307be13a82,5,80.5,34.525416666666665,0,9839-a36e400a-ef9b-4203-8b65-98c5101a5121,0.20833333333333334,0.24166666666666667,262
232,5,5,,0.11833333333333333,5,2016-10-24-16-12-32-742_5_0_2050-c6762c62-c6e4-4d23-bd44-47307be13a82,5,852.0,60.17958333333333,0,7153-7e5c1e60-4994-4095-bfe0-4dfd71220681,0.15458333333333332,0.19083333333333333,468
233,5,5,,0.07916666666666666,5,2016-10-24-16-12-32-742_5_0_2050-c6762c62-c6e4-4d23-bd44-47307be13a82,5,447.0,51.9725,0,1071-42b77362-1720-487f-bb18-a5d842750fe5,0.15208333333333332,0.225,585
234,5,5,,0.2175,5,2016-10-24-16-12-32-742_5_0_2050-c6762c62-c6e4-4d23-bd44-47307be13a82,5,57.0,31.158958333333334,0,2895-6fd9528e-ff4c-44b2-9389-0b09dfb91142,0.14666666666666667,0.07583333333333334,405
235,1,1,,0.10916666666666666,1,2016-10-24-16-40-19-58_1_0_8474-82a3ad3a-3e5f-47b3-bd3d-7fef4079f38b,1,227.0,31.354375,0,9382-4ff199f0-8303-4bfb-9ca9-2197cc41507e,0.08083333333333333,0.0525,263
236,1,1,,0.14083333333333334,1,2016-10-24-13-57-55-731_1_3_9341-d8fc6b51-d708-4560-9d12-ca1928bae890,1,1281.5,39.38791666666667,3,1118-9b9948fa-745f-44f2-8240-4254dc085d09,0.2995833333333333,0.4583333333333333,263
237,3,1,,0.19583333333333333,1,2016-10-24-14-12-20-131_3_0_5976-6d71db76-e68a-4471-984d-020d1324d780,1,824.5,34.708211754897874,0,9931-2fa8bc2f-75db-4025-a1e6-191cba63ec9f,0.1875,0.17916666666666667,1457
238,5,5,,0.21,5,2016-10-24-16-13-22-477_5_1_0167-c2b03b7e-ab0e-4bd1-aa32-103747bceb37,5,196.0,36.01125468945394,1,6463-84d68e82-ab41-453a-802b-8ddfe1878ef7,0.21541666666666667,0.22083333333333333,261
239,5,5,,0.24916666666666668,5,2016-10-24-16-13-22-477_5_1_0167-c2b03b7e-ab0e-4bd1-aa32-103747bceb37,5,27.5,21.324301792413504,1,1919-fd439aa0-3647-4972-b932-3fa50e9c95aa,0.29041666666666666,0.33166666666666667,469
240,5,5,,0.14916666666666667,5,2016-10-24-16-13-22-477_5_1_0167-c2b03b7e-ab0e-4bd1-aa32-103747bceb37,5,184.0,47.156875,1,3938-e867f422-cdfe-4749-afe3-700116e64584,0.20666666666666667,0.26416666666666666,923
241,5,5,,0.13333333333333333,5,2016-10-24-16-13-22-477_5_1_0167-c2b03b7e-ab0e-4bd1-aa32-103747bceb37,5,81.5,27.171666666666667,1,6927-9cce43c2-8be1-4735-b618-59fadc71037c,0.14541666666666667,0.1575,662
242,5,5,,0.23666666666666666,5,2016-10-24-16-13-22-477_5_1_0167-c2b03b7e-ab0e-4bd1-aa32-103747bceb37,5,1182.5,47.69716548561901,1,7303-fb4d0756-c410-48ee-9b6f-219d8c36eed6,0.30625,0.37583333333333335,400
243,5,2,,0.09583333333333334,2,2016-10-24-13-27-57-314_5_2_7996-fe3b28a3-c149-4c97-8e86-bf4e279bb361,2,62.0,37.7388495206336,2,9449-da895e3b-53c7-49ff-9c0e-9ea54324a0b9,0.17166666666666666,0.2475,1455
244,5,2,,0.06583333333333333,2,2016-10-24-13-27-57-314_5_2_7996-fe3b28a3-c149-4c97-8e86-bf4e279bb361,2,493.0,13.00708628595248,2,2933-c6b62a07-d379-4c60-b186-4be052b0fa82,0.0975,0.12916666666666668,1096
245,2,1,,0.23416666666666666,1,2016-10-24-15-48-45-921_2_1_6035-f907fc61-f2df-41f6-93d8-1b503f226ae1,1,232.5,27.63443101292205,1,9662-74477d6c-81fe-484c-adf0-8c807677cec7,0.23458333333333334,0.235,263
246,3,3,,0.07333333333333333,3,2016-10-24-16-20-48-362_3_1_2653-8c66379e-c0bd-46e5-ab29-61b0972c0f48,3,137.5,36.40604166666667,1,5976-8f9de9ca-9c0f-4636-99a3-c9c656c70bef,0.16041666666666668,0.2475,889
247,3,3,,0.095,3,2016-10-24-16-20-48-362_3_1_2653-8c66379e-c0bd-46e5-ab29-61b0972c0f48,3,1224.0,50.098958333333336,1,8961-a3922fce-7962-4971-814f-5b150189b637,0.16833333333333333,0.24166666666666667,336
248,3,3,,0.09583333333333334,3,2016-10-24-16-20-48-362_3_1_2653-8c66379e-c0bd-46e5-ab29-61b0972c0f48,3,350.0,68.52125885785745,1,8873-332d7856-ec9e-44c3-b338-279ef7948d26,0.18666666666666668,0.2775,261
249,4,2,,0.08083333333333333,2,2016-10-24-15-42-2-285_4_0_9817-d4e9b5e0-9334-4c99-aca9-6f2b29b25321,2,305.0,44.458333333333336,0,0113-5d9a38d4-7ec0-42c8-96cf-b73909235e6b,0.08833333333333333,0.09583333333333334,1457
250,4,2,,0.06833333333333333,2,2016-10-24-15-42-2-285_4_0_9817-d4e9b5e0-9334-4c99-aca9-6f2b29b25321,2,54.0,8.657357232180075,0,4327-4ee64b2e-75b5-44e7-9359-f1ae4d1e6c7a,0.10791666666666666,0.1475,940
251,5,5,,0.16416666666666666,5,2016-10-24-15-5-58-309_5_3_6216-559ae14a-623f-436e-8a15-10d2fb93f349,5,285.0,48.406875,3,0834-17c909de-fb82-4dcc-a0f9-12bd3ed8eb59,0.1225,0.08083333333333333,335
252,5,5,,0.3408333333333333,5,2016-10-24-15-5-58-309_5_3_6216-559ae14a-623f-436e-8a15-10d2fb93f349,5,327.0,35.12213422259275,3,4365-b2ca4d44-4466-4103-ac6f-0eb8b47207f7,0.2654166666666667,0.19,269
253,5,5,,0.29833333333333334,5,2016-10-24-15-5-58-309_5_3_6216-559ae14a-623f-436e-8a15-10d2fb93f349,5,563.0,49.70729166666667,3,1193-4211fee2-da48-422c-a107-be19360455c4,0.18333333333333332,0.06833333333333333,262
254,5,5,,0.1175,5,2016-10-24-15-5-58-309_5_3_6216-559ae14a-623f-436e-8a15-10d2fb93f349,5,288.5,37.06916666666667,3,0827-9e77c16d-889c-4934-8872-93173f80e541,0.12875,0.14,341
255,5,5,,0.24833333333333332,5,2016-10-24-15-5-58-309_5_3_6216-559ae14a-623f-436e-8a15-10d2fb93f349,5,468.0,45.87786577740725,3,2182-da851561-58fa-48f7-8716-408dd39fa232,0.21916666666666668,0.19,271
256,4,3,,0.24166666666666667,3,2016-10-24-15-14-55-314_4_3_1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2,3,88.0,17.391413088786994,3,0459-cabfd51f-7a09-40f9-b606-52625057d348,0.2658333333333333,0.29,1348
257,4,3,,0.22833333333333333,3,2016-10-24-15-14-55-314_4_3_1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2,3,1278.5,17.663818257607335,3,7444-360b095f-7e05-4281-b70d-3b16b382c29f,0.2975,0.36666666666666664,423
258,4,3,,0.235,3,2016-10-24-15-14-55-314_4_3_1608-3731ab27-edb8-41b7-8e0d-b51b24d1aff2,3,174.5,12.53459774906211,3,8981-363e1b0a-43d6-4715-8f08-c31ab6b0aa7f,0.20375,0.1725,1455
259,1,1,,0.18833333333333332,1,2016-10-24-18-41-52-574_1_1_0385-0bc6e586-2194-44a4-91f0-f8c2843e2965,1,1946.5,251.42214820982514,1,6452-358b28ad-b8c8-4815-8662-81b78a4d029f,0.12458333333333334,0.060833333333333336,262
260,3,1,,0.09333333333333334,1,2016-10-24-19-9-47-29_3_0_1431-8874d89f-2fa2-42ea-8de8-bb51531bedb7,1,834.0,18.053958333333334,0,8870-1a8f839d-2da5-4189-b4b6-2c84e3997fbd,0.075,0.056666666666666664,1458
261,2,1,,0.3933333333333333,1,2016-10-24-18-13-31-539_2_2_9179-d5553516-969e-4771-8526-922ef660af61,1,176.0,32.420208333333335,2,6044-9acda2d4-837f-4525-9a1e-2ef735e42dc2,0.3425,0.2916666666666667,1457
262,6,5,,0.10166666666666667,5,2016-10-24-16-17-38-870_6_0_5325-1245550c-32be-40b9-aaf6-108175d9cc50,5,54.5,25.201875,0,6417-6380be40-b46e-40b0-a864-37032dc4523b,0.07166666666666667,0.041666666666666664,700
263,6,5,,0.060833333333333336,5,2016-10-24-16-17-38-870_6_0_5325-1245550c-32be-40b9-aaf6-108175d9cc50,5,79.0,40.90708333333333,0,8333-ee926314-9c2f-4be2-96af-e61141ed546d,0.07708333333333334,0.09333333333333334,428
264,6,5,,0.22833333333333333,5,2016-10-24-16-17-38-870_6_0_5325-1245550c-32be-40b9-aaf6-108175d9cc50,5,394.0,60.78854166666667,0,2648-47d862c8-974f-41f8-bcbe-a1a43f16682b,0.15541666666666668,0.0825,299
265,6,5,,0.14833333333333334,5,2016-10-24-16-17-38-870_6_0_5325-1245550c-32be-40b9-aaf6-108175d9cc50,5,62.5,35.89541666666667,0,7909-409ac605-e9fc-4338-b04b-d8459ceec1e6,0.11166666666666666,0.075,303
266,6,5,,0.20916666666666667,5,2016-10-24-16-17-38-870_6_0_5325-1245550c-32be-40b9-aaf6-108175d9cc50,5,72.0,28.274583333333332,0,2019-3a0951f0-b361-4fd8-bb46-96e008ea519b,0.13958333333333334,0.07,387
267,2,2,,0.26166666666666666,2,2016-10-24-16-6-10-454_2_1_3014-8bcc9b83-c173-43c6-8390-536c451797f2,2,633.5,49.555625,1,8260-2a1a0cf9-4f6a-4351-8620-8ea448929bb1,0.2916666666666667,0.32166666666666666,993
268,2,2,,0.38166666666666665,2,2016-10-24-16-6-10-454_2_1_3014-8bcc9b83-c173-43c6-8390-536c451797f2,2,214.0,64.91538140892038,1,3498-b125eded-4004-4db8-94f2-be82a6b9260f,0.3595833333333333,0.3375,262
269,1,1,,0.16166666666666665,1,2016-10-24-15-14-28-485_1_3_5472-94c90e0d-939f-475e-9bf9-16dbe461e678,1,85.5,20.49312213422259,3,1619-0f7ebb74-4bf5-4c4f-9823-955b0b6ea9c8,0.14666666666666667,0.13166666666666665,261
270,2,2,,0.22333333333333333,2,2016-10-24-16-17-30-398_2_3_9559-bf34985b-8324-4184-bb9d-efbda402199a,2,266.0,48.243125,3,3097-9d848ce7-9975-448f-95e2-2554f1aa3bb9,0.19958333333333333,0.17583333333333334,262
271,2,2,,0.265,2,2016-10-24-16-17-30-398_2_3_9559-bf34985b-8324-4184-bb9d-efbda402199a,2,112.5,41.85458333333333,3,5932-084a665b-be9f-4361-b59e-af1f39a6b034,0.21833333333333332,0.17166666666666666,285
272,5,5,,0.29,5,2016-10-24-15-4-0-639_5_2_5196-fdc43135-dbcb-4c72-9883-89dbee181091,5,101.5,21.944166666666668,2,3827-be9c52ca-a433-4717-b955-0b190f159559,0.33541666666666664,0.38083333333333336,424
273,5,5,,0.135,5,2016-10-24-15-4-0-639_5_2_5196-fdc43135-dbcb-4c72-9883-89dbee181091,5,706.0,27.46625,2,9975-b7766526-2fe8-45eb-9d19-fab700853512,0.15916666666666668,0.18333333333333332,457
274,5,5,,0.39416666666666667,5,2016-10-24-15-4-0-639_5_2_5196-fdc43135-dbcb-4c72-9883-89dbee181091,5,54.5,43.882083333333334,2,0983-ef70e753-b489-40fa-b341-b11f51230ae8,0.38875,0.38333333333333336,290
275,5,5,,0.22833333333333333,5,2016-10-24-15-4-0-639_5_2_5196-fdc43135-dbcb-4c72-9883-89dbee181091,5,528.0,52.452083333333334,2,5154-d3fcee29-b3f9-4108-965c-549e6df5cfd2,0.24625,0.26416666666666666,262
276,5,5,,0.2733333333333333,5,2016-10-24-15-4-0-639_5_2_5196-fdc43135-dbcb-4c72-9883-89dbee181091,5,204.0,23.704166666666666,2,3433-0f6b34bf-a6d4-4e17-8250-29ed960a834a,0.26458333333333334,0.25583333333333336,479
277,4,4,,0.13916666666666666,4,2016-10-24-15-8-27-328_4_0_4896-f2377b14-e88a-4b68-bef7-446b07bc852a,4,216.5,34.29032930387662,0,9958-db4a6b59-7db4-478d-a042-f49adc50d311,0.16666666666666666,0.19416666666666665,663
278,4,4,,0.155,4,2016-10-24-15-8-27-328_4_0_4896-f2377b14-e88a-4b68-bef7-446b07bc852a,4,533.0,31.323617659665665,0,3981-39e111b7-ae46-4f90-89e2-0ca26c6a52b4,0.21958333333333332,0.2841666666666667,269
279,4,4,,0.17416666666666666,4,2016-10-24-15-8-27-328_4_0_4896-f2377b14-e88a-4b68-bef7-446b07bc852a,4,578.0,57.62026633374948,0,9739-09b2ea72-4d3a-4149-ab1d-3024df1ca738,0.18708333333333332,0.2,581
280,4,4,,0.13166666666666665,4,2016-10-24-15-8-27-328_4_0_4896-f2377b14-e88a-4b68-bef7-446b07bc852a,4,675.5,65.43958333333333,0,6855-0c8187d0-6ee4-4a6d-bea3-d29b26b8e63d,0.12958333333333333,0.1275,261
281,4,4,,0.08833333333333333,4,2016-10-24-16-29-26-382_4_3_8014-6609a2a4-4f6c-4c8b-b9ac-7749c4a2e4c0,4,267.0,56.947291666666665,3,1556-dca2a50c-7419-49c7-b6e1-2e3a119c8e35,0.09791666666666667,0.1075,1279
282,4,4,,0.19083333333333333,4,2016-10-24-16-29-26-382_4_3_8014-6609a2a4-4f6c-4c8b-b9ac-7749c4a2e4c0,4,397.0,39.352291666666666,3,2779-1ea195be-7660-49e6-abb3-3515a01eed72,0.16583333333333333,0.14083333333333334,581
283,4,4,,0.0975,4,2016-10-24-16-29-26-382_4_3_8014-6609a2a4-4f6c-4c8b-b9ac-7749c4a2e4c0,4,274.0,60.27229166666667,3,0597-b2551131-43c0-4ed5-97fe-4b41e58193bc,0.14166666666666666,0.18583333333333332,1061
284,4,4,,0.1075,4,2016-10-24-16-29-26-382_4_3_8014-6609a2a4-4f6c-4c8b-b9ac-7749c4a2e4c0,4,158.5,28.581666666666667,3,4898-d529cbc0-250a-4ae8-87e1-a4e9d9caf37c,0.10166666666666667,0.09583333333333334,262
285,6,6,,0.18333333333333332,6,2016-10-24-16-19-3-896_6_1_5201-9e1a1eca-2e87-42dd-ac3d-a1d387647113,6,31.5,23.248645268862028,1,6370-7d7f4c73-886a-423d-a129-ad904925806a,0.21458333333333332,0.24583333333333332,889
286,6,6,,0.0575,6,2016-10-24-16-19-3-896_6_1_5201-9e1a1eca-2e87-42dd-ac3d-a1d387647113,6,1193.0,88.01792413505628,1,5242-c56b7334-ffa3-43e0-a52a-dddae6bfc1a6,0.12625,0.195,261
287,6,6,,0.12083333333333333,6,2016-10-24-16-19-3-896_6_1_5201-9e1a1eca-2e87-42dd-ac3d-a1d387647113,6,70.5,14.093789078782827,1,6321-8c3116b8-2ab1-41ff-bcc0-23debee5d3b2,0.19125,0.26166666666666666,1043
288,6,6,,0.1875,6,2016-10-24-16-19-3-896_6_1_5201-9e1a1eca-2e87-42dd-ac3d-a1d387647113,6,102.0,45.33451438099208,1,1428-61c7e1a9-8420-4313-a068-bee61951b409,0.225,0.2625,503
289,6,6,,0.19583333333333333,6,2016-10-24-16-19-3-896_6_1_5201-9e1a1eca-2e87-42dd-ac3d-a1d387647113,6,362.0,44.55794080867028,1,2296-0a4e96d9-58ff-4275-8809-55dd78355836,0.16666666666666666,0.1375,1008
290,6,6,,0.14916666666666667,6,2016-10-24-16-19-3-896_6_1_5201-9e1a1eca-2e87-42dd-ac3d-a1d387647113,6,61.0,25.755523134639432,1,3092-0542f8aa-f3c3-48ce-88d8-df78b29f5946,0.17708333333333334,0.205,365
291,4,3,,0.1375,3,2016-10-24-15-18-24-777_4_2_6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7,3,786.0,30.788694201084688,2,6228-35921057-6646-4b07-ad93-51712e0c2818,0.21333333333333335,0.2891666666666667,1454
292,4,3,,0.26916666666666667,3,2016-10-24-15-18-24-777_4_2_6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7,3,724.5,47.06666666666667,2,4685-ef77ee72-ad33-4256-953a-ba8eba7f3b32,0.21833333333333332,0.1675,1094
293,4,3,,0.24833333333333332,3,2016-10-24-15-18-24-777_4_2_6145-5a2ffc2f-1164-4bce-ba91-1f978e5cc7d7,3,588.5,54.934583333333336,2,7934-8d48e100-5b6e-4780-9ef6-def33fd48f33,0.3175,0.38666666666666666,622
294,3,2,,0.09,2,2016-10-24-16-40-33-708_3_0_3027-ff3fb84d-31de-4990-815b-c4c9d4061a0a,2,616.0,61.47373905794081,0,9571-374bf7b6-2556-4b3f-a215-da38f6f0f0b7,0.07333333333333333,0.056666666666666664,1457
295,3,2,,0.1275,2,2016-10-24-16-40-33-708_3_0_3027-ff3fb84d-31de-4990-815b-c4c9d4061a0a,2,716.0,123.16305254378649,0,9900-0bcf030a-8e7d-449b-b5f4-5d221fd74f71,0.10541666666666667,0.08333333333333333,528
296,3,3,,0.059166666666666666,3,2016-10-24-14-50-54-413_3_1_0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732,3,1524.0,39.18049187161317,1,7282-dc3e9b50-3962-4c1b-92a3-1fd57b2bc778,0.15125,0.24333333333333335,322
297,3,3,,0.06916666666666667,3,2016-10-24-14-50-54-413_3_1_0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732,3,45.5,19.41433930804502,1,1220-8383c881-ef9a-4ac3-9484-37c271a4e49e,0.18625,0.30333333333333334,816
298,3,3,,0.18,3,2016-10-24-14-50-54-413_3_1_0271-d0fbc33a-35d7-4fdd-94e5-7281dcb13732,3,539.5,59.07270833333333,1,7363-4078fb9b-8d3f-4338-b21c-891b8c168645,0.25375,0.3275,262
299,1,1,,0.10416666666666667,1,2016-10-24-13-31-56-341_1_3_6238-063eb7bb-5163-45d5-b4cf-994f2bfa4ceb,1,246.0,28.56982075864944,3,9034-642f9162-d875-410f-a07d-728ca0664170,0.14,0.17583333333333334,262
300,2,1,,0.3408333333333333,1,2016-10-24-11-52-37-925_2_2_5454-37cd4523-622d-4e48-82a9-53192bcb0470,1,70.0,13.874531054606086,2,2299-3a0025e5-c59e-4b07-9c69-3642b8d1b4cc,0.2554166666666667,0.17,263
301,3,1,,0.059166666666666666,1,2016-10-24-11-57-26-397_3_3_3895-7105e369-5c76-46ec-91ba-435aabb4057a,1,353.5,37.07020833333333,3,1900-c3af744c-c55b-42e2-9d6c-8c520f468bc0,0.07375,0.08833333333333333,1408
302,3,3,,0.06583333333333333,3,2016-10-24-12-0-32-283_3_1_3115-4295addc-bda2-40df-bf30-3f3c38e2def8,3,259.0,29.877291666666668,1,8179-84096347-8dee-4b2d-9359-a73b48cc6339,0.11166666666666666,0.1575,262
303,3,3,,0.055,3,2016-10-24-12-0-32-283_3_1_3115-4295addc-bda2-40df-bf30-3f3c38e2def8,3,175.5,30.74875,1,8917-2e697ed7-5ba2-4dde-a71b-27c3fc9ac746,0.10958333333333334,0.16416666666666666,344
304,3,3,,0.13,3,2016-10-24-12-0-32-283_3_1_3115-4295addc-bda2-40df-bf30-3f3c38e2def8,3,314.0,39.240833333333335,1,7754-c5e9774f-2f86-40df-b765-469060814ff8,0.15625,0.1825,285
305,1,1,,0.27,1,2016-10-24-11-54-31-495_1_0_6365-11aee93c-3f44-49d1-bfce-e8cfd7999314,1,43.0,25.128541666666667,0,7737-74789c68-7ffb-42af-81de-8fc17067e997,0.30125,0.3325,262
306,1,1,,0.06333333333333334,1,2016-10-24-11-53-18-569_1_0_7445-d6f6afb2-8eaa-4c2a-a40b-4d4a7e66b44b,1,167.5,25.58375,0,1230-d01ec66d-c806-4963-b900-65ebf13966d7,0.10916666666666666,0.155,263
307,3,1,,0.18833333333333332,1,2016-10-24-12-7-18-985_3_0_0140-906dc8b2-adf8-443c-a25c-98c10187dbee,1,410.0,46.79949979157983,0,9211-11d140a4-f9dd-4a02-b96b-d5afc76f4815,0.20833333333333334,0.22833333333333333,1453
308,2,1,,0.07583333333333334,1,2016-10-23-15-26-26-546_2_0_5081-6171f734-741b-49e2-9397-1068a99578b6,1,271.0,26.923509795748227,0,3535-7e3d1afa-bf34-43d2-bbfc-9771cd3fc24d,0.09875,0.12166666666666667,1457
309,3,3,,0.1625,3,2016-10-23-14-48-11-28_3_0_2664-70f07a54-59f1-4119-8543-0e9d4244ad7b,3,222.0,44.308461859107965,0,9584-e38625ad-ddf7-4220-ae11-e051480137a7,0.30875,0.455,498
310,3,3,,0.11083333333333334,3,2016-10-23-14-48-11-28_3_0_2664-70f07a54-59f1-4119-8543-0e9d4244ad7b,3,1420.0,118.50958732805336,0,8581-58bdcc96-3c45-42c0-86e9-040c302ee6b2,0.10166666666666667,0.0925,261
311,3,3,,0.14583333333333334,3,2016-10-23-14-48-11-28_3_0_2664-70f07a54-59f1-4119-8543-0e9d4244ad7b,3,1581.5,44.064818674447686,0,1089-80204a01-28c9-4aec-81d0-50d257f00729,0.10041666666666667,0.055,462
312,2,1,,0.13333333333333333,1,2016-10-23-16-54-20-745_2_3_6622-2bc430d9-827c-4708-b107-cda0ebfbd684,1,747.0,66.60321100917432,3,2001-99ef44ff-faf2-4494-8c94-b60f323734a9,0.09875,0.06416666666666666,1457
313,5,3,,0.05416666666666667,3,2016-10-23-14-49-15-758_5_1_4298-6e94a204-dbce-48d9-b02e-9827d729cfff,3,218.0,18.207169654022508,1,7457-4eb8ddd4-7e5f-4b1a-b933-f7d299d2e56e,0.04875,0.043333333333333335,839
314,5,3,,0.14666666666666667,3,2016-10-23-14-49-15-758_5_1_4298-6e94a204-dbce-48d9-b02e-9827d729cfff,3,1047.5,64.86676396997498,1,0483-196e9cd8-6884-45dd-844c-09c81f340153,0.23958333333333334,0.3325,261
315,5,3,,0.09,3,2016-10-23-14-49-15-758_5_1_4298-6e94a204-dbce-48d9-b02e-9827d729cfff,3,329.5,70.20383493122134,1,5287-f8b63ff7-1dfa-4efb-9ac1-360921eb35ce,0.11958333333333333,0.14916666666666667,477
