pid,tick,latency
9735-94a261e3-8362-4a88-8f5c-80296540d626,2379,493
9735-94a261e3-8362-4a88-8f5c-80296540d626,2380,428
9735-94a261e3-8362-4a88-8f5c-80296540d626,2381,365
9735-94a261e3-8362-4a88-8f5c-80296540d626,2382,302
9735-94a261e3-8362-4a88-8f5c-80296540d626,2383,238.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,2384,175
9735-94a261e3-8362-4a88-8f5c-80296540d626,2385,113
9735-94a261e3-8362-4a88-8f5c-80296540d626,2386,49.5
1276-442a957a-2f8c-4387-9ac3-496f2240efac,2386,65.5
3448-f307316b-bce5-4c08-b376-39a5153cd19d,0,12
9735-94a261e3-8362-4a88-8f5c-80296540d626,0,20.5
1276-442a957a-2f8c-4387-9ac3-496f2240efac,0,74.5
3448-f307316b-bce5-4c08-b376-39a5153cd19d,1,13
9735-94a261e3-8362-4a88-8f5c-80296540d626,1,21.5
1276-442a957a-2f8c-4387-9ac3-496f2240efac,1,69.5
3448-f307316b-bce5-4c08-b376-39a5153cd19d,2,12.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,2,22.5
1276-442a957a-2f8c-4387-9ac3-496f2240efac,2,65.5
3448-f307316b-bce5-4c08-b376-39a5153cd19d,3,15.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,3,20
1276-442a957a-2f8c-4387-9ac3-496f2240efac,3,66.5
3448-f307316b-bce5-4c08-b376-39a5153cd19d,4,13
9735-94a261e3-8362-4a88-8f5c-80296540d626,4,21.5
1276-442a957a-2f8c-4387-9ac3-496f2240efac,4,68
3448-f307316b-bce5-4c08-b376-39a5153cd19d,5,14
9735-94a261e3-8362-4a88-8f5c-80296540d626,5,25
3448-f307316b-bce5-4c08-b376-39a5153cd19d,6,13
1276-442a957a-2f8c-4387-9ac3-496f2240efac,5,91
3448-f307316b-bce5-4c08-b376-39a5153cd19d,7,13
3448-f307316b-bce5-4c08-b376-39a5153cd19d,8,42
3448-f307316b-bce5-4c08-b376-39a5153cd19d,9,46
3448-f307316b-bce5-4c08-b376-39a5153cd19d,10,52.5
3448-f307316b-bce5-4c08-b376-39a5153cd19d,11,52
3448-f307316b-bce5-4c08-b376-39a5153cd19d,12,61.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,6,454
9735-94a261e3-8362-4a88-8f5c-80296540d626,7,391.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,8,328.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,9,265.5
9735-94a261e3-8362-4a88-8f5c-80296540d626,10,201.5
