pid,tick,latency
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,2388,28.5
4677-f850e948-ca64-435a-9162-5da3e0a3ca27,2388,32.5
0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,2388,36
9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,2388,40
6108-aae331f9-097b-4bd4-9545-4a486e57fcff,0,14
4677-f850e948-ca64-435a-9162-5da3e0a3ca27,0,35
0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,0,38.5
9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,0,38.5
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,0,46.5
6108-aae331f9-097b-4bd4-9545-4a486e57fcff,1,12
4677-f850e948-ca64-435a-9162-5da3e0a3ca27,1,22.5
1770-5f3f7734-5e7e-42eb-b037-158f88023683,2388,154
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,1,27
0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,1,36
9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,1,37.5
1770-5f3f7734-5e7e-42eb-b037-158f88023683,0,104.5
1770-5f3f7734-5e7e-42eb-b037-158f88023683,1,49.5
6108-aae331f9-097b-4bd4-9545-4a486e57fcff,2,12
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,2,28.5
4677-f850e948-ca64-435a-9162-5da3e0a3ca27,2,34
9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,2,35.5
0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,2,36.5
1770-5f3f7734-5e7e-42eb-b037-158f88023683,2,54.5
6108-aae331f9-097b-4bd4-9545-4a486e57fcff,3,13.5
4677-f850e948-ca64-435a-9162-5da3e0a3ca27,3,29.5
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,3,32
9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,3,39.5
0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,3,40
1770-5f3f7734-5e7e-42eb-b037-158f88023683,3,42.5
6108-aae331f9-097b-4bd4-9545-4a486e57fcff,4,12
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,4,34
0780-b9adc10d-0c44-4f4b-91e1-cabeb06a6504,4,37.5
9553-33405ab4-57cf-4192-8761-8b33a8b6edb4,4,51
6108-aae331f9-097b-4bd4-9545-4a486e57fcff,5,12.5
4677-f850e948-ca64-435a-9162-5da3e0a3ca27,4,92
0582-75f07b5e-4b9e-42f4-bc03-498378333bba,5,32.5
