pid,tick,latency
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,1116,55
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,0,16.5
9923-98501e2d-dc89-4a0d-aa23-de4e67964a60,0,18
6606-799a8a35-3439-4c2e-9b52-5e410d2b1a93,0,22.5
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,0,23.5
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,0,57
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,1,16
9923-98501e2d-dc89-4a0d-aa23-de4e67964a60,1,16.5
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,1,18
6606-799a8a35-3439-4c2e-9b52-5e410d2b1a93,1,22.5
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,1,56
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,2,12.5
9923-98501e2d-dc89-4a0d-aa23-de4e67964a60,2,20
6606-799a8a35-3439-4c2e-9b52-5e410d2b1a93,2,27
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,2,37.5
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,2,55.5
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,3,15.5
9923-98501e2d-dc89-4a0d-aa23-de4e67964a60,3,17.5
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,3,23.5
6606-799a8a35-3439-4c2e-9b52-5e410d2b1a93,3,24
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,3,54.5
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,4,13.5
9923-98501e2d-dc89-4a0d-aa23-de4e67964a60,4,18
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,4,23
6606-799a8a35-3439-4c2e-9b52-5e410d2b1a93,4,26
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,4,54
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,5,14
9923-98501e2d-dc89-4a0d-aa23-de4e67964a60,5,20.5
6606-799a8a35-3439-4c2e-9b52-5e410d2b1a93,5,22
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,5,26
1686-cf8ace07-97af-4bba-a09e-43f52f3c4299,5,56.5
0781-4a27a4ff-fd3a-4c4e-a27e-baaf8bcfadfa,6,12.5
0715-1549f492-c3cd-4680-9ef6-cad5656f0bb8,6,17.5
