pid,tick,latency
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,1925,150
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,1927,32.5
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,1927,43
9121-e82fd610-fdb5-4208-9207-543c90839027,1927,47.5
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,1926,116
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,1927,71
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,0,37
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,0,40
9121-e82fd610-fdb5-4208-9207-543c90839027,0,46
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,1,33.5
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,1,42.5
9121-e82fd610-fdb5-4208-9207-543c90839027,1,47
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,2,33
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,2,40
9121-e82fd610-fdb5-4208-9207-543c90839027,2,47
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,3,37
9121-e82fd610-fdb5-4208-9207-543c90839027,3,46
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,3,91.5
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,4,35
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,4,36.5
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,0,294
9121-e82fd610-fdb5-4208-9207-543c90839027,4,46.5
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,5,33
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,5,44.5
9121-e82fd610-fdb5-4208-9207-543c90839027,5,46.5
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,6,39
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,6,39
9121-e82fd610-fdb5-4208-9207-543c90839027,6,45
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,7,35
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,7,39.5
9121-e82fd610-fdb5-4208-9207-543c90839027,7,44
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,1,435
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,2,389
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,3,326.5
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,4,263.5
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,8,34.5
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,8,36
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,5,269
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,6,206
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,7,143
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,9,35
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,9,44
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,10,37
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,10,37.5
9121-e82fd610-fdb5-4208-9207-543c90839027,8,223
9121-e82fd610-fdb5-4208-9207-543c90839027,9,160
9121-e82fd610-fdb5-4208-9207-543c90839027,10,97
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,11,35
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,11,43.5
9121-e82fd610-fdb5-4208-9207-543c90839027,11,46
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,8,251
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,9,188
0820-d30a47d6-394a-4cbd-a697-a1d8c9ec6796,10,125
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,12,41
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,12,44
9121-e82fd610-fdb5-4208-9207-543c90839027,12,46
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,13,38
9121-e82fd610-fdb5-4208-9207-543c90839027,13,46.5
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,13,48
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,14,31
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,14,43
9121-e82fd610-fdb5-4208-9207-543c90839027,14,47.5
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,15,41.5
9121-e82fd610-fdb5-4208-9207-543c90839027,15,46.5
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,15,50
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,16,38.5
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,16,39
9121-e82fd610-fdb5-4208-9207-543c90839027,16,46.5
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,17,32
4048-32541d81-63b4-40ca-b16e-ed0ff07b3fde,17,34
9121-e82fd610-fdb5-4208-9207-543c90839027,17,47
4466-d75cf0b5-6c64-45c4-9111-35232a7ba34d,18,38
9121-e82fd610-fdb5-4208-9207-543c90839027,18,46
