pid,tick,latency
3731-738b76e6-ff57-430a-8736-918090490993,0,73
3731-738b76e6-ff57-430a-8736-918090490993,1,130
3731-738b76e6-ff57-430a-8736-918090490993,2,67.5
3731-738b76e6-ff57-430a-8736-918090490993,3,37.5
3731-738b76e6-ff57-430a-8736-918090490993,4,45
3731-738b76e6-ff57-430a-8736-918090490993,5,55.5
3731-738b76e6-ff57-430a-8736-918090490993,6,44.5
3731-738b76e6-ff57-430a-8736-918090490993,7,50
3731-738b76e6-ff57-430a-8736-918090490993,8,78
3731-738b76e6-ff57-430a-8736-918090490993,9,39
3731-738b76e6-ff57-430a-8736-918090490993,10,38
3731-738b76e6-ff57-430a-8736-918090490993,11,38.5
3731-738b76e6-ff57-430a-8736-918090490993,12,37
3731-738b76e6-ff57-430a-8736-918090490993,13,39
3731-738b76e6-ff57-430a-8736-918090490993,14,42.5
3731-738b76e6-ff57-430a-8736-918090490993,15,38
3731-738b76e6-ff57-430a-8736-918090490993,16,40
3731-738b76e6-ff57-430a-8736-918090490993,17,58.5
3731-738b76e6-ff57-430a-8736-918090490993,18,41.5
3731-738b76e6-ff57-430a-8736-918090490993,19,45
3731-738b76e6-ff57-430a-8736-918090490993,20,42
3731-738b76e6-ff57-430a-8736-918090490993,21,44
3731-738b76e6-ff57-430a-8736-918090490993,22,38
