pid,tick,latency
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,0,322.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,1,602
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,2,539
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,3,475.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,4,548
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,5,484.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,6,421.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,7,358
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,8,295
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,9,231.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,10,168
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,11,242
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,12,179
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,13,116.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,14,54
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,15,284.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,16,221.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,17,158
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,18,95.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,19,73
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,20,47
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,21,41.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,22,903
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,23,840
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,24,776.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,25,714
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,26,651
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,27,588
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,28,525
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,29,462
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,30,400
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,31,336.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,32,273.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,33,210.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,34,788
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,35,725.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,36,662
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,37,599.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,38,536.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,39,474
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,40,411
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,41,349
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,42,286.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,43,223.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,44,161
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,45,98
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,46,78.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,47,43.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,48,38.5
1696-d6db4bf8-ba03-452f-9bce-f3ab8e7e961f,49,49
