pid,tick,active,x_pos,y_pos,velocity,angle,bg_val,total_points,goal_x,goal_y,in_close,in_far
0,0,true,298.972930497,4.13130610125,2.125,117.0,0.2,,,,False,False
1,0,true,454.709525185,270.312071617,2.125,135.0,0.2,,,,False,False
2,0,true,2.5,141.693339373,2.125,333.0,0.2,,,,False,False
3,0,true,58.0798383692,117.378585947,2.125,178.0,0.2,,,,False,False
4,0,true,400.583856083,245.492976031,2.125,176.0,0.2,,,,False,False
0,1,true,291.849104611,4.26064963451,7.125,268.95982517,0.2,,7.89358752238,9.41627955295,False,False
1,1,true,455.882838016,272.083783219,2.125,146.485554065,0.2,,458.621205263,276.218739296,False,False
2,1,true,3.2568534052,134.608651806,7.125,6.09775090072,0.2,,16.3308834032,12.2264082409,False,False
3,1,true,64.3506268163,120.761312252,7.125,118.344284938,0.2,,265,229,False,False
4,1,true,404.68919348,239.669589571,7.125,35.1828503811,0.2,,439,191,False,False
0,2,true,284.725278725,4.38999316778,7.125,268.95982517,0.2,,7.89358752238,9.41627955295,False,False
1,2,true,457.056150848,273.855494821,2.125,146.485554065,0.2,,458.621205263,276.218739296,False,False
2,2,true,4.0137068104,127.523964239,7.125,6.09775090072,0.2,,16.3308834032,12.2264082409,False,False
3,2,true,70.6214152634,124.144038557,7.125,118.344284938,0.2,,265,229,False,False
4,2,true,408.794530876,233.846203111,7.125,35.1828503811,0.2,,439,191,False,False
0,3,true,277.60145284,4.51933670104,7.125,268.95982517,0.2,,7.89358752238,9.41627955295,False,False
1,3,true,458.229463679,275.627206423,2.125,146.485554065,0.2,,458.621205263,276.218739296,False,False
2,3,true,4.7705602156,120.439276672,7.125,6.09775090072,0.2,,16.3308834032,12.2264082409,False,False
3,3,true,76.8922037105,127.526764861,7.125,118.344284938,0.2,,265,229,False,False
4,3,true,412.899868272,228.022816651,7.125,35.1828503811,0.2,,439,191,False,False
0,4,true,270.477626954,4.64868023431,7.125,268.95982517,0.2,,7.89358752238,9.41627955295,False,False
1,4,true,458.458422191,268.50588611,7.125,1.8414898514,0.2,,466.557209354,16.6084699525,False,False
2,4,true,5.5274136208,113.354589105,7.125,6.09775090072,0.2,,16.3308834032,12.2264082409,False,False
3,4,true,83.1629921576,130.909491166,7.125,118.344284938,0.2,,265,229,False,False
4,4,true,417.005205668,222.199430191,7.125,35.1828503811,0.2,,439,191,False,False
0,5,true,263.353801068,4.77802376757,7.125,268.95982517,0.2,,7.89358752238,9.41627955295,False,False
1,5,true,458.687380702,261.384565797,7.125,1.8414898514,0.2,,466.557209354,16.6084699525,False,False
2,5,true,6.28426702599,106.269901538,7.125,6.09775090072,0.2,,16.3308834032,12.2264082409,False,False
3,5,true,89.4337806048,134.29221747,7.125,118.344284938,0.2,,265,229,False,False
4,5,true,421.110543065,216.376043731,7.125,35.1828503811,0.2,,439,191,False,False
0,6,true,256.229975182,4.90736730084,7.125,268.95982517,0.2,,7.89358752238,9.41627955295,False,False
