pid,tick,latency
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,0,222.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,1,248
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,2,185.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,3,197.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,4,135
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,5,73
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,6,48
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,7,47.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,8,51.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,9,61.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,10,38
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,11,65.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,12,74
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,13,43.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,14,53
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,15,38.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,16,50.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,17,61.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,18,51
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,19,45
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,20,49
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,21,40.5
2827-cf4b965b-9cdb-4b5b-b61f-a6a66ced7b1e,22,56.5
