pid,tick,latency
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,0,97
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,1,171.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,2,179
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,3,116.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,4,111.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,5,58
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,6,55.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,7,55
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,8,72
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,9,53.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,10,61
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,11,63
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,12,66
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,13,63.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,14,60.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,15,55.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,16,63
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,17,63
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,18,82.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,19,62.5
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,20,83
8021-418995b0-cd5d-42f1-bb05-f7aa09216070,21,67.5
