pid,tick,latency
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,638,48
1080-75f77e44-86cf-4e96-9416-587aa6de2532,638,53.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,0,10.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,0,20
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,0,25.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,0,52.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,0,55
0844-4218c129-7dc9-49be-9095-10158769e7b1,1,16
9125-67416a2d-caab-47f7-a1ef-921d367b1917,1,21
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,1,22.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,1,54
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,1,64
9125-67416a2d-caab-47f7-a1ef-921d367b1917,2,8.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,2,15.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,2,22.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,2,52.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,2,53.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,3,10
0844-4218c129-7dc9-49be-9095-10158769e7b1,3,15.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,3,48.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,3,54
9125-67416a2d-caab-47f7-a1ef-921d367b1917,4,7
0844-4218c129-7dc9-49be-9095-10158769e7b1,4,20.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,4,52.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,4,58
9125-67416a2d-caab-47f7-a1ef-921d367b1917,5,7
0844-4218c129-7dc9-49be-9095-10158769e7b1,5,15.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,3,152.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,4,90
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,5,26
1080-75f77e44-86cf-4e96-9416-587aa6de2532,5,53.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,5,60.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,6,10
0844-4218c129-7dc9-49be-9095-10158769e7b1,6,19.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,6,25
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,6,48.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,6,53.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,7,7.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,7,15.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,7,23
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,7,46.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,7,53
9125-67416a2d-caab-47f7-a1ef-921d367b1917,8,6.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,8,18.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,8,25.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,8,52.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,8,54
9125-67416a2d-caab-47f7-a1ef-921d367b1917,9,8.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,9,19
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,9,23.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,9,47
1080-75f77e44-86cf-4e96-9416-587aa6de2532,9,52.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,10,7
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,10,23.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,10,24.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,10,48.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,10,53.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,11,11.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,11,19
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,11,23
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,11,47
1080-75f77e44-86cf-4e96-9416-587aa6de2532,11,54.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,12,11
0844-4218c129-7dc9-49be-9095-10158769e7b1,12,19.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,12,23
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,12,50.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,12,55
9125-67416a2d-caab-47f7-a1ef-921d367b1917,13,6.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,13,15.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,13,22.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,13,47.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,13,53.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,14,9
0844-4218c129-7dc9-49be-9095-10158769e7b1,14,15.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,14,22.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,14,46.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,14,56.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,15,6.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,15,19.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,15,23
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,15,45
1080-75f77e44-86cf-4e96-9416-587aa6de2532,15,53
9125-67416a2d-caab-47f7-a1ef-921d367b1917,16,9
0844-4218c129-7dc9-49be-9095-10158769e7b1,16,20
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,16,26.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,16,52.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,16,53
9125-67416a2d-caab-47f7-a1ef-921d367b1917,17,5.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,17,19
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,17,22
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,17,48
1080-75f77e44-86cf-4e96-9416-587aa6de2532,17,52.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,18,7
0844-4218c129-7dc9-49be-9095-10158769e7b1,18,19.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,18,22.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,18,53
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,18,59
9125-67416a2d-caab-47f7-a1ef-921d367b1917,19,9.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,19,19.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,19,25
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,19,56
9125-67416a2d-caab-47f7-a1ef-921d367b1917,20,6
0844-4218c129-7dc9-49be-9095-10158769e7b1,20,20.5
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,20,26.5
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,20,58.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,21,6.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,21,16
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,21,23
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,21,51
9125-67416a2d-caab-47f7-a1ef-921d367b1917,22,10
9090-e1c1dcec-d9f9-4914-b7ed-d5490a641bfd,22,22.5
0844-4218c129-7dc9-49be-9095-10158769e7b1,22,24
2043-a757eec4-d3d8-43d1-a04e-8460399b9937,22,47.5
9125-67416a2d-caab-47f7-a1ef-921d367b1917,23,6.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,19,266
1080-75f77e44-86cf-4e96-9416-587aa6de2532,20,202.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,21,139.5
1080-75f77e44-86cf-4e96-9416-587aa6de2532,22,76
