2,2016-10-22-16-17-22-910_2_2_7849-eeac73ab-2c94-4b9c-8e5b-ec39a8d662d8
3,2016-10-22-16-18-5-21_1_3_7195-8ff85fe6-e99f-40a6-921d-1f159bb994b8
2,2016-10-22-16-18-5-406_6_2_0686-87a608e7-0709-4493-bb04-cd79adcc8425
1,2016-10-22-16-19-56-773_6_1_6657-90d3bc70-1d6d-4a08-a035-06498051e7f5
2,2016-10-22-16-21-18-192_1_2_5311-ab315880-9f9b-4b34-9368-c9cbca9e446e
3,2016-10-22-16-21-39-761_6_3_8449-f145e827-2cfa-4c10-b976-faef3bb78fd1
2,2016-10-22-16-24-23-802_2_2_9073-cfa9e668-83d2-48ea-b535-c3200ec25139
2,2016-10-22-16-24-45-642_1_2_7265-3a090bf8-e676-4242-ac50-a76e41739ea5
0,2016-10-22-16-24-56-667_1_0_5240-15c987f5-fc90-40c6-8d7b-804439d95481
3,2016-10-22-16-24-59-919_6_3_3855-b3f3c5b9-abcf-4d86-a0fd-46e9bc678a68
2,2016-10-22-16-27-37-649_6_2_4842-5c973c34-d757-4172-9b69-46423717dfe9
0,2016-10-22-16-29-36-807_6_0_4046-4abced1c-9eaf-482f-bd41-085ad2a7dc78
0,2016-10-22-16-30-37-498_2_0_5860-1f6206de-26c3-4f78-8ea9-adc95d97a762
3,2016-10-22-16-30-52-106_2_3_2302-2447a6aa-d4a8-46a8-afd1-b697989b1e95
2,2016-10-22-16-31-3-306_6_2_0494-6a27106c-daa7-4968-a551-608ea6f641f1
3,2016-10-22-16-32-24-271_6_3_3990-8843fe70-0253-4992-96be-074c49df1001
1,2016-10-22-16-34-11-431_6_1_8615-d0776efa-86a2-4d1a-b8dd-5660006a9977
0,2016-10-22-16-36-21-537_2_0_0503-9168288e-210d-4464-9459-7212b948e243
0,2016-10-22-16-38-4-277_6_0_2973-48b8da4b-60c8-411c-bfb4-54bfa430e252
0,2016-10-22-16-40-39-723_6_0_2026-b8ab4545-9aad-4fe4-8bec-21e708b64f40
0,2016-10-22-16-45-44-339_6_0_5662-6cf765b5-b8c2-475f-af5a-17f9062da729
3,2016-10-22-16-48-30-930_2_3_4561-e9d0545f-ba93-44b5-8231-1b2edb72280c
0,2016-10-22-16-50-24-207_6_0_8231-bde307f0-f05d-459a-b740-8699627b50e5
3,2016-10-22-16-53-30-960_6_3_4436-b459b582-3d63-46bf-82d4-caba97c42b19
