pid,tick,latency
5643-73144788-c258-48dd-ba71-ed3321e1ae29,2400,49
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,0,8
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,0,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,0,48
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,1,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,1,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,1,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,2,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,2,12
5643-73144788-c258-48dd-ba71-ed3321e1ae29,2,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,3,10
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,3,16.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,3,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,4,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,4,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,4,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,5,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,5,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,5,46
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,6,9.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,6,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,6,48
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,7,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,7,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,7,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,8,9.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,8,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,8,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,9,6
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,9,14.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,9,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,10,7.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,10,13.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,10,45.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,11,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,11,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,11,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,12,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,12,12
5643-73144788-c258-48dd-ba71-ed3321e1ae29,12,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,13,9.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,13,16
5643-73144788-c258-48dd-ba71-ed3321e1ae29,13,42.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,14,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,14,13.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,14,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,15,7.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,15,16.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,15,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,16,6
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,16,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,16,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,17,8.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,17,14.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,17,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,18,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,18,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,18,43.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,19,12
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,19,15
5643-73144788-c258-48dd-ba71-ed3321e1ae29,19,42.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,20,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,20,19.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,20,45
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,21,7.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,21,14.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,21,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,22,8
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,22,14.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,22,44.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,23,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,23,17
5643-73144788-c258-48dd-ba71-ed3321e1ae29,23,45.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,24,9
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,24,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,24,42.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,25,6
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,25,12
5643-73144788-c258-48dd-ba71-ed3321e1ae29,25,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,26,8
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,26,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,26,42.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,27,6
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,27,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,27,46
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,28,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,28,17.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,28,42.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,29,9.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,29,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,29,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,30,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,30,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,30,46
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,31,7.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,31,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,31,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,32,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,32,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,32,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,33,8
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,33,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,33,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,34,10.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,34,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,34,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,35,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,35,14
5643-73144788-c258-48dd-ba71-ed3321e1ae29,35,46.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,36,8.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,36,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,36,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,37,6
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,37,14.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,37,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,38,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,38,12
5643-73144788-c258-48dd-ba71-ed3321e1ae29,38,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,39,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,39,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,39,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,40,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,40,12.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,40,47.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,41,8.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,41,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,41,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,42,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,42,13.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,42,46.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,43,7
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,43,12
5643-73144788-c258-48dd-ba71-ed3321e1ae29,43,43
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,44,10.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,44,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,44,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,45,6.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,45,15
5643-73144788-c258-48dd-ba71-ed3321e1ae29,45,44
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,46,8.5
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,46,16.5
5643-73144788-c258-48dd-ba71-ed3321e1ae29,46,43.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,47,6
6013-61059ff2-b7ff-4c25-941a-ab34016510e2,47,13
5643-73144788-c258-48dd-ba71-ed3321e1ae29,47,46.5
2372-aacb77d8-f0a1-4ea0-b0ac-3516a2225758,48,7.5
